# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 87K of event 'cycles'
# Event count (approx.): 1205267086608
#
# Children      Self  Command          Shared Object         Symbol                                                                                                      
# ........  ........  ...............  ....................  ............................................................................................................
#
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d70caa
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9da3b
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d67ec7
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN12Field_string7val_strEP6StringS1_
     0.00%     0.00%  kworker/3:1-dio  [kernel.kallsyms]     [k] native_sched_clock
     0.00%     0.00%  kworker/3:1-dio  [kernel.kallsyms]     [k] update_rq_clock
     0.00%     0.00%  kworker/16:1H-k  [kernel.kallsyms]     [k] sbitmap_any_bit_set
     0.00%     0.00%  kworker/16:1H-k  [kernel.kallsyms]     [k] blk_mq_requeue_work
     0.00%     0.00%  kworker/16:1H-k  [kernel.kallsyms]     [k] blk_mq_run_hw_queue
     0.00%     0.00%  kworker/16:1H-k  [kernel.kallsyms]     [k] blk_mq_run_hw_queues
     0.00%     0.00%  kworker/16:1H-k  [kernel.kallsyms]     [k] kthread
     0.00%     0.00%  kworker/16:1H-k  [kernel.kallsyms]     [k] process_one_work
     0.00%     0.00%  kworker/16:1H-k  [kernel.kallsyms]     [k] ret_from_fork
     0.00%     0.00%  kworker/16:1H-k  [kernel.kallsyms]     [k] worker_thread
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000cada73
     0.00%     0.00%  kworker/13:0-di  [kernel.kallsyms]     [k] __ext4_journal_stop
     0.00%     0.00%  kworker/13:0-di  [kernel.kallsyms]     [k] jbd2_journal_stop
     0.00%     0.00%  kworker/13:0-di  [kernel.kallsyms]     [k] stop_this_handle
     0.00%     0.00%  mariadbd         libstdc++.so.6.0.25   [.] _ZSt18_Rb_tree_incrementPKSt18_Rb_tree_node_base
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] enter_lazy_tlb
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZNK8MDL_lock15MDL_backup_lock33incompatible_granted_types_bitmapEv
     0.00%     0.00%  kworker/11:3-di  [kernel.kallsyms]     [k] update_curr
     0.00%     0.00%  kworker/11:3-di  [kernel.kallsyms]     [k] dequeue_entity
     0.00%     0.00%  kworker/11:3-di  [kernel.kallsyms]     [k] dequeue_task_fair
     0.00%     0.00%  kworker/18:0-di  [kernel.kallsyms]     [k] amd_pmu_wait_on_overflow
     0.00%     0.00%  kworker/18:0-di  [kernel.kallsyms]     [k] __hrtimer_run_queues
     0.00%     0.00%  kworker/18:0-di  [kernel.kallsyms]     [k] __run_hrtimer
     0.00%     0.00%  kworker/18:0-di  [kernel.kallsyms]     [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/18:0-di  [kernel.kallsyms]     [k] amd_pmu_disable_all
     0.00%     0.00%  kworker/18:0-di  [kernel.kallsyms]     [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/18:0-di  [kernel.kallsyms]     [k] hrtimer_interrupt
     0.00%     0.00%  kworker/18:0-di  [kernel.kallsyms]     [k] perf_adjust_freq_unthr_context
     0.00%     0.00%  kworker/18:0-di  [kernel.kallsyms]     [k] perf_event_task_tick
     0.00%     0.00%  kworker/18:0-di  [kernel.kallsyms]     [k] scheduler_tick
     0.00%     0.00%  kworker/18:0-di  [kernel.kallsyms]     [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/18:0-di  [kernel.kallsyms]     [k] tick_sched_handle
     0.00%     0.00%  kworker/18:0-di  [kernel.kallsyms]     [k] tick_sched_timer
     0.00%     0.00%  kworker/18:0-di  [kernel.kallsyms]     [k] update_process_times
     0.00%     0.00%  kworker/21:2-di  [kernel.kallsyms]     [k] native_sched_clock
     0.00%     0.00%  kworker/21:2-di  [kernel.kallsyms]     [k] sched_clock_cpu
     0.00%     0.00%  kworker/21:2-di  [kernel.kallsyms]     [k] update_rq_clock
     0.00%     0.00%  kworker/28:2     [kernel.kallsyms]     [k] strnlen
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] crc_87
     0.00%     0.00%  kworker/25:7-di  [kernel.kallsyms]     [k] update_sg_lb_stats
     0.00%     0.00%  kworker/25:7-di  [kernel.kallsyms]     [k] find_busiest_group
     0.00%     0.00%  kworker/25:7-di  [kernel.kallsyms]     [k] load_balance
     0.00%     0.00%  kworker/25:7-di  [kernel.kallsyms]     [k] newidle_balance
     0.00%     0.00%  kworker/25:7-di  [kernel.kallsyms]     [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  kworker/2:1-dio  [kernel.kallsyms]     [k] _raw_spin_lock
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d298c8
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca807b
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN8Item_sum14check_sum_funcEP3THDPP4Item
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9dbd1
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ce7a4c
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d10ecb
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c86081
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9db40
     0.00%     0.00%  kworker/2:1-dio  [kernel.kallsyms]     [k] select_idle_cpu
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9d549
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000da174a
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9f7a0
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d7940d
     0.00%     0.00%  swapper          [kernel.kallsyms]     [k] sg_next
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9f7ef
     0.00%     0.00%  kworker/16:0-di  [kernel.kallsyms]     [k] select_idle_sibling
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x000000000002082e
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ea8e12
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] bio_advance
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000da120e
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d9d0c1
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d705c4
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d9f2a8
     0.00%     0.00%  kworker/7:1-dio  [kernel.kallsyms]     [k] update_cfs_rq_h_load
     0.00%     0.00%  kworker/7:1-dio  [kernel.kallsyms]     [k] wake_affine
     0.00%     0.00%  kworker/7:1-dio  [kernel.kallsyms]     [k] wake_affine_weight
     0.00%     0.00%  kworker/18:5-di  [kernel.kallsyms]     [k] available_idle_cpu
     0.00%     0.00%  kworker/18:5-di  [kernel.kallsyms]     [k] select_idle_cpu
     0.00%     0.00%  kworker/18:5-di  [kernel.kallsyms]     [k] select_idle_sibling
     0.00%     0.00%  kworker/25:7-di  [kernel.kallsyms]     [k] nvme_process_cq
     0.00%     0.00%  kworker/25:7-di  [kernel.kallsyms]     [k] __common_interrupt
     0.00%     0.00%  kworker/25:7-di  [kernel.kallsyms]     [k] __ext4_journal_start_sb
     0.00%     0.00%  kworker/25:7-di  [kernel.kallsyms]     [k] __handle_irq_event_percpu
     0.00%     0.00%  kworker/25:7-di  [kernel.kallsyms]     [k] asm_common_interrupt
     0.00%     0.00%  kworker/25:7-di  [kernel.kallsyms]     [k] common_interrupt
     0.00%     0.00%  kworker/25:7-di  [kernel.kallsyms]     [k] ext4_convert_unwritten_extents
     0.00%     0.00%  kworker/25:7-di  [kernel.kallsyms]     [k] handle_edge_irq
     0.00%     0.00%  kworker/25:7-di  [kernel.kallsyms]     [k] handle_irq_event
     0.00%     0.00%  kworker/25:7-di  [kernel.kallsyms]     [k] jbd2__journal_start
     0.00%     0.00%  kworker/25:7-di  [kernel.kallsyms]     [k] kmem_cache_alloc
     0.00%     0.00%  kworker/25:7-di  [kernel.kallsyms]     [k] memset
     0.00%     0.00%  kworker/25:7-di  [kernel.kallsyms]     [k] nvme_irq
     0.00%     0.00%  kworker/8:2-dio  [kernel.kallsyms]     [k] native_queued_spin_lock_slowpath.part.0
     0.00%     0.00%  kworker/8:2-dio  [kernel.kallsyms]     [k] _raw_spin_lock
     0.00%     0.00%  kworker/15:1H-k  [kernel.kallsyms]     [k] worker_enter_idle
     0.00%     0.00%  kworker/22:6-di  [kernel.kallsyms]     [k] __list_del_entry_valid
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d1e0ae
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] exit_sem
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] __x64_sys_exit
     0.00%     0.00%  kworker/3:3-dio  [kernel.kallsyms]     [k] worker_enter_idle
     0.00%     0.00%  kworker/0:4-dio  [kernel.kallsyms]     [k] __update_load_avg_se
     0.00%     0.00%  kworker/0:4-dio  [kernel.kallsyms]     [k] update_load_avg
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] percpu_counter_add_batch
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] __fprop_inc_percpu
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9d507
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d72c5b
     0.00%     0.00%  kworker/21:2-di  [kernel.kallsyms]     [k] set_next_entity
     0.00%     0.00%  kworker/21:2-di  [kernel.kallsyms]     [k] pick_next_task_fair
     0.00%     0.00%  kworker/24:0     [kernel.kallsyms]     [k] put_reqs_available
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ef09d8
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000cd0a9a
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c80713
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d58fbc
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c4b1d9
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c48266
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] __hrtimer_next_event_base
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca7a63
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] __mem_cgroup_threshold
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d6fe99
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000dd3e22
     0.00%     0.00%  kworker/22:3-di  [kernel.kallsyms]     [k] iomap_dio_complete
     0.00%     0.00%  kworker/22:3-di  [kernel.kallsyms]     [k] iomap_dio_complete_work
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN4Item28cache_const_expr_transformerEP3THDPh
     0.00%     0.00%  kworker/16:2-di  [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000cd04c0
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] kick_ilb
     0.00%     0.00%  kworker/4:4-dio  [kernel.kallsyms]     [k] ttwu_queue_wakelist
     0.00%     0.00%  kworker/4:4-dio  [kernel.kallsyms]     [k] __wake_up_common
     0.00%     0.00%  kworker/4:4-dio  [kernel.kallsyms]     [k] __wake_up_common_lock
     0.00%     0.00%  kworker/4:4-dio  [kernel.kallsyms]     [k] aio_complete_rw
     0.00%     0.00%  kworker/4:4-dio  [kernel.kallsyms]     [k] autoremove_wake_function
     0.00%     0.00%  kworker/4:4-dio  [kernel.kallsyms]     [k] try_to_wake_up
     0.00%     0.00%  kworker/14:1H-k  [kernel.kallsyms]     [k] native_sched_clock
     0.00%     0.00%  kworker/14:1H-k  [kernel.kallsyms]     [k] __schedule
     0.00%     0.00%  kworker/14:1H-k  [kernel.kallsyms]     [k] kthread
     0.00%     0.00%  kworker/14:1H-k  [kernel.kallsyms]     [k] ret_from_fork
     0.00%     0.00%  kworker/14:1H-k  [kernel.kallsyms]     [k] sched_clock_cpu
     0.00%     0.00%  kworker/14:1H-k  [kernel.kallsyms]     [k] schedule
     0.00%     0.00%  kworker/14:1H-k  [kernel.kallsyms]     [k] update_rq_clock
     0.00%     0.00%  kworker/14:1H-k  [kernel.kallsyms]     [k] worker_thread
     0.00%     0.00%  mariadbd         mariadbd              [.] _Z30run_set_statement_if_requestedP3THDP3LEX
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d3a20f
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN12Item_sum_num10fix_fieldsEP3THDPP4Item
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x00000000007ac251
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000de6a94
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000dd28f1
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] irq_exit_rcu
     0.00%     0.00%  kworker/19:3-di  [kernel.kallsyms]     [k] strscpy
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] crc_89
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c820eb
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9d50f
     0.00%     0.00%  kworker/27:4     [kernel.kallsyms]     [k] __bitmap_and
     0.00%     0.00%  kworker/27:4     [kernel.kallsyms]     [k] select_idle_cpu
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x00000000007b68ed
     0.00%     0.00%  kworker/17:2-di  [kernel.kallsyms]     [k] ext4_dio_write_end_io
     0.00%     0.00%  kworker/17:2-di  [kernel.kallsyms]     [k] iomap_dio_complete
     0.00%     0.00%  kworker/23:3-di  [kernel.kallsyms]     [k] finish_task_switch.isra.0
     0.00%     0.00%  tclsh8.6         libtcl8.6.so          [.] TclpGetAllocCache
     0.00%     0.00%  kworker/29:1H-k  [kernel.kallsyms]     [k] blk_mq_run_hw_queues
     0.00%     0.00%  kworker/29:1H-k  [kernel.kallsyms]     [k] blk_mq_requeue_work
     0.00%     0.00%  kworker/29:1H-k  [kernel.kallsyms]     [k] process_one_work
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x00000000006bf6e1
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d13095
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN10Item_fieldC1EP3THDP5Field
     0.00%     0.00%  mariadbd         mariadbd              [.] _downheap
     0.00%     0.00%  kworker/9:1H-kb  [kernel.kallsyms]     [k] __raw_callee_save___native_queued_spin_unlock
     0.00%     0.00%  kworker/9:1H-kb  [kernel.kallsyms]     [k] __blk_mq_sched_dispatch_requests
     0.00%     0.00%  kworker/9:1H-kb  [kernel.kallsyms]     [k] blk_mq_dispatch_rq_list
     0.00%     0.00%  kworker/9:1H-kb  [kernel.kallsyms]     [k] nvme_queue_rq
     0.00%     0.00%  kworker/9:1H-kb  [kernel.kallsyms]     [k] nvme_submit_cmd
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d0b831
     0.00%     0.00%  tclsh8.6         libtcl8.6.so          [.] ExprEntierFunc
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c8e496
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c80261
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN7VDec_opC1EP27Item_func_hybrid_field_type
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x000000000002109b
     0.00%     0.00%  kworker/20:0-di  [kernel.kallsyms]     [k] enqueue_entity
     0.00%     0.00%  kworker/20:0-di  [kernel.kallsyms]     [k] enqueue_task_fair
     0.00%     0.00%  kworker/20:0-di  [kernel.kallsyms]     [k] ttwu_do_activate
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000cf8d28
     0.00%     0.00%  mariadbd         mariadbd              [.] _Z17trans_register_haP3THDbP10handlertony
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000dd2971
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] update_io_ticks
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] blk_flush_complete_seq
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] flush_end_io
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] crc_112
     0.00%     0.00%  kworker/25:7-di  [kernel.kallsyms]     [k] _raw_spin_lock_irq
     0.00%     0.00%  mariadbd         mariadbd              [.] _Z10sub_selectP4JOINP13st_join_tableb
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c362b4
     0.00%     0.00%  mariadbd         mariadbd              [.] _Z29trans_reset_one_shot_chisticsP3THD
     0.00%     0.00%  mariadbd         mariadbd              [.] _Z20mysql_prepare_insertP3THDP10TABLE_LISTR4ListI4ItemEPS5_S6_S6_15enum_duplicatesPPS4_b
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] _raw_write_lock
     0.00%     0.00%  kworker/28:2     [kernel.kallsyms]     [k] lookup_bh_lru
     0.00%     0.00%  kworker/28:2     [kernel.kallsyms]     [k] __ext4_get_inode_loc
     0.00%     0.00%  kworker/28:2     [kernel.kallsyms]     [k] __ext4_mark_inode_dirty
     0.00%     0.00%  kworker/28:2     [kernel.kallsyms]     [k] __find_get_block
     0.00%     0.00%  kworker/28:2     [kernel.kallsyms]     [k] __getblk_gfp
     0.00%     0.00%  kworker/28:2     [kernel.kallsyms]     [k] ext4_convert_unwritten_extents
     0.00%     0.00%  kworker/28:2     [kernel.kallsyms]     [k] ext4_get_inode_loc
     0.00%     0.00%  kworker/28:2     [kernel.kallsyms]     [k] ext4_reserve_inode_write
     0.00%     0.00%  kworker/29:0     [kernel.kallsyms]     [k] ext4_inode_table
     0.00%     0.00%  kworker/29:0     [kernel.kallsyms]     [k] __ext4_get_inode_loc
     0.00%     0.00%  kworker/29:0     [kernel.kallsyms]     [k] __ext4_mark_inode_dirty
     0.00%     0.00%  kworker/29:0     [kernel.kallsyms]     [k] ext4_get_inode_loc
     0.00%     0.00%  kworker/29:0     [kernel.kallsyms]     [k] ext4_reserve_inode_write
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] crc_122
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ee83cb
     0.00%     0.00%  kworker/18:6-di  [kernel.kallsyms]     [k] ext4_dio_write_end_io
     0.00%     0.00%  kworker/18:6-di  [kernel.kallsyms]     [k] iomap_dio_complete
     0.00%     0.00%  kworker/18:6-di  [kernel.kallsyms]     [k] iomap_dio_complete_work
