# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 32K of event 'cycles'
# Event count (approx.): 9763052235862
#
# Children      Self  Command          Shared Object                       Symbol                                          
# ........  ........  ...............  ..................................  ................................................
#
     0.00%     0.00%  ReadStage-111    [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.00%     0.00%  ReadStage-111    [kernel.kallsyms]                   [k] hrtimer_reprogram
     0.00%     0.00%  ReadStage-111    [kernel.kallsyms]                   [k] hrtimer_sleeper_start_expires
     0.00%     0.00%  ReadStage-111    [kernel.kallsyms]                   [k] hrtimer_start_range_ns
     0.00%     0.00%  ReadStage-111    [kernel.kallsyms]                   [k] tick_program_event
     0.00%     0.00%  ReadStage-40     [kernel.kallsyms]                   [k] task_numa_fault
     0.00%     0.00%  ReadStage-25     [kernel.kallsyms]                   [k] _find_next_bit
     0.00%     0.00%  ReadStage-25     [kernel.kallsyms]                   [k] select_task_rq_fair
     0.00%     0.00%  ReadStage-25     [kernel.kallsyms]                   [k] try_to_wake_up
     0.00%     0.00%  ReadStage-25     [kernel.kallsyms]                   [k] wake_up_q
     0.00%     0.00%  Thread-41        [kernel.kallsyms]                   [k] put_prev_task_fair
     0.00%     0.00%  ReadStage-63     [JIT] tid 2123                      [.] 0x00007f9fd900072c
     0.00%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] xas_load
     0.00%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] xa_load
     0.00%     0.00%  ReadStage-29     [kernel.kallsyms]                   [k] hrtick_update
     0.00%     0.00%  ReadStage-29     [kernel.kallsyms]                   [k] __schedule
     0.00%     0.00%  ReadStage-29     [kernel.kallsyms]                   [k] dequeue_task
     0.00%     0.00%  ReadStage-29     [kernel.kallsyms]                   [k] futex_wait
     0.00%     0.00%  ReadStage-29     [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.00%     0.00%  ReadStage-29     [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] enqueue_task_fair
     0.00%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] enqueue_task
     0.00%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] hrtimer_wakeup
     0.00%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] ttwu_do_activate
     0.00%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] wake_up_process
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __block_commit_write.constprop.0.isra.0
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] rwsem_spin_on_owner
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __do_sys_brk
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __x64_sys_brk
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] down_write_killable
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] rwsem_down_write_slowpath
     0.00%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] psi_task_switch
     0.00%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] io_schedule
     0.00%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] wait_on_page_bit_common
     0.00%     0.00%  Thread-145       [kernel.kallsyms]                   [k] do_futex
     0.00%     0.00%  ReadStage-101    [kernel.kallsyms]                   [k] native_apic_msr_eoi_write
     0.00%     0.00%  ReadStage-101    [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  ReadStage-101    [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  ReadStage-37     [kernel.kallsyms]                   [k] __pagevec_lru_add
     0.00%     0.00%  ReadStage-37     [kernel.kallsyms]                   [k] lru_cache_add
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] __es_insert_extent
     0.00%     0.00%  ReadStage-84     [kernel.kallsyms]                   [k] mark_wake_futex
     0.00%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] clear_page_erms
     0.00%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] get_page_from_freelist
     0.00%     0.00%  ReadStage-97     [kernel.kallsyms]                   [k] nvme_queue_rq
     0.00%     0.00%  ReadStage-97     [kernel.kallsyms]                   [k] __blk_mq_try_issue_directly
     0.00%     0.00%  ReadStage-97     [kernel.kallsyms]                   [k] blk_finish_plug
     0.00%     0.00%  ReadStage-97     [kernel.kallsyms]                   [k] blk_flush_plug_list
     0.00%     0.00%  ReadStage-97     [kernel.kallsyms]                   [k] blk_mq_flush_plug_list
     0.00%     0.00%  ReadStage-97     [kernel.kallsyms]                   [k] blk_mq_sched_insert_requests
     0.00%     0.00%  ReadStage-97     [kernel.kallsyms]                   [k] blk_mq_try_issue_list_directly
     0.00%     0.00%  ReadStage-36     [kernel.kallsyms]                   [k] __pagevec_lru_add
     0.00%     0.00%  ReadStage-36     [kernel.kallsyms]                   [k] lru_cache_add
     0.00%     0.00%  ReadStage-36     [kernel.kallsyms]                   [k] ondemand_readahead
     0.00%     0.00%  ReadStage-36     [kernel.kallsyms]                   [k] page_cache_async_ra
     0.00%     0.00%  ReadStage-67     [kernel.kallsyms]                   [k] ext4_mpage_readpages
     0.00%     0.00%  ReadStage-67     [kernel.kallsyms]                   [k] ext4_readahead
     0.00%     0.00%  ReadStage-67     [kernel.kallsyms]                   [k] fscrypt_mergeable_bio
     0.00%     0.00%  ReadStage-67     [kernel.kallsyms]                   [k] read_pages
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] tcp_push_one
     0.00%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] find_vma
     0.00%     0.00%  ReadStage-90     [kernel.kallsyms]                   [k] enqueue_task_fair
     0.00%     0.00%  ReadStage-90     [kernel.kallsyms]                   [k] ttwu_do_activate
     0.00%     0.00%  ReadStage-59     [kernel.kallsyms]                   [k] __switch_to
     0.00%     0.00%  ReadStage-70     [kernel.kallsyms]                   [k] native_write_msr
     0.00%     0.00%  ReadStage-70     [kernel.kallsyms]                   [k] clockevents_program_event
     0.00%     0.00%  ReadStage-70     [kernel.kallsyms]                   [k] tick_program_event
     0.00%     0.00%  Thread-70        [kernel.kallsyms]                   [k] futex_wake
     0.00%     0.00%  ReadStage-80     [kernel.kallsyms]                   [k] xas_load
     0.00%     0.00%  ReadStage-80     [kernel.kallsyms]                   [k] xa_load
     0.00%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] futex_wake
     0.00%     0.00%  kworker/u97:2-e  [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] blkcg_rstat_flush
     0.00%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] dma_map_page_attrs
     0.00%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] __blk_mq_try_issue_directly
     0.00%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] blk_finish_plug
     0.00%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] blk_flush_plug_list
     0.00%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] blk_mq_flush_plug_list
     0.00%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] blk_mq_sched_insert_requests
     0.00%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] blk_mq_try_issue_list_directly
     0.00%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] nvme_queue_rq
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] sync_regs
     0.00%     0.00%  swapper          [kernel.kallsyms]                   [k] ttwu_queue_wakelist
     0.00%     0.00%  ReadStage-150    [kernel.kallsyms]                   [k] __count_memcg_events
     0.00%     0.00%  ReadStage-58     [kernel.kallsyms]                   [k] ondemand_readahead
     0.00%     0.00%  ReadStage-58     [kernel.kallsyms]                   [k] page_cache_async_ra
     0.00%     0.00%  ReadStage-79     [kernel.kallsyms]                   [k] _raw_spin_lock
     0.00%     0.00%  ReadStage-24     [kernel.kallsyms]                   [k] mem_cgroup_css_rstat_flush
     0.00%     0.00%  ReadStage-69     [kernel.kallsyms]                   [k] psi_group_change
     0.00%     0.00%  ReadStage-69     [kernel.kallsyms]                   [k] __schedule
     0.00%     0.00%  ReadStage-69     [kernel.kallsyms]                   [k] io_schedule
     0.00%     0.00%  ReadStage-69     [kernel.kallsyms]                   [k] psi_task_switch
     0.00%     0.00%  ReadStage-69     [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  ReadStage-69     [kernel.kallsyms]                   [k] wait_on_page_bit_common
     0.00%     0.00%  ReadStage-42     [kernel.kallsyms]                   [k] sync_regs
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] blk_stat_add
     0.00%     0.00%  ReadStage-42     [kernel.kallsyms]                   [k] clear_page_erms
     0.00%     0.00%  ReadStage-105    [kernel.kallsyms]                   [k] xas_start
     0.00%     0.00%  ReadStage-117    [kernel.kallsyms]                   [k] __blk_rq_map_sg
     0.00%     0.00%  ReadStage-117    [kernel.kallsyms]                   [k] __blk_mq_try_issue_directly
     0.00%     0.00%  ReadStage-117    [kernel.kallsyms]                   [k] blk_finish_plug
     0.00%     0.00%  ReadStage-117    [kernel.kallsyms]                   [k] blk_flush_plug_list
     0.00%     0.00%  ReadStage-117    [kernel.kallsyms]                   [k] blk_mq_flush_plug_list
     0.00%     0.00%  ReadStage-117    [kernel.kallsyms]                   [k] blk_mq_sched_insert_requests
     0.00%     0.00%  ReadStage-117    [kernel.kallsyms]                   [k] blk_mq_try_issue_list_directly
     0.00%     0.00%  ReadStage-117    [kernel.kallsyms]                   [k] nvme_queue_rq
     0.00%     0.00%  ReadStage-117    [kernel.kallsyms]                   [k] read_pages
     0.00%     0.00%  Thread-22        [kernel.kallsyms]                   [k] __schedule
     0.00%     0.00%  Thread-22        [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.00%     0.00%  Thread-22        [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  kworker/7:2-mm_  [kernel.kallsyms]                   [k] lock_page_lruvec_irqsave
     0.00%     0.00%  kworker/7:2-mm_  [kernel.kallsyms]                   [k] __pagevec_lru_add
     0.00%     0.00%  kworker/7:2-mm_  [kernel.kallsyms]                   [k] lru_add_drain_cpu
     0.00%     0.00%  kworker/7:2-mm_  [kernel.kallsyms]                   [k] lru_add_drain_per_cpu
     0.00%     0.00%  ReadStage-62     [kernel.kallsyms]                   [k] enqueue_entity
     0.00%     0.00%  ReadStage-62     [kernel.kallsyms]                   [k] enqueue_task_fair
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] __zone_watermark_ok
     0.00%     0.00%  Native-Transpor  [JIT] tid 2123                      [.] 0x00007f9fda216b6a
     0.00%     0.00%  ReadStage-125    [kernel.kallsyms]                   [k] nvme_queue_rq
     0.00%     0.00%  ReadStage-125    [kernel.kallsyms]                   [k] __blk_mq_try_issue_directly
     0.00%     0.00%  ReadStage-125    [kernel.kallsyms]                   [k] blk_finish_plug
     0.00%     0.00%  ReadStage-125    [kernel.kallsyms]                   [k] blk_flush_plug_list
     0.00%     0.00%  ReadStage-125    [kernel.kallsyms]                   [k] blk_mq_flush_plug_list
     0.00%     0.00%  ReadStage-125    [kernel.kallsyms]                   [k] blk_mq_sched_insert_requests
     0.00%     0.00%  ReadStage-125    [kernel.kallsyms]                   [k] blk_mq_try_issue_list_directly
     0.00%     0.00%  ReadStage-125    [kernel.kallsyms]                   [k] ondemand_readahead
     0.00%     0.00%  ReadStage-125    [kernel.kallsyms]                   [k] page_cache_async_ra
     0.00%     0.00%  ReadStage-125    [kernel.kallsyms]                   [k] read_pages
     0.00%     0.00%  ReadStage-127    [kernel.kallsyms]                   [k] blkcg_rstat_flush
     0.00%     0.00%  ReadStage-84     [kernel.kallsyms]                   [k] xas_load
     0.00%     0.00%  ReadStage-84     [kernel.kallsyms]                   [k] xa_load
     0.00%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] update_cfs_rq_h_load
     0.00%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] __read_end_io
     0.00%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] __wake_up_common
     0.00%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] __wake_up_locked_key_bookmark
     0.00%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] bio_endio
     0.00%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] blk_update_request
     0.00%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] mpage_end_io
     0.00%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] unlock_page
     0.00%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] wake_page_function
     0.00%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] wake_up_page_bit
     0.00%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] wake_up_state
     0.00%     0.00%  ReadStage-136    [kernel.kallsyms]                   [k] llist_add_batch
     0.00%     0.00%  ReadStage-136    [kernel.kallsyms]                   [k] ttwu_queue_wakelist
     0.00%     0.00%  ReadStage-69     [kernel.kallsyms]                   [k] switch_fpu_return
     0.00%     0.00%  ReadStage-69     [kernel.kallsyms]                   [k] exit_to_user_mode_prepare
     0.00%     0.00%  ReadStage-69     [kernel.kallsyms]                   [k] syscall_exit_to_user_mode
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] crc32c_pcl_intel_update
     0.00%     0.00%  ReadStage-28     [kernel.kallsyms]                   [k] clear_page_erms
     0.00%     0.00%  ReadStage-153    [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.00%     0.00%  ReadStage-153    [kernel.kallsyms]                   [k] __blk_mq_try_issue_directly
     0.00%     0.00%  ReadStage-153    [kernel.kallsyms]                   [k] blk_finish_plug
     0.00%     0.00%  ReadStage-153    [kernel.kallsyms]                   [k] blk_flush_plug_list
     0.00%     0.00%  ReadStage-153    [kernel.kallsyms]                   [k] blk_mq_flush_plug_list
     0.00%     0.00%  ReadStage-153    [kernel.kallsyms]                   [k] blk_mq_sched_insert_requests
     0.00%     0.00%  ReadStage-153    [kernel.kallsyms]                   [k] blk_mq_try_issue_list_directly
     0.00%     0.00%  ReadStage-153    [kernel.kallsyms]                   [k] dma_pool_alloc
     0.00%     0.00%  ReadStage-153    [kernel.kallsyms]                   [k] nvme_queue_rq
     0.00%     0.00%  ReadStage-153    [kernel.kallsyms]                   [k] read_pages
     0.00%     0.00%  java             [kernel.kallsyms]                   [k] available_idle_cpu
     0.00%     0.00%  kworker/0:3-mm_  [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/0:3-mm_  [kernel.kallsyms]                   [k] _raw_spin_lock
     0.00%     0.00%  kworker/0:3-mm_  [kernel.kallsyms]                   [k] drain_local_pages_wq
     0.00%     0.00%  kworker/0:3-mm_  [kernel.kallsyms]                   [k] drain_pages_zone
     0.00%     0.00%  kworker/0:3-mm_  [kernel.kallsyms]                   [k] free_pcppages_bulk
     0.00%     0.00%  ReadStage-62     [kernel.kallsyms]                   [k] _raw_read_lock
     0.00%     0.00%  ReadStage-62     [kernel.kallsyms]                   [k] ext4_map_blocks
     0.00%     0.00%  ReadStage-37     [kernel.kallsyms]                   [k] up_read
     0.00%     0.00%  ReadStage-97     [kernel.kallsyms]                   [k] _copy_from_user
     0.00%     0.00%  ReadStage-79     [kernel.kallsyms]                   [k] update_load_avg
     0.00%     0.00%  ReadStage-79     [kernel.kallsyms]                   [k] enqueue_entity
     0.00%     0.00%  ReadStage-79     [kernel.kallsyms]                   [k] enqueue_task_fair
     0.00%     0.00%  ReadStage-136    [unknown]                           [.] 0000000000000000
     0.00%     0.00%  ReadStage-136    [kernel.kallsyms]                   [k] _raw_spin_lock
     0.00%     0.00%  ReadStage-4      [kernel.kallsyms]                   [k] kmem_cache_alloc
     0.00%     0.00%  ReadStage-4      [kernel.kallsyms]                   [k] bio_alloc_bioset
     0.00%     0.00%  ReadStage-4      [kernel.kallsyms]                   [k] ext4_mpage_readpages
     0.00%     0.00%  ReadStage-4      [kernel.kallsyms]                   [k] ext4_readahead
     0.00%     0.00%  ReadStage-4      [kernel.kallsyms]                   [k] mempool_alloc
     0.00%     0.00%  ReadStage-4      [kernel.kallsyms]                   [k] mempool_alloc_slab
     0.00%     0.00%  ReadStage-4      [kernel.kallsyms]                   [k] read_pages
     0.00%     0.00%  ReadStage-87     [kernel.kallsyms]                   [k] xas_load
     0.00%     0.00%  ReadStage-75     [kernel.kallsyms]                   [k] dma_direct_map_sg
     0.00%     0.00%  ReadStage-75     [kernel.kallsyms]                   [k] __blk_mq_try_issue_directly
     0.00%     0.00%  ReadStage-75     [kernel.kallsyms]                   [k] __dma_map_sg_attrs
     0.00%     0.00%  ReadStage-75     [kernel.kallsyms]                   [k] blk_finish_plug
     0.00%     0.00%  ReadStage-75     [kernel.kallsyms]                   [k] blk_flush_plug_list
     0.00%     0.00%  ReadStage-75     [kernel.kallsyms]                   [k] blk_mq_flush_plug_list
     0.00%     0.00%  ReadStage-75     [kernel.kallsyms]                   [k] blk_mq_sched_insert_requests
     0.00%     0.00%  ReadStage-75     [kernel.kallsyms]                   [k] blk_mq_try_issue_list_directly
     0.00%     0.00%  ReadStage-75     [kernel.kallsyms]                   [k] dma_map_sg_attrs
     0.00%     0.00%  ReadStage-75     [kernel.kallsyms]                   [k] nvme_queue_rq
     0.00%     0.00%  ReadStage-75     [kernel.kallsyms]                   [k] read_pages
     0.00%     0.00%  ReadStage-106    [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.00%     0.00%  Native-Transpor  [JIT] tid 2123                      [.] 0x00007f9fd94c08f8
     0.00%     0.00%  Thread-137       [kernel.kallsyms]                   [k] __handle_mm_fault
     0.00%     0.00%  Thread-137       [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.00%     0.00%  Thread-137       [kernel.kallsyms]                   [k] do_user_addr_fault
     0.00%     0.00%  Thread-137       [kernel.kallsyms]                   [k] exc_page_fault
     0.00%     0.00%  Thread-137       [kernel.kallsyms]                   [k] handle_mm_fault
     0.00%     0.00%  ReadStage-84     [kernel.kallsyms]                   [k] scheduler_tick
     0.00%     0.00%  ReadStage-84     [kernel.kallsyms]                   [k] __unqueue_futex
     0.00%     0.00%  ReadStage-84     [kernel.kallsyms]                   [k] tick_sched_handle
     0.00%     0.00%  ReadStage-84     [kernel.kallsyms]                   [k] tick_sched_timer
     0.00%     0.00%  ReadStage-84     [kernel.kallsyms]                   [k] update_process_times
     0.00%     0.00%  ReadStage-13     [kernel.kallsyms]                   [k] policy_node
     0.00%     0.00%  ReadStage-42     [kernel.kallsyms]                   [k] __hrtimer_run_queues
     0.00%     0.00%  ReadStage-42     [kernel.kallsyms]                   [k] hrtimer_interrupt
     0.00%     0.00%  ReadStage-42     [kernel.kallsyms]                   [k] hrtimer_wakeup
     0.00%     0.00%  ReadStage-42     [kernel.kallsyms]                   [k] wake_up_process
     0.00%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] psi_group_change
     0.00%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] __schedule
     0.00%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.00%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] psi_task_switch
     0.00%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  ReadStage-6      [kernel.kallsyms]                   [k] __mod_memcg_lruvec_state
     0.00%     0.00%  ReadStage-6      [kernel.kallsyms]                   [k] __mod_lruvec_state
     0.00%     0.00%  ReadStage-6      [kernel.kallsyms]                   [k] mod_lruvec_state.constprop.0
     0.00%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] __lock_text_start
     0.00%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] __mod_lruvec_state
     0.00%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] __mod_memcg_lruvec_state
     0.00%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] __mod_memcg_state.part.0
     0.00%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] mod_lruvec_state.constprop.0
     0.00%     0.00%  ReadStage-11     [kernel.kallsyms]                   [k] mem_cgroup_css_rstat_flush
     0.00%     0.00%  ReadStage-11     [kernel.kallsyms]                   [k] cgroup_rstat_flush_locked
     0.00%     0.00%  ReadStage-141    [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.00%     0.00%  ReadStage-141    [kernel.kallsyms]                   [k] PageHuge
     0.00%     0.00%  ReadStage-153    [kernel.kallsyms]                   [k] mem_cgroup_css_rstat_flush
     0.00%     0.00%  ReadStage-153    [kernel.kallsyms]                   [k] cgroup_rstat_flush_locked
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] nvme_submit_cmd
     0.00%     0.00%  kworker/u97:5-e  [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/u97:5-e  [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] hctx_unlock
     0.00%     0.00%  ReadStage-111    [kernel.kallsyms]                   [k] native_sched_clock
     0.00%     0.00%  ReadStage-111    [kernel.kallsyms]                   [k] sched_clock
     0.00%     0.00%  ReadStage-111    [kernel.kallsyms]                   [k] sched_clock_cpu
     0.00%     0.00%  ReadStage-111    [kernel.kallsyms]                   [k] update_rq_clock
     0.00%     0.00%  ReadStage-111    [kernel.kallsyms]                   [k] wake_up_q
     0.00%     0.00%  ReadStage-81     [kernel.kallsyms]                   [k] find_vma
     0.00%     0.00%  ReadStage-72     [kernel.kallsyms]                   [k] io_schedule
     0.00%     0.00%  ReadStage-72     [kernel.kallsyms]                   [k] wait_on_page_bit_common
     0.00%     0.00%  ReadStage-104    [unknown]                           [.] 0000000000000000
     0.00%     0.00%  ReadStage-104    [kernel.kallsyms]                   [k] __next_zones_zonelist
     0.00%     0.00%  MutationStage-3  [kernel.kallsyms]                   [k] psi_group_change
     0.00%     0.00%  MutationStage-3  [kernel.kallsyms]                   [k] __common_interrupt
     0.00%     0.00%  MutationStage-3  [kernel.kallsyms]                   [k] __handle_irq_event_percpu
     0.00%     0.00%  MutationStage-3  [kernel.kallsyms]                   [k] __read_end_io
     0.00%     0.00%  MutationStage-3  [kernel.kallsyms]                   [k] __wake_up_common
     0.00%     0.00%  MutationStage-3  [kernel.kallsyms]                   [k] __wake_up_locked_key_bookmark
     0.00%     0.00%  MutationStage-3  [kernel.kallsyms]                   [k] asm_common_interrupt
     0.00%     0.00%  MutationStage-3  [kernel.kallsyms]                   [k] bio_endio
     0.00%     0.00%  MutationStage-3  [kernel.kallsyms]                   [k] blk_mq_end_request
     0.00%     0.00%  MutationStage-3  [kernel.kallsyms]                   [k] blk_update_request
     0.00%     0.00%  MutationStage-3  [kernel.kallsyms]                   [k] common_interrupt
     0.00%     0.00%  MutationStage-3  [kernel.kallsyms]                   [k] enqueue_task
     0.00%     0.00%  MutationStage-3  [kernel.kallsyms]                   [k] handle_edge_irq
     0.00%     0.00%  MutationStage-3  [kernel.kallsyms]                   [k] handle_irq_event
     0.00%     0.00%  MutationStage-3  [kernel.kallsyms]                   [k] mpage_end_io
     0.00%     0.00%  MutationStage-3  [kernel.kallsyms]                   [k] nvme_complete_rq
     0.00%     0.00%  MutationStage-3  [kernel.kallsyms]                   [k] nvme_irq
     0.00%     0.00%  MutationStage-3  [kernel.kallsyms]                   [k] nvme_pci_complete_rq
     0.00%     0.00%  MutationStage-3  [kernel.kallsyms]                   [k] nvme_process_cq
     0.00%     0.00%  MutationStage-3  [kernel.kallsyms]                   [k] psi_task_change
     0.00%     0.00%  MutationStage-3  [kernel.kallsyms]                   [k] ttwu_do_activate
     0.00%     0.00%  MutationStage-3  [kernel.kallsyms]                   [k] unlock_page
     0.00%     0.00%  MutationStage-3  [kernel.kallsyms]                   [k] wake_page_function
     0.00%     0.00%  MutationStage-3  [kernel.kallsyms]                   [k] wake_up_page_bit
     0.00%     0.00%  MutationStage-3  [kernel.kallsyms]                   [k] wake_up_state
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] apparmor_file_permission
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] jiffies_to_usecs
     0.00%     0.00%  ReadStage-16     [kernel.kallsyms]                   [k] memcpy_erms
     0.00%     0.00%  kworker/45:2-mm  [kernel.kallsyms]                   [k] pick_next_entity
     0.00%     0.00%  kworker/45:2-mm  [kernel.kallsyms]                   [k] __schedule
     0.00%     0.00%  kworker/45:2-mm  [kernel.kallsyms]                   [k] pick_next_task_fair
     0.00%     0.00%  kworker/45:2-mm  [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  ReadStage-125    [kernel.kallsyms]                   [k] get_next_freq
     0.00%     0.00%  ReadStage-5      [kernel.kallsyms]                   [k] __restore_fpregs_from_fpstate
     0.00%     0.00%  ReadStage-5      [kernel.kallsyms]                   [k] exit_to_user_mode_prepare
     0.00%     0.00%  ReadStage-5      [kernel.kallsyms]                   [k] switch_fpu_return
     0.00%     0.00%  ReadStage-5      [kernel.kallsyms]                   [k] syscall_exit_to_user_mode
     0.00%     0.00%  ReadStage-16     [kernel.kallsyms]                   [k] update_cfs_group
     0.00%     0.00%  ReadStage-16     [kernel.kallsyms]                   [k] __schedule
     0.00%     0.00%  ReadStage-16     [kernel.kallsyms]                   [k] dequeue_entity
     0.00%     0.00%  ReadStage-16     [kernel.kallsyms]                   [k] dequeue_task
     0.00%     0.00%  ReadStage-16     [kernel.kallsyms]                   [k] dequeue_task_fair
     0.00%     0.00%  ReadStage-16     [kernel.kallsyms]                   [k] futex_wait
     0.00%     0.00%  ReadStage-16     [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.00%     0.00%  ReadStage-16     [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  ReadStage-88     [kernel.kallsyms]                   [k] next_uptodate_page
     0.00%     0.00%  ReadStage-22     [kernel.kallsyms]                   [k] ondemand_readahead
     0.00%     0.00%  ReadStage-22     [kernel.kallsyms]                   [k] page_cache_async_ra
     0.00%     0.00%  ReadStage-52     [kernel.kallsyms]                   [k] read_tsc
     0.00%     0.00%  ReadStage-52     [kernel.kallsyms]                   [k] __blk_mq_alloc_request
     0.00%     0.00%  ReadStage-52     [kernel.kallsyms]                   [k] blk_mq_rq_ctx_init
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] page_mapping
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] hrtimer_forward
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] prep_compound_page
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __fdget_pos
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] xa_load
     0.00%     0.00%  ReadStage-31     [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] mutex_lock
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] __fdget_pos
     0.00%     0.00%  ReadStage-70     [kernel.kallsyms]                   [k] mark_wake_futex
     0.00%     0.00%  ReadStage-126    [kernel.kallsyms]                   [k] __switch_to
     0.00%     0.00%  ReadStage-126    [kernel.kallsyms]                   [k] __schedule
     0.00%     0.00%  ReadStage-126    [kernel.kallsyms]                   [k] futex_wait
     0.00%     0.00%  ReadStage-126    [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.00%     0.00%  ReadStage-126    [kernel.kallsyms]                   [k] schedule
     0.00%     0.00%  java             [kernel.kallsyms]                   [k] __read_end_io
