# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 32K of event 'cycles'
# Event count (approx.): 9763052235862
#
# Children      Self  Command          Shared Object                       Symbol                                          
# ........  ........  ...............  ..................................  ................................................
#
     0.01%     0.00%  ReadStage-146    [kernel.kallsyms]                   [k] filemap_fault
     0.01%     0.00%  ReadStage-146    [kernel.kallsyms]                   [k] handle_mm_fault
     0.01%     0.00%  ReadStage-146    [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.00%  ReadStage-99     [kernel.kallsyms]                   [k] try_to_wake_up
     0.01%     0.00%  ReadStage-111    [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.00%  ReadStage-90     [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.00%  ReadStage-90     [kernel.kallsyms]                   [k] cgroup_rstat_flush_irqsafe
     0.01%     0.00%  ReadStage-90     [kernel.kallsyms]                   [k] mem_cgroup_flush_stats
     0.01%     0.00%  ReadStage-90     [kernel.kallsyms]                   [k] workingset_refault
     0.01%     0.01%  swapper          [kernel.kallsyms]                   [k] need_update
     0.01%     0.00%  Thread-90        [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  Thread-90        [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] blk_cgroup_bio_start
     0.01%     0.00%  ReadStage-149    [kernel.kallsyms]                   [k] cgroup_rstat_flush_locked
     0.01%     0.00%  ReadStage-119    [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] lru_cache_add
     0.01%     0.00%  ReadStage-127    [kernel.kallsyms]                   [k] ondemand_readahead
     0.01%     0.00%  ReadStage-127    [kernel.kallsyms]                   [k] page_cache_async_ra
     0.01%     0.00%  ReadStage-43     [kernel.kallsyms]                   [k] workingset_refault
     0.01%     0.00%  ReadStage-43     [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.00%  ReadStage-10     [kernel.kallsyms]                   [k] cgroup_rstat_flush_irqsafe
     0.01%     0.00%  ReadStage-10     [kernel.kallsyms]                   [k] mem_cgroup_flush_stats
     0.01%     0.00%  ReadStage-73     [kernel.kallsyms]                   [k] mem_cgroup_flush_stats
     0.01%     0.00%  ReadStage-73     [kernel.kallsyms]                   [k] workingset_refault
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] dequeue_task_fair
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] dequeue_task
     0.01%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] rb_next
     0.01%     0.00%  Thread-109       [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.01%  swapper          [kernel.kallsyms]                   [k] kmem_cache_free
     0.01%     0.00%  swapper          [kernel.kallsyms]                   [k] bio_free
     0.01%     0.00%  swapper          [kernel.kallsyms]                   [k] bio_put
     0.01%     0.00%  ReadStage-98     [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.00%  ReadStage-72     [kernel.kallsyms]                   [k] cgroup_rstat_flush_irqsafe
     0.01%     0.00%  ReadStage-72     [kernel.kallsyms]                   [k] mem_cgroup_flush_stats
     0.01%     0.00%  ReadStage-75     [kernel.kallsyms]                   [k] cgroup_rstat_flush_locked
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] tcp_try_coalesce
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] tcp_queue_rcv
     0.01%     0.00%  ReadStage-77     [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.00%  ReadStage-3      [kernel.kallsyms]                   [k] cgroup_rstat_flush_locked
     0.01%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] rcu_all_qs
     0.01%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __kmalloc
     0.01%     0.00%  ReadStage-112    [kernel.kallsyms]                   [k] do_page_cache_ra
     0.01%     0.00%  kworker/u97:2-e  [kernel.kallsyms]                   [k] __test_set_page_writeback
     0.01%     0.00%  ReadStage-1      [kernel.kallsyms]                   [k] cgroup_rstat_flush_irqsafe
     0.01%     0.00%  ReadStage-1      [kernel.kallsyms]                   [k] mem_cgroup_flush_stats
     0.01%     0.00%  ReadStage-28     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-28     [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  ReadStage-28     [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-28     [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-140    [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.00%  ReadStage-96     [kernel.kallsyms]                   [k] cgroup_rstat_flush_irqsafe
     0.01%     0.00%  ReadStage-96     [kernel.kallsyms]                   [k] mem_cgroup_flush_stats
     0.01%     0.00%  MutationStage-1  [kernel.kallsyms]                   [k] __x64_sys_prctl
     0.01%     0.00%  Thread-146       [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  Thread-146       [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  Thread-146       [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  Thread-146       [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-66     [kernel.kallsyms]                   [k] cgroup_rstat_flush_irqsafe
     0.01%     0.00%  ReadStage-66     [kernel.kallsyms]                   [k] mem_cgroup_flush_stats
     0.01%     0.00%  ReadStage-66     [kernel.kallsyms]                   [k] workingset_refault
     0.01%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] futex_wake
     0.01%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-22     [kernel.kallsyms]                   [k] cgroup_rstat_flush_locked
     0.01%     0.00%  ReadStage-7      [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-7      [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-7      [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] workingset_refault
     0.01%     0.00%  ReadStage-30     [kernel.kallsyms]                   [k] do_page_cache_ra
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] sysvec_call_function
     0.01%     0.00%  ReadStage-125    [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.00%  ReadStage-125    [kernel.kallsyms]                   [k] cgroup_rstat_flush_irqsafe
     0.01%     0.00%  ReadStage-125    [kernel.kallsyms]                   [k] mem_cgroup_flush_stats
     0.01%     0.00%  ReadStage-125    [kernel.kallsyms]                   [k] workingset_refault
     0.01%     0.00%  ReadStage-83     [kernel.kallsyms]                   [k] do_page_cache_ra
     0.01%     0.00%  ReadStage-97     [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  ReadStage-97     [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.01%  ReadStage-26     [kernel.kallsyms]                   [k] mem_cgroup_css_rstat_flush
     0.01%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] cgroup_rstat_flush_locked
     0.01%     0.00%  Thread-28        [kernel.kallsyms]                   [k] dequeue_task
     0.01%     0.00%  Thread-28        [kernel.kallsyms]                   [k] dequeue_task_fair
     0.01%     0.00%  ReadStage-35     [kernel.kallsyms]                   [k] cgroup_rstat_flush_irqsafe
     0.01%     0.00%  ReadStage-35     [kernel.kallsyms]                   [k] mem_cgroup_flush_stats
     0.01%     0.00%  ReadStage-35     [kernel.kallsyms]                   [k] workingset_refault
     0.01%     0.00%  ReadStage-14     [kernel.kallsyms]                   [k] read_pages
     0.01%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] task_numa_fault
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] ksize
     0.01%     0.00%  ReadStage-51     [kernel.kallsyms]                   [k] mem_cgroup_flush_stats
     0.01%     0.00%  MutationStage-3  [kernel.kallsyms]                   [k] schedule
     0.01%     0.00%  MutationStage-3  [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.00%  Thread-8         [kernel.kallsyms]                   [k] dequeue_entity
     0.01%     0.00%  perf             [kernel.kallsyms]                   [k] native_write_msr
     0.01%     0.00%  Thread-21        [kernel.kallsyms]                   [k] schedule
     0.01%     0.00%  Thread-21        [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  Thread-21        [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  Thread-21        [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  Thread-21        [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  Thread-21        [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.00%  Thread-21        [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.01%  epollEventLoopG  [kernel.kallsyms]                   [k] apparmor_file_permission
     0.01%     0.00%  ReadStage-82     [kernel.kallsyms]                   [k] cgroup_rstat_flush_locked
     0.01%     0.00%  ReadStage-135    [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-135    [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-109    [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.00%  kcompactd1       [kernel.kallsyms]                   [k] post_alloc_hook
     0.01%     0.00%  kcompactd1       [kernel.kallsyms]                   [k] split_map_pages
     0.01%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] cgroup_rstat_flush_locked
     0.01%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] cgroup_rstat_flush_irqsafe
     0.01%     0.00%  ReadStage-134    [kernel.kallsyms]                   [k] __do_fault
     0.01%     0.00%  ReadStage-134    [kernel.kallsyms]                   [k] __handle_mm_fault
     0.01%     0.00%  ReadStage-134    [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.01%     0.00%  ReadStage-134    [kernel.kallsyms]                   [k] do_user_addr_fault
     0.01%     0.00%  ReadStage-134    [kernel.kallsyms]                   [k] exc_page_fault
     0.01%     0.00%  ReadStage-134    [kernel.kallsyms]                   [k] filemap_fault
     0.01%     0.00%  ReadStage-134    [kernel.kallsyms]                   [k] handle_mm_fault
     0.01%     0.00%  ReadStage-81     [kernel.kallsyms]                   [k] do_page_cache_ra
     0.01%     0.00%  ReadStage-81     [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] sugov_get_util
     0.01%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] cgroup_rstat_flush_irqsafe
     0.01%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] mem_cgroup_flush_stats
     0.01%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] workingset_refault
     0.01%     0.00%  ReadStage-123    [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.01%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __ksize
     0.01%     0.00%  ReadStage-147    [kernel.kallsyms]                   [k] cgroup_rstat_flush_irqsafe
     0.01%     0.00%  ReadStage-147    [kernel.kallsyms]                   [k] cgroup_rstat_flush_locked
     0.01%     0.00%  ReadStage-147    [kernel.kallsyms]                   [k] mem_cgroup_flush_stats
     0.01%     0.00%  ReadStage-86     [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.00%  Thread-72        [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  Thread-72        [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  Thread-72        [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  Thread-72        [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  Thread-72        [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.00%  Thread-32        [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  Thread-32        [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]                   [k] kthread
     0.01%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]                   [k] ret_from_fork
     0.01%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]                   [k] worker_thread
     0.01%     0.00%  ReadStage-8      [kernel.kallsyms]                   [k] cgroup_rstat_flush_locked
     0.01%     0.00%  ReadStage-87     [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.00%  Thread-138       [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.00%  Thread-138       [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  Thread-138       [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  Thread-138       [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  Thread-138       [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.00%  ReadStage-4      [kernel.kallsyms]                   [k] cgroup_rstat_flush_locked
     0.01%     0.01%  epollEventLoopG  [kernel.kallsyms]                   [k] kernel_init_free_pages.part.0
     0.01%     0.01%  ReadStage-100    [kernel.kallsyms]                   [k] mem_cgroup_css_rstat_flush
     0.01%     0.00%  ReadStage-110    [kernel.kallsyms]                   [k] __do_fault
     0.01%     0.00%  ReadStage-110    [kernel.kallsyms]                   [k] filemap_fault
     0.01%     0.00%  ReadStage-110    [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.01%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] pte_alloc_one
     0.01%     0.00%  ReadStage-49     [kernel.kallsyms]                   [k] cgroup_rstat_flush_locked
     0.01%     0.00%  ReadStage-11     [kernel.kallsyms]                   [k] ondemand_readahead
     0.01%     0.00%  ReadStage-11     [kernel.kallsyms]                   [k] page_cache_async_ra
     0.01%     0.00%  ReadStage-64     [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.01%     0.00%  Thread-41        [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-13     [kernel.kallsyms]                   [k] cgroup_rstat_flush_irqsafe
     0.01%     0.00%  ReadStage-13     [kernel.kallsyms]                   [k] mem_cgroup_flush_stats
     0.01%     0.00%  ReadStage-13     [kernel.kallsyms]                   [k] workingset_refault
     0.01%     0.00%  Thread-127       [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.00%  Thread-127       [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  Thread-127       [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  Thread-127       [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  Thread-127       [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] read_tsc
     0.01%     0.00%  java             [kernel.kallsyms]                   [k] futex_wake
     0.01%     0.00%  MutationStage-1  [kernel.kallsyms]                   [k] __handle_mm_fault
     0.01%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] cgroup_rstat_flush_locked
     0.01%     0.00%  ReadStage-156    [kernel.kallsyms]                   [k] do_page_cache_ra
     0.01%     0.00%  ReadStage-61     [kernel.kallsyms]                   [k] workingset_refault
     0.01%     0.00%  ReadStage-15     [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.01%     0.00%  ReadStage-15     [kernel.kallsyms]                   [k] workingset_refault
     0.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
     0.01%     0.00%  Thread-71        [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  Thread-71        [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  Thread-71        [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.00%  ReadStage-107    [kernel.kallsyms]                   [k] cgroup_rstat_flush_irqsafe
     0.01%     0.00%  ReadStage-107    [kernel.kallsyms]                   [k] mem_cgroup_flush_stats
     0.01%     0.00%  ReadStage-107    [kernel.kallsyms]                   [k] workingset_refault
     0.01%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] futex_wake
     0.01%     0.01%  java             [kernel.kallsyms]                   [k] sync_regs
     0.01%     0.00%  ReadStage-67     [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-67     [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] rw_verify_area
     0.01%     0.00%  ReadStage-92     [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  ReadStage-92     [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] workingset_refault
     0.01%     0.01%  CompactionExecu  [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath
     0.01%     0.00%  ReadStage-128    [kernel.kallsyms]                   [k] do_page_cache_ra
     0.01%     0.00%  Thread-29        [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  Thread-29        [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  Thread-29        [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  Thread-29        [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-3      [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-3      [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  MutationStage-9  [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  MutationStage-9  [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  MutationStage-9  [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  MutationStage-9  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.01%  cluster1-nio-wo  [kernel.kallsyms]                   [k] slab_free_freelist_hook.constprop.0
     0.01%     0.00%  ReadStage-98     [kernel.kallsyms]                   [k] get_page_from_freelist
     0.01%     0.00%  ReadStage-98     [kernel.kallsyms]                   [k] __alloc_pages
     0.01%     0.00%  ReadStage-98     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.01%     0.00%  ReadStage-98     [kernel.kallsyms]                   [k] alloc_pages
     0.01%     0.00%  ReadStage-84     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-84     [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  ReadStage-84     [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-84     [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  MutationStage-8  [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __handle_mm_fault
     0.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] do_user_addr_fault
     0.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] exc_page_fault
     0.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] handle_mm_fault
     0.01%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] __common_interrupt
     0.01%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] __handle_irq_event_percpu
     0.01%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] asm_common_interrupt
     0.01%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] common_interrupt
     0.01%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] handle_edge_irq
     0.01%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] handle_irq_event
     0.01%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] nvme_irq
     0.01%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] nvme_pci_complete_rq
     0.01%     0.00%  CompactionExecu  [kernel.kallsyms]                   [k] nvme_process_cq
     0.01%     0.00%  ReadStage-51     [kernel.kallsyms]                   [k] do_page_cache_ra
     0.01%     0.01%  ReadStage-6      [kernel.kallsyms]                   [k] mem_cgroup_css_rstat_flush
     0.01%     0.00%  ReadStage-102    [kernel.kallsyms]                   [k] ondemand_readahead
     0.01%     0.00%  ReadStage-102    [kernel.kallsyms]                   [k] page_cache_async_ra
     0.01%     0.01%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __mod_timer
     0.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] mod_timer
     0.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] sk_reset_timer
     0.01%     0.00%  ReadStage-97     [kernel.kallsyms]                   [k] cgroup_rstat_flush_irqsafe
     0.01%     0.00%  ReadStage-97     [kernel.kallsyms]                   [k] mem_cgroup_flush_stats
     0.01%     0.00%  ReadStage-97     [kernel.kallsyms]                   [k] workingset_refault
     0.01%     0.00%  ReadStage-83     [kernel.kallsyms]                   [k] workingset_refault
     0.01%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] trigger_load_balance
     0.01%     0.01%  NonPeriodicTask  [kernel.kallsyms]                   [k] native_flush_tlb_local
     0.01%     0.00%  Thread-38        [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  Thread-38        [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  Thread-38        [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  Thread-38        [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  Thread-38        [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] workingset_refault
     0.01%     0.00%  ReadStage-105    [kernel.kallsyms]                   [k] __schedule
     0.01%     0.00%  ReadStage-105    [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-105    [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  ReadStage-105    [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-105    [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-105    [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.00%  ReadStage-105    [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.01%     0.00%  ReadStage-105    [kernel.kallsyms]                   [k] schedule
     0.01%     0.00%  Thread-91        [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  Thread-91        [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  Thread-91        [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  Thread-91        [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  Thread-91        [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.01%  ReadStage-12     [kernel.kallsyms]                   [k] mem_cgroup_css_rstat_flush
     0.01%     0.00%  ReadStage-50     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-50     [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  Thread-92        [kernel.kallsyms]                   [k] dequeue_entity
     0.01%     0.00%  Thread-92        [kernel.kallsyms]                   [k] dequeue_task
     0.01%     0.00%  Thread-92        [kernel.kallsyms]                   [k] dequeue_task_fair
     0.01%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] bvec_alloc
     0.01%     0.00%  ReadStage-24     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-24     [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  ReadStage-24     [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-24     [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] syscall_exit_to_user_mode
     0.01%     0.00%  ReadStage-1      [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-1      [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] syscall_return_via_sysret
     0.01%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] read_pages
     0.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] kfree_skbmem
     0.01%     0.00%  Thread-12        [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  Thread-12        [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  Thread-12        [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  Thread-12        [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  Thread-12        [kernel.kallsyms]                   [k] futex_wait
     0.01%     0.00%  ReadStage-138    [kernel.kallsyms]                   [k] __do_fault
     0.01%     0.00%  ReadStage-138    [kernel.kallsyms]                   [k] filemap_fault
     0.01%     0.00%  ReadStage-104    [kernel.kallsyms]                   [k] workingset_refault
     0.01%     0.00%  Thread-137       [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  Thread-137       [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] kernel_init_free_pages.part.0
     0.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] netif_rx_internal
     0.01%     0.01%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __update_load_avg_blocked_se
     0.01%     0.00%  ReadStage-2      [kernel.kallsyms]                   [k] __add_to_page_cache_locked
     0.01%     0.01%  swapper          [kernel.kallsyms]                   [k] tick_nohz_idle_got_tick
     0.01%     0.00%  kworker/u97:2-e  [kernel.kallsyms]                   [k] mpage_prepare_extent_to_map
     0.01%     0.01%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __inet_lookup_established
     0.01%     0.00%  ReadStage-88     [kernel.kallsyms]                   [k] __x64_sys_futex
     0.01%     0.00%  ReadStage-88     [kernel.kallsyms]                   [k] do_futex
     0.01%     0.00%  ReadStage-88     [kernel.kallsyms]                   [k] do_syscall_64
     0.01%     0.00%  ReadStage-88     [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-109    [kernel.kallsyms]                   [k] do_page_cache_ra
     0.01%     0.00%  ReadStage-17     [kernel.kallsyms]                   [k] cgroup_rstat_flush_irqsafe
     0.01%     0.00%  ReadStage-17     [kernel.kallsyms]                   [k] mem_cgroup_flush_stats
     0.01%     0.00%  Thread-128       [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.01%     0.00%  ReadStage-127    [kernel.kallsyms]                   [k] do_page_cache_ra
     0.01%     0.00%  ReadStage-54     [kernel.kallsyms]                   [k] ondemand_readahead
     0.01%     0.00%  ReadStage-54     [kernel.kallsyms]                   [k] page_cache_async_ra
     0.01%     0.00%  kswapd1          [kernel.kallsyms]                   [k] rcu_all_qs
     0.01%     0.00%  ReadStage-102    [kernel.kallsyms]                   [k] cgroup_rstat_flush_locked
     0.01%     0.00%  Thread-98        [kernel.kallsyms]                   [k] do_syscall_64
