# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 32K of event 'cycles'
# Event count (approx.): 497685574728
#
# Children      Self  Command          Shared Object        Symbol                                                                                                                                                                     
# ........  ........  ...............  ...................  ...........................................................................................................................................................................
#
     0.34%     0.01%  mariadbd         [kernel.kallsyms]    [k] delete_from_swap_cache
     0.34%     0.12%  mariadbd         [kernel.kallsyms]    [k] amd_pmu_wait_on_overflow
     0.34%     0.02%  swapper          [kernel.kallsyms]    [k] hrtimer_next_event_without
     0.33%     0.03%  mariadbd         [kernel.kallsyms]    [k] gup_pud_range.constprop.0
     0.33%     0.24%  swapper          [kernel.kallsyms]    [k] __hrtimer_next_event_base
     0.33%     0.33%  mariadbd         [kernel.kallsyms]    [k] llist_add_batch
     0.33%     0.16%  mariadbd         [kernel.kallsyms]    [k] mark_wake_futex
     0.33%     0.00%  tclsh8.6         [kernel.kallsyms]    [k] obj_cgroup_charge
     0.32%     0.32%  mariadbd         [kernel.kallsyms]    [k] __switch_to_asm
     0.32%     0.32%  mariadbd         [kernel.kallsyms]    [k] update_cfs_rq_h_load
