# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 10607535979821
#
# Children      Self  Command          Shared Object                          Symbol                                                                                                                                                                        
# ........  ........  ...............  .....................................  ..............................................................................................................................................................................
#
     0.00%     0.00%  kworker/20:0     [kernel.kallsyms]                      [k] update_rq_clock_task
     0.00%     0.00%  kworker/4:1      [kernel.kallsyms]                      [k] native_sched_clock
     0.00%     0.00%  kworker/4:1      [kernel.kallsyms]                      [k] sched_clock_cpu
     0.00%     0.00%  kworker/4:1      [kernel.kallsyms]                      [k] select_idle_cpu
     0.00%     0.00%  kworker/4:1      [kernel.kallsyms]                      [k] select_idle_sibling
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000ca6f6a
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x000000000085cb10
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000ca7b5e
     0.00%     0.00%  kworker/8:3      [kernel.kallsyms]                      [k] update_sg_lb_stats
     0.00%     0.00%  kworker/8:3      [kernel.kallsyms]                      [k] find_busiest_group
     0.00%     0.00%  kworker/8:3      [kernel.kallsyms]                      [k] load_balance
     0.00%     0.00%  kworker/8:3      [kernel.kallsyms]                      [k] newidle_balance
     0.00%     0.00%  kworker/8:3      [kernel.kallsyms]                      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000ca7c5c
     0.00%     0.00%  khugepaged       [kernel.kallsyms]                      [k] page_counter_cancel
     0.00%     0.00%  khugepaged       [kernel.kallsyms]                      [k] mem_cgroup_uncharge
     0.00%     0.00%  khugepaged       [kernel.kallsyms]                      [k] page_counter_uncharge
     0.00%     0.00%  khugepaged       [kernel.kallsyms]                      [k] uncharge_batch
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000aa6029
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d80f02
     0.00%     0.00%  kworker/18:2     [kernel.kallsyms]                      [k] __default_send_IPI_dest_field
     0.00%     0.00%  kworker/1:0      [kernel.kallsyms]                      [k] wq_worker_running
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000c8baf4
     0.00%     0.00%  kworker/3:0-dio  [kernel.kallsyms]                      [k] native_smp_send_reschedule
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000ee8397
     0.00%     0.00%  kworker/20:1     [kernel.kallsyms]                      [k] irq_chip_ack_parent
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d9201c
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]                      [k] crc_95
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d77f03
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d77512
     0.00%     0.00%  mariadbd         mariadbd                               [.] _ZN7handler16read_range_firstEPK12st_key_rangeS2_bb
     0.00%     0.00%  kworker/30:1     [kernel.kallsyms]                      [k] __switch_to
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000768ba5
     0.00%     0.00%  kworker/28:0     [kernel.kallsyms]                      [k] wake_affine_weight
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000c8ab2b
     0.00%     0.00%  kworker/29:1-di  [kernel.kallsyms]                      [k] check_preempt_wakeup
     0.00%     0.00%  kworker/16:2-di  [kernel.kallsyms]                      [k] rb_next
     0.00%     0.00%  kworker/9:6      [kernel.kallsyms]                      [k] kfree
     0.00%     0.00%  kworker/14:3     [kernel.kallsyms]                      [k] select_idle_core
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d6fb54
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]                      [k] sched_clock_cpu
     0.00%     0.00%  kworker/u64:1    [kernel.kallsyms]                      [k] mem_cgroup_css_rstat_flush
     0.00%     0.00%  kworker/u64:1    [kernel.kallsyms]                      [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  kworker/u64:1    [kernel.kallsyms]                      [k] cgroup_rstat_flush_locked
     0.00%     0.00%  kworker/u64:1    [kernel.kallsyms]                      [k] mem_cgroup_wb_stats
     0.00%     0.00%  kworker/u64:1    [kernel.kallsyms]                      [k] wb_over_bg_thresh
     0.00%     0.00%  top              [kernel.kallsyms]                      [k] security_file_open
     0.00%     0.00%  top              [kernel.kallsyms]                      [k] selinux_file_open
     0.00%     0.00%  kworker/11:1-di  [kernel.kallsyms]                      [k] update_curr
     0.00%     0.00%  kworker/31:0     [kernel.kallsyms]                      [k] cpumask_next
     0.00%     0.00%  kworker/31:0     [kernel.kallsyms]                      [k] select_idle_core
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000b84644
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d7743d
     0.00%     0.00%  kworker/31:1-di  [kernel.kallsyms]                      [k] __irqentry_text_start
     0.00%     0.00%  kworker/30:0-di  [kernel.kallsyms]                      [k] _raw_spin_lock
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x00000000007b9a40
     0.00%     0.00%  kworker/1:3      [kernel.kallsyms]                      [k] ext4_inode_table
     0.00%     0.00%  kworker/1:3      [kernel.kallsyms]                      [k] __ext4_get_inode_loc
     0.00%     0.00%  kworker/1:3      [kernel.kallsyms]                      [k] __ext4_mark_inode_dirty
     0.00%     0.00%  kworker/1:3      [kernel.kallsyms]                      [k] ext4_get_inode_loc
     0.00%     0.00%  kworker/1:3      [kernel.kallsyms]                      [k] ext4_reserve_inode_write
     0.00%     0.00%  kworker/27:1-di  [kernel.kallsyms]                      [k] __update_load_avg_cfs_rq
     0.00%     0.00%  kworker/14:3     [kernel.kallsyms]                      [k] __switch_to
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000ca71e4
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d9c048
     0.00%     0.00%  kworker/6:3      [kernel.kallsyms]                      [k] default_send_IPI_single_phys
     0.00%     0.00%  chronyd          [kernel.kallsyms]                      [k] fib_table_lookup
     0.00%     0.00%  chronyd          [kernel.kallsyms]                      [k] __ip4_datagram_connect
     0.00%     0.00%  chronyd          [kernel.kallsyms]                      [k] __sys_connect
     0.00%     0.00%  chronyd          [kernel.kallsyms]                      [k] __x64_sys_connect
     0.00%     0.00%  chronyd          [kernel.kallsyms]                      [k] ip4_datagram_connect
     0.00%     0.00%  chronyd          [kernel.kallsyms]                      [k] ip_route_output_key_hash
     0.00%     0.00%  chronyd          [kernel.kallsyms]                      [k] ip_route_output_key_hash_rcu
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]                      [k] __rdgsbase_inactive
     0.00%     0.00%  kworker/4:0      [kernel.kallsyms]                      [k] ext4_inode_csum
     0.00%     0.00%  kworker/4:0      [kernel.kallsyms]                      [k] __ext4_mark_inode_dirty
     0.00%     0.00%  kworker/4:0      [kernel.kallsyms]                      [k] ext4_do_update_inode.isra.0
     0.00%     0.00%  kworker/4:0      [kernel.kallsyms]                      [k] ext4_inode_csum_set
     0.00%     0.00%  kworker/4:0      [kernel.kallsyms]                      [k] ext4_mark_iloc_dirty
     0.00%     0.00%  kworker/1:1-dio  [kernel.kallsyms]                      [k] ext4_do_update_inode.isra.0
     0.00%     0.00%  kworker/1:1-dio  [kernel.kallsyms]                      [k] __ext4_mark_inode_dirty
     0.00%     0.00%  kworker/1:1-dio  [kernel.kallsyms]                      [k] ext4_mark_iloc_dirty
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d9281a
     0.00%     0.00%  kworker/16:0     [kernel.kallsyms]                      [k] llist_add_batch
     0.00%     0.00%  kworker/16:0     [kernel.kallsyms]                      [k] __smp_call_single_queue
     0.00%     0.00%  kworker/4:3      [kernel.kallsyms]                      [k] ext4_es_can_be_merged.isra.0
     0.00%     0.00%  kworker/4:3      [kernel.kallsyms]                      [k] __es_insert_extent
     0.00%     0.00%  kworker/4:3      [kernel.kallsyms]                      [k] ext4_es_insert_extent
     0.00%     0.00%  kworker/23:4     [kernel.kallsyms]                      [k] kfree
     0.00%     0.00%  kworker/1:3      [kernel.kallsyms]                      [k] update_irq_load_avg
     0.00%     0.00%  kworker/1:3      [kernel.kallsyms]                      [k] __softirqentry_text_start
     0.00%     0.00%  kworker/1:3      [kernel.kallsyms]                      [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/1:3      [kernel.kallsyms]                      [k] run_rebalance_domains
     0.00%     0.00%  kworker/1:3      [kernel.kallsyms]                      [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/1:3      [kernel.kallsyms]                      [k] update_blocked_averages
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d9bcec
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d778d7
     0.00%     0.00%  kworker/1:3      [kernel.kallsyms]                      [k] update_min_vruntime
     0.00%     0.00%  kworker/18:4     [kernel.kallsyms]                      [k] set_task_cpu
     0.00%     0.00%  kworker/3:2      [kernel.kallsyms]                      [k] native_sched_clock
     0.00%     0.00%  kworker/3:2      [kernel.kallsyms]                      [k] sched_clock_cpu
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d72882
     0.00%     0.00%  kworker/7:4      [kernel.kallsyms]                      [k] blk_mq_run_hw_queue
     0.00%     0.00%  kworker/7:4      [kernel.kallsyms]                      [k] __scsi_execute
     0.00%     0.00%  kworker/7:4      [kernel.kallsyms]                      [k] blk_execute_rq
     0.00%     0.00%  kworker/7:4      [kernel.kallsyms]                      [k] disk_check_events
     0.00%     0.00%  kworker/7:4      [kernel.kallsyms]                      [k] scsi_test_unit_ready
     0.00%     0.00%  kworker/7:4      [kernel.kallsyms]                      [k] sd_check_events
     0.00%     0.00%  kworker/13:4-di  [kernel.kallsyms]                      [k] cpuacct_charge
     0.00%     0.00%  kworker/13:4-di  [kernel.kallsyms]                      [k] update_curr
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x00000000007273a1
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d39fdd
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000c44627
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000ca7c4c
     0.00%     0.00%  kworker/26:3     [kernel.kallsyms]                      [k] ttwu_queue_wakelist
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000da1949
     0.00%     0.00%  tclsh8.6         libtcl8.6.so                           [.] TclClearRootEnsemble
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000cf9970
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000b93658
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000ccd205
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d19767
     0.00%     0.00%  kworker/20:1     [kernel.kallsyms]                      [k] update_cfs_group
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000c82ac0
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000c89ae1
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000cad3c7
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000c47acc
     0.00%     0.00%  kworker/20:2     [kernel.kallsyms]                      [k] fput
     0.00%     0.00%  kworker/24:3     [kernel.kallsyms]                      [k] wake_affine_weight
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d13147
     0.00%     0.00%  dnf              [kernel.kallsyms]                      [k] syscall_return_via_sysret
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d6f8b1
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d13d9d
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d33df9
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000c9f7d0
     0.00%     0.00%  kworker/21:3     [kernel.kallsyms]                      [k] __default_send_IPI_dest_field
     0.00%     0.00%  kworker/21:3     [kernel.kallsyms]                      [k] check_preempt_curr
     0.00%     0.00%  kworker/21:3     [kernel.kallsyms]                      [k] check_preempt_wakeup
     0.00%     0.00%  kworker/21:3     [kernel.kallsyms]                      [k] default_send_IPI_single_phys
     0.00%     0.00%  kworker/21:3     [kernel.kallsyms]                      [k] ttwu_do_wakeup
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000c9d02e
     0.00%     0.00%  kworker/24:4-di  [kernel.kallsyms]                      [k] __read_extent_tree_block
     0.00%     0.00%  kworker/24:4-di  [kernel.kallsyms]                      [k] ext4_find_extent
     0.00%     0.00%  kswapd0          [kernel.kallsyms]                      [k] vma_interval_tree_iter_next
     0.00%     0.00%  kworker/7:10     [kernel.kallsyms]                      [k] strnlen
     0.00%     0.00%  tclsh8.6         libc-2.28.so                           [.] __fdelt_warn
     0.00%     0.00%  kworker/20:1H-k  [kernel.kallsyms]                      [k] cpuacct_charge
     0.00%     0.00%  mariadbd         mariadbd                               [.] _ZN13Item_func_mul7real_opEv
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000c804ad
     0.00%     0.00%  kworker/22:2     [kernel.kallsyms]                      [k] migrate_task_rq_fair
     0.00%     0.00%  kworker/22:2     [kernel.kallsyms]                      [k] remove_entity_load_avg
     0.00%     0.00%  kworker/22:2     [kernel.kallsyms]                      [k] set_task_cpu
     0.00%     0.00%  tclsh8.6         libtcl8.6.so                           [.] Tcl_NewIntObj
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d13171
     0.00%     0.00%  kworker/13:2     [kernel.kallsyms]                      [k] ext4_inode_table
     0.00%     0.00%  kworker/27:0     [kernel.kallsyms]                      [k] update_min_vruntime
     0.00%     0.00%  kworker/20:4     [kernel.kallsyms]                      [k] kthread_data
     0.00%     0.00%  kworker/26:0-di  [kernel.kallsyms]                      [k] fold_diff
     0.00%     0.00%  mariadbd         mariadbd                               [.] _ZNK7sp_head20check_execute_accessEP3THD
     0.00%     0.00%  kworker/3:8      [kernel.kallsyms]                      [k] migrate_task_rq_fair
     0.00%     0.00%  kworker/3:8      [kernel.kallsyms]                      [k] set_task_cpu
     0.00%     0.00%  kworker/16:5     [kernel.kallsyms]                      [k] resched_curr
     0.00%     0.00%  kworker/16:5     [kernel.kallsyms]                      [k] check_preempt_curr
     0.00%     0.00%  kworker/16:5     [kernel.kallsyms]                      [k] ttwu_do_wakeup
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d9c4dc
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x000000000090a700
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000ca4066
     0.00%     0.00%  mariadbd         mariadbd                               [.] _ZN16Lex_ident_sys_st15copy_or_convertEP3THDPK16Lex_ident_cli_stPK15charset_info_st
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x00000000007922a7
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d075c8
     0.00%     0.00%  kworker/1:0-dio  [kernel.kallsyms]                      [k] __rdgsbase_inactive
     0.00%     0.00%  dnf              [kernel.kallsyms]                      [k] x86_pmu_disable_all
     0.00%     0.00%  kworker/13:4-di  [kernel.kallsyms]                      [k] prepare_task_switch
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d13e72
     0.00%     0.00%  kworker/16:2-di  [kernel.kallsyms]                      [k] put_cpu_partial
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d81a68
     0.00%     0.00%  kworker/14:3     [kernel.kallsyms]                      [k] smp_call_function_many_cond
     0.00%     0.00%  kworker/14:3     [kernel.kallsyms]                      [k] arch_jump_label_transform_apply
     0.00%     0.00%  kworker/14:3     [kernel.kallsyms]                      [k] on_each_cpu_cond_mask
     0.00%     0.00%  kworker/14:3     [kernel.kallsyms]                      [k] static_key_disable
     0.00%     0.00%  kworker/14:3     [kernel.kallsyms]                      [k] static_key_disable_cpuslocked
     0.00%     0.00%  kworker/14:3     [kernel.kallsyms]                      [k] text_poke_bp_batch
     0.00%     0.00%  kworker/14:3     [kernel.kallsyms]                      [k] text_poke_finish
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000ca72e3
     0.00%     0.00%  kworker/21:2     [kernel.kallsyms]                      [k] _raw_spin_lock_irq
     0.00%     0.00%  kworker/13:0-di  [kernel.kallsyms]                      [k] ext4_meta_trans_blocks
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d1130b
     0.00%     0.00%  kworker/8:0      [kernel.kallsyms]                      [k] ext4_meta_trans_blocks
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000ce7798
     0.00%     0.00%  kworker/25:1-di  [kernel.kallsyms]                      [k] update_sg_lb_stats
     0.00%     0.00%  kworker/25:1-di  [kernel.kallsyms]                      [k] find_busiest_group
     0.00%     0.00%  kworker/25:1-di  [kernel.kallsyms]                      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  mariadbd         mariadbd                               [.] _ZN17Field_new_decimal5storeExb
     0.00%     0.00%  kworker/17:0     [kernel.kallsyms]                      [k] fold_diff
     0.00%     0.00%  kworker/17:0     [kernel.kallsyms]                      [k] refresh_cpu_vm_stats
     0.00%     0.00%  kworker/17:0     [kernel.kallsyms]                      [k] vmstat_update
     0.00%     0.00%  kworker/2:2      [kernel.kallsyms]                      [k] update_rq_clock_task
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000ca5565
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000ca0054
     0.00%     0.00%  kworker/23:0     [kernel.kallsyms]                      [k] prepare_task_switch
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000ce7964
     0.00%     0.00%  kworker/19:1     [kernel.kallsyms]                      [k] strnlen
     0.00%     0.00%  kworker/12:5     [kernel.kallsyms]                      [k] add_transaction_credits
     0.00%     0.00%  kworker/12:5     [kernel.kallsyms]                      [k] __ext4_journal_start_sb
     0.00%     0.00%  kworker/12:5     [kernel.kallsyms]                      [k] jbd2__journal_start
     0.00%     0.00%  kworker/12:5     [kernel.kallsyms]                      [k] start_this_handle
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000ca0e97
     0.00%     0.00%  kworker/0:0      [kernel.kallsyms]                      [k] send_call_function_single_ipi
     0.00%     0.00%  kworker/5:7      [kernel.kallsyms]                      [k] prepare_task_switch
     0.00%     0.00%  kworker/10:1     [kernel.kallsyms]                      [k] finish_task_switch.isra.0
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000ca72f8
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000c89c84
     0.00%     0.00%  ksoftirqd/1      [kernel.kallsyms]                      [k] native_queued_spin_lock_slowpath.part.0
     0.00%     0.00%  ksoftirqd/1      [kernel.kallsyms]                      [k] _raw_spin_lock
     0.00%     0.00%  ksoftirqd/1      [kernel.kallsyms]                      [k] raw_spin_rq_lock_nested
     0.00%     0.00%  kworker/7:1-dio  [kernel.kallsyms]                      [k] rcu_qs
     0.00%     0.00%  kworker/7:1-dio  [kernel.kallsyms]                      [k] rcu_note_context_switch
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d74217
     0.00%     0.00%  mariadbd         mariadbd                               [.] _ZNK14Item_func_rand15check_argumentsEv
     0.00%     0.00%  kworker/30:3     [kernel.kallsyms]                      [k] native_queued_spin_lock_slowpath.part.0
     0.00%     0.00%  kworker/30:3     [kernel.kallsyms]                      [k] load_balance
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000c806f3
     0.00%     0.00%  kworker/20:4     [kernel.kallsyms]                      [k] rcu_qs
     0.00%     0.00%  kworker/20:4     [kernel.kallsyms]                      [k] rcu_note_context_switch
     0.00%     0.00%  kworker/9:2-dio  [kernel.kallsyms]                      [k] resched_curr
     0.00%     0.00%  kworker/17:3     [kernel.kallsyms]                      [k] cpus_share_cache
     0.00%     0.00%  kworker/17:3     [kernel.kallsyms]                      [k] select_idle_sibling
     0.00%     0.00%  kworker/17:3     [kernel.kallsyms]                      [k] select_task_rq_fair
     0.00%     0.00%  kworker/7:4      [kernel.kallsyms]                      [k] kthread_data
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000c45d82
     0.00%     0.00%  kworker/5:0      [kernel.kallsyms]                      [k] fput
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000dade09
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x000000000085b273
     0.00%     0.00%  mariadbd         mariadbd                               [.] _ZN9Field_num13save_in_fieldEP5Field
     0.00%     0.00%  kworker/9:0      [kernel.kallsyms]                      [k] ext4_find_extent
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d13222
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x00000000007968da
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d708df
     0.00%     0.00%  kworker/24:6     [kernel.kallsyms]                      [k] native_sched_clock
     0.00%     0.00%  kworker/24:6     [kernel.kallsyms]                      [k] asm_common_interrupt
     0.00%     0.00%  kworker/24:6     [kernel.kallsyms]                      [k] common_interrupt
     0.00%     0.00%  kworker/24:6     [kernel.kallsyms]                      [k] irqtime_account_irq
     0.00%     0.00%  kworker/24:6     [kernel.kallsyms]                      [k] sched_clock_cpu
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x00000000007047ff
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d33c32
     0.00%     0.00%  tclsh8.6         libmariadb.so.3                        [.] 0x00000000000237af
     0.00%     0.00%  kworker/2:1H-kb  [kernel.kallsyms]                      [k] nvme_queue_rq
     0.00%     0.00%  kworker/19:3-di  [kernel.kallsyms]                      [k] migrate_task_rq_fair
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d7fdcd
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d68116
     0.00%     0.00%  kworker/8:1H-kb  [kernel.kallsyms]                      [k] perf_adjust_freq_unthr_context
     0.00%     0.00%  kworker/8:1H-kb  [kernel.kallsyms]                      [k] __hrtimer_run_queues
     0.00%     0.00%  kworker/8:1H-kb  [kernel.kallsyms]                      [k] __run_hrtimer
     0.00%     0.00%  kworker/8:1H-kb  [kernel.kallsyms]                      [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/8:1H-kb  [kernel.kallsyms]                      [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/8:1H-kb  [kernel.kallsyms]                      [k] hrtimer_interrupt
     0.00%     0.00%  kworker/8:1H-kb  [kernel.kallsyms]                      [k] perf_event_task_tick
     0.00%     0.00%  kworker/8:1H-kb  [kernel.kallsyms]                      [k] scheduler_tick
     0.00%     0.00%  kworker/8:1H-kb  [kernel.kallsyms]                      [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/8:1H-kb  [kernel.kallsyms]                      [k] tick_sched_handle
     0.00%     0.00%  kworker/8:1H-kb  [kernel.kallsyms]                      [k] tick_sched_timer
     0.00%     0.00%  kworker/8:1H-kb  [kernel.kallsyms]                      [k] update_process_times
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000cb2a56
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d887bb
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000c844cf
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000c8352f
     0.00%     0.00%  kworker/7:4      [kernel.kallsyms]                      [k] crc_96
     0.00%     0.00%  kworker/7:4      [kernel.kallsyms]                      [k] __ext4_ext_dirty
     0.00%     0.00%  kworker/7:4      [kernel.kallsyms]                      [k] crc32c_pcl_intel_update
     0.00%     0.00%  kworker/7:4      [kernel.kallsyms]                      [k] ext4_ext_handle_unwritten_extents
     0.00%     0.00%  kworker/7:4      [kernel.kallsyms]                      [k] ext4_extent_block_csum_set
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000cb15c7
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d07606
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000cf8e4f
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d10db1
     0.00%     0.00%  dnf              libcurl.so.4.5.0                       [.] 0x00000000000125d5
     0.00%     0.00%  kworker/2:1      [kernel.kallsyms]                      [k] __slab_free
     0.00%     0.00%  mariadbd         [vdso]                                 [.] 0x0000000000000783
     0.00%     0.00%  tclsh8.6         libmariadb.so.3                        [.] 0x0000000000023ee2
     0.00%     0.00%  kworker/7:10     [kernel.kallsyms]                      [k] prepare_task_switch
     0.00%     0.00%  kworker/2:1H-kb  [kernel.kallsyms]                      [k] blk_mq_request_bypass_insert
     0.00%     0.00%  kworker/2:1H-kb  [kernel.kallsyms]                      [k] blk_mq_sched_insert_request
     0.00%     0.00%  kworker/24:4-di  [kernel.kallsyms]                      [k] update_cfs_rq_h_load
     0.00%     0.00%  tclsh8.6         libmariadb.so.3                        [.] 0x00000000000238a6
     0.00%     0.00%  kworker/30:3     [kernel.kallsyms]                      [k] is_cpu_allowed
     0.00%     0.00%  tclsh8.6         libmariadb.so.3                        [.] 0x000000000002379b
     0.00%     0.00%  kworker/26:2     [kernel.kallsyms]                      [k] wake_up_bit
     0.00%     0.00%  mariadbd         [kernel.kallsyms]                      [k] ip_local_deliver_finish
     0.00%     0.00%  mariadbd         [kernel.kallsyms]                      [k] ip_protocol_deliver_rcu
     0.00%     0.00%  mariadbd         [kernel.kallsyms]                      [k] tcp_ack
     0.00%     0.00%  mariadbd         [kernel.kallsyms]                      [k] tcp_clean_rtx_queue
     0.00%     0.00%  mariadbd         [kernel.kallsyms]                      [k] tcp_rcv_established
     0.00%     0.00%  mariadbd         [kernel.kallsyms]                      [k] tcp_v4_do_rcv
     0.00%     0.00%  mariadbd         [kernel.kallsyms]                      [k] tcp_v4_rcv
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d70799
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d77489
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d3a092
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]                      [k] __check_block_validity.constprop.0
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000ca7485
     0.00%     0.00%  mariadbd         mariadbd                               [.] _ZN14Arg_comparator19set_cmp_func_stringEP3THD
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d8e3a3
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000dd3fc0
     0.00%     0.00%  mariadbd         [kernel.kallsyms]                      [k] napi_schedule_prep
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000ca042f
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d70a92
     0.00%     0.00%  kworker/2:7-dio  [kernel.kallsyms]                      [k] __bitmap_andnot
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000db0da8
     0.00%     0.00%  dnf              [kernel.kallsyms]                      [k] timekeeping_advance
     0.00%     0.00%  mariadbd         mariadbd                               [.] 0x0000000000d066cf
     0.00%     0.00%  kworker/10:0-di  [kernel.kallsyms]                      [k] __update_load_avg_se
     0.00%     0.00%  kworker/10:0-di  [kernel.kallsyms]                      [k] __sysvec_call_function_single
     0.00%     0.00%  kworker/10:0-di  [kernel.kallsyms]                      [k] asm_sysvec_call_function_single
     0.00%     0.00%  kworker/10:0-di  [kernel.kallsyms]                      [k] sched_ttwu_pending
     0.00%     0.00%  kworker/10:0-di  [kernel.kallsyms]                      [k] sysvec_call_function_single
