# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 7669860942578
#
# Children      Self  Command          Shared Object         Symbol                                                        
# ........  ........  ...............  ....................  ..............................................................
#
     0.00%     0.00%  kworker/u98:2-e  [kernel.kallsyms]     [k] __wb_calc_thresh
     0.00%     0.00%  kworker/u98:2-e  [kernel.kallsyms]     [k] fprop_fraction_percpu
     0.00%     0.00%  kworker/u98:2-e  [kernel.kallsyms]     [k] fprop_reflect_period_percpu.isra.0
     0.00%     0.00%  kworker/u98:2-e  [kernel.kallsyms]     [k] wb_calc_thresh
     0.00%     0.00%  VM Thread        [kernel.kallsyms]     [k] security_vm_enough_memory_mm
     0.00%     0.00%  SpillThread      [kernel.kallsyms]     [k] account_user_time
     0.00%     0.00%  SpillThread      [kernel.kallsyms]     [k] account_process_tick
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1587        [.] 0x00007fe9757468a2
     0.00%     0.00%  kworker/12:1-ev  [kernel.kallsyms]     [k] __switch_to
     0.00%     0.00%  kworker/30:2-ev  [kernel.kallsyms]     [k] __mod_zone_page_state
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]     [k] i40e_fdir_check_and_reenable.part.0
     0.00%     0.00%  kworker/37:1-mm  [kernel.kallsyms]     [k] psi_group_change
     0.00%     0.00%  kworker/37:1-mm  [kernel.kallsyms]     [k] psi_task_switch
     0.00%     0.00%  kworker/37:1-mm  [kernel.kallsyms]     [k] update_rq_clock
     0.00%     0.00%  kworker/40:1-mm  [kernel.kallsyms]     [k] calc_wheel_index
     0.00%     0.00%  communication t  [kernel.kallsyms]     [k] __set_task_blocked
     0.00%     0.00%  VM Periodic Tas  libjvm.so             [.] 0x0000000000a50490
     0.00%     0.00%  kworker/29:1H    [kernel.kallsyms]     [k] blk_mq_queue_tag_busy_iter
     0.00%     0.00%  kworker/29:1H    [kernel.kallsyms]     [k] blk_mq_timeout_work
     0.00%     0.00%  kworker/29:1H    [kernel.kallsyms]     [k] kthread
     0.00%     0.00%  kworker/29:1H    [kernel.kallsyms]     [k] process_one_work
     0.00%     0.00%  kworker/29:1H    [kernel.kallsyms]     [k] ret_from_fork
     0.00%     0.00%  kworker/29:1H    [kernel.kallsyms]     [k] worker_thread
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] ioapic_ir_ack_level
     0.00%     0.00%  python3          [kernel.kallsyms]     [k] _raw_spin_lock_irq
     0.00%     0.00%  python3          [kernel.kallsyms]     [k] delete_from_swap_cache
     0.00%     0.00%  python3          [kernel.kallsyms]     [k] free_swap_cache
     0.00%     0.00%  python3          [kernel.kallsyms]     [k] try_to_free_swap
     0.00%     0.00%  kworker/11:2-ev  [kernel.kallsyms]     [k] __cond_resched
     0.00%     0.00%  migration/20     [kernel.kallsyms]     [k] __switch_to_asm
     0.00%     0.00%  migration/12     [kernel.kallsyms]     [k] put_prev_task_stop
     0.00%     0.00%  migration/37     [kernel.kallsyms]     [k] pick_next_task_rt
     0.00%     0.00%  communication t  [kernel.kallsyms]     [k] __change_pid
     0.00%     0.00%  kworker/7:1-eve  [kernel.kallsyms]     [k] round_jiffies_relative
     0.00%     0.00%  java             [kernel.kallsyms]     [k] rq_depth_scale_down
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2148        [.] 0x00007fb23d6a9930
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]     [k] ext4_inode_journal_mode
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1667        [.] 0x00007f887d53d11a
     0.00%     0.00%  migration/13     [kernel.kallsyms]     [k] complete
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1462        [.] 0x00007eff09590216
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]     [k] __init_waitqueue_head
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]     [k] acpi_ev_detect_gpe
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]     [k] acpi_ev_gpe_detect
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]     [k] acpi_ev_gpe_dispatch
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]     [k] acpi_os_execute
     0.00%     0.00%  SpillThread      [kernel.kallsyms]     [k] __queue_delayed_work
     0.00%     0.00%  SpillThread      [kernel.kallsyms]     [k] add_timer
     0.00%     0.00%  SpillThread      [kernel.kallsyms]     [k] kvfree_call_rcu
     0.00%     0.00%  SpillThread      [kernel.kallsyms]     [k] queue_delayed_work_on
     0.00%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]     [k] __update_load_avg_se
     0.00%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]     [k] __wake_up
     0.00%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]     [k] __wake_up_common
     0.00%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]     [k] __wake_up_common_lock
     0.00%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]     [k] autoremove_wake_function
     0.00%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]     [k] default_wake_function
     0.00%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]     [k] enqueue_task
     0.00%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]     [k] enqueue_task_fair
     0.00%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]     [k] try_to_wake_up
     0.00%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]     [k] ttwu_do_activate
     0.00%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]     [k] update_load_avg
     0.00%     0.00%  migration/47     [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.00%     0.00%  migration/47     [kernel.kallsyms]     [k] cpu_stop_should_run
     0.00%     0.00%  kdevtmpfs        [kernel.kallsyms]     [k] handle_remove
     0.00%     0.00%  Reference Handl  [kernel.kallsyms]     [k] futex_wait_setup
     0.00%     0.00%  perf             [kernel.kallsyms]     [k] select_estimate_accuracy
     0.00%     0.00%  VM Thread        [kernel.kallsyms]     [k] rwsem_mark_wake
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2228        [.] 0x00007fc87958fddb
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]     [k] profile_tick
     0.00%     0.00%  VM Periodic Tas  libc.so.6             [.] pthread_cond_timedwait
     0.00%     0.00%  kworker/3:2-mm_  [kernel.kallsyms]     [k] calc_wheel_index
     0.00%     0.00%  migration/36     [kernel.kallsyms]     [k] psi_task_switch
     0.00%     0.00%  VM Thread        [kernel.kallsyms]     [k] task_nr_scan_windows.isra.0
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1488        [.] 0x00007f11815ef23b
     0.00%     0.00%  python3          [kernel.kallsyms]     [k] PageHuge
     0.00%     0.00%  VM Thread        [kernel.kallsyms]     [k] cursor_timer_handler
     0.00%     0.00%  VM Thread        [kernel.kallsyms]     [k] mod_timer
     0.00%     0.00%  kworker/6:1-mm_  [kernel.kallsyms]     [k] psi_group_change
     0.00%     0.00%  ksoftirqd/44     [kernel.kallsyms]     [k] __update_load_avg_cfs_rq
     0.00%     0.00%  kworker/u98:0-e  [kernel.kallsyms]     [k] scsi_block_when_processing_errors
     0.00%     0.00%  ksoftirqd/44     [kernel.kallsyms]     [k] __schedule
     0.00%     0.00%  ksoftirqd/44     [kernel.kallsyms]     [k] dequeue_entity
     0.00%     0.00%  ksoftirqd/44     [kernel.kallsyms]     [k] dequeue_task
     0.00%     0.00%  ksoftirqd/44     [kernel.kallsyms]     [k] dequeue_task_fair
     0.00%     0.00%  ksoftirqd/44     [kernel.kallsyms]     [k] kthread
     0.00%     0.00%  ksoftirqd/44     [kernel.kallsyms]     [k] ret_from_fork
     0.00%     0.00%  ksoftirqd/44     [kernel.kallsyms]     [k] schedule
     0.00%     0.00%  ksoftirqd/44     [kernel.kallsyms]     [k] smpboot_thread_fn
     0.00%     0.00%  ksoftirqd/44     [kernel.kallsyms]     [k] update_load_avg
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1587        [.] 0x00007fe97574659a
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] __init_waitqueue_head
     0.00%     0.00%  systemd          [kernel.kallsyms]     [k] unix_copy_addr
     0.00%     0.00%  systemd          [kernel.kallsyms]     [k] ____sys_recvmsg
     0.00%     0.00%  systemd          [kernel.kallsyms]     [k] ___sys_recvmsg
     0.00%     0.00%  systemd          [kernel.kallsyms]     [k] __sys_recvmsg
     0.00%     0.00%  systemd          [kernel.kallsyms]     [k] __x64_sys_recvmsg
     0.00%     0.00%  systemd          [kernel.kallsyms]     [k] sock_recvmsg
     0.00%     0.00%  systemd          [kernel.kallsyms]     [k] unix_dgram_recvmsg
     0.00%     0.00%  Finalizer        [kernel.kallsyms]     [k] _swap_info_get
     0.00%     0.00%  Finalizer        [kernel.kallsyms]     [k] page_swapcount
     0.00%     0.00%  java             [JIT] tid 2148        [.] 0x00007fb23d7a25c0
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2148        [.] 0x00007fb23d6a98c9
     0.00%     0.00%  kworker/44:1-ev  [kernel.kallsyms]     [k] pick_next_task_fair
     0.00%     0.00%  migration/15     [kernel.kallsyms]     [k] update_load_avg
     0.00%     0.00%  migration/15     [kernel.kallsyms]     [k] detach_entity_cfs_rq
     0.00%     0.00%  migration/15     [kernel.kallsyms]     [k] migrate_task_rq_fair
     0.00%     0.00%  migration/15     [kernel.kallsyms]     [k] migration_cpu_stop
     0.00%     0.00%  migration/15     [kernel.kallsyms]     [k] move_queued_task
     0.00%     0.00%  migration/15     [kernel.kallsyms]     [k] propagate_entity_cfs_rq
     0.00%     0.00%  migration/15     [kernel.kallsyms]     [k] set_task_cpu
     0.00%     0.00%  java             libjvm.so             [.] 0x00000000009eccfd
     0.00%     0.00%  migration/31     [kernel.kallsyms]     [k] rcu_momentary_dyntick_idle
     0.00%     0.00%  kworker/20:1-ev  [kernel.kallsyms]     [k] switch_mm_irqs_off
     0.00%     0.00%  kworker/41:1-mm  [kernel.kallsyms]     [k] _find_first_bit
     0.00%     0.00%  kworker/29:2-mm  [kernel.kallsyms]     [k] drm_gem_vram_object_vmap
     0.00%     0.00%  kworker/29:2-mm  [kernel.kallsyms]     [k] drm_client_buffer_vmap
     0.00%     0.00%  kworker/29:2-mm  [kernel.kallsyms]     [k] drm_fb_helper_damage_work
     0.00%     0.00%  ksoftirqd/36     [kernel.kallsyms]     [k] slab_free_freelist_hook.constprop.0
     0.00%     0.00%  ksoftirqd/36     [kernel.kallsyms]     [k] __softirqentry_text_start
     0.00%     0.00%  ksoftirqd/36     [kernel.kallsyms]     [k] kmem_cache_free
     0.00%     0.00%  ksoftirqd/36     [kernel.kallsyms]     [k] kthread
     0.00%     0.00%  ksoftirqd/36     [kernel.kallsyms]     [k] radix_tree_node_rcu_free
     0.00%     0.00%  ksoftirqd/36     [kernel.kallsyms]     [k] rcu_core
     0.00%     0.00%  ksoftirqd/36     [kernel.kallsyms]     [k] rcu_core_si
     0.00%     0.00%  ksoftirqd/36     [kernel.kallsyms]     [k] ret_from_fork
     0.00%     0.00%  ksoftirqd/36     [kernel.kallsyms]     [k] run_ksoftirqd
     0.00%     0.00%  ksoftirqd/36     [kernel.kallsyms]     [k] smpboot_thread_fn
     0.00%     0.00%  kworker/10:2-cg  [kernel.kallsyms]     [k] nmi_handle
     0.00%     0.00%  migration/36     [kernel.kallsyms]     [k] cpufreq_this_cpu_can_update
     0.00%     0.00%  migration/36     [kernel.kallsyms]     [k] sugov_update_single_freq
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]     [k] free_unref_page_list
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]     [k] __percpu_counter_sum
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]     [k] __wb_calc_thresh
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]     [k] fprop_fraction_percpu
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]     [k] fprop_reflect_period_percpu.isra.0
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]     [k] wb_calc_thresh
     0.00%     0.00%  migration/9      [kernel.kallsyms]     [k] stop_machine_yield
     0.00%     0.00%  VM Thread        [kernel.kallsyms]     [k] osq_lock
     0.00%     0.00%  java             libjvm.so             [.] 0x0000000000658ec5
     0.00%     0.00%  kworker/6:1-mm_  [kernel.kallsyms]     [k] drm_client_buffer_vmap
     0.00%     0.00%  kworker/6:1-mm_  [kernel.kallsyms]     [k] drm_fb_helper_damage_work
     0.00%     0.00%  migration/22     [kernel.kallsyms]     [k] rb_erase
     0.00%     0.00%  migration/25     [kernel.kallsyms]     [k] rb_next
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1667        [.] 0x00007f887d758725
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]     [k] enqueue_top_rt_rq
     0.00%     0.00%  VM Thread        [kernel.kallsyms]     [k] __init_swait_queue_head
     0.00%     0.00%  migration/4      [kernel.kallsyms]     [k] attach_entity_load_avg
     0.00%     0.00%  migration/4      [kernel.kallsyms]     [k] enqueue_entity
     0.00%     0.00%  migration/4      [kernel.kallsyms]     [k] enqueue_task_fair
     0.00%     0.00%  kworker/7:1-eve  [kernel.kallsyms]     [k] enqueue_timer
     0.00%     0.00%  kworker/7:1-eve  [kernel.kallsyms]     [k] __queue_delayed_work
     0.00%     0.00%  kworker/7:1-eve  [kernel.kallsyms]     [k] queue_delayed_work_on
     0.00%     0.00%  VM Thread        libjvm.so             [.] 0x0000000000658ec5
     0.00%     0.00%  kworker/21:1-ev  [kernel.kallsyms]     [k] next_zone
     0.00%     0.00%  migration/38     [kernel.kallsyms]     [k] update_load_avg
     0.00%     0.00%  migration/38     [kernel.kallsyms]     [k] detach_entity_cfs_rq
     0.00%     0.00%  migration/38     [kernel.kallsyms]     [k] migrate_task_rq_fair
     0.00%     0.00%  migration/38     [kernel.kallsyms]     [k] propagate_entity_cfs_rq
     0.00%     0.00%  migration/38     [kernel.kallsyms]     [k] set_task_cpu
     0.00%     0.00%  kworker/13:1-ev  [kernel.kallsyms]     [k] strnlen
     0.00%     0.00%  kworker/1:2-eve  [kernel.kallsyms]     [k] pick_next_task_fair
     0.00%     0.00%  kworker/8:1-eve  [kernel.kallsyms]     [k] rb_next
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1795        [.] 0x00007f54019a34d4
     0.00%     0.00%  java             libjvm.so             [.] 0x000000000065cc27
     0.00%     0.00%  kworker/3:2-mm_  [kernel.kallsyms]     [k] next_zone
     0.00%     0.00%  kworker/46:1-ev  [kernel.kallsyms]     [k] strscpy
     0.00%     0.00%  kworker/12:1-ev  [kernel.kallsyms]     [k] lock_timer_base
     0.00%     0.00%  kworker/12:1-ev  [kernel.kallsyms]     [k] __queue_delayed_work
     0.00%     0.00%  kworker/12:1-ev  [kernel.kallsyms]     [k] queue_delayed_work_on
     0.00%     0.00%  kworker/u98:0-e  [kernel.kallsyms]     [k] strscpy
     0.00%     0.00%  VM Thread        [kernel.kallsyms]     [k] __arch_override_mprotect_pkey
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1488        [.] 0x00007f1181cb3c80
     0.00%     0.00%  Reference Handl  [kernel.kallsyms]     [k] PageHuge
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1587        [.] 0x00007fe9757465bc
     0.00%     0.00%  kworker/38:1-ev  [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kworker/38:1-ev  [kernel.kallsyms]     [k] __queue_delayed_work
     0.00%     0.00%  kworker/38:1-ev  [kernel.kallsyms]     [k] add_timer_on
     0.00%     0.00%  kworker/38:1-ev  [kernel.kallsyms]     [k] lock_timer_base
     0.00%     0.00%  kworker/38:1-ev  [kernel.kallsyms]     [k] queue_delayed_work_on
     0.00%     0.00%  migration/4      [kernel.kallsyms]     [k] finish_task_switch.isra.0
     0.00%     0.00%  Sampler Reader   [kernel.kallsyms]     [k] __vma_link_file
     0.00%     0.00%  kworker/27:2-ev  [kernel.kallsyms]     [k] sched_clock_cpu
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1488        [.] 0x00007f11815d18dd
     0.00%     0.00%  kworker/34:1-ev  [kernel.kallsyms]     [k] add_timer_on
     0.00%     0.00%  kworker/34:1-ev  [kernel.kallsyms]     [k] __lock_text_start
     0.00%     0.00%  kworker/34:1-ev  [kernel.kallsyms]     [k] __queue_delayed_work
     0.00%     0.00%  kworker/39:1-ev  [kernel.kallsyms]     [k] fold_diff
     0.00%     0.00%  kworker/25:2-ev  [kernel.kallsyms]     [k] __free_one_page
     0.00%     0.00%  kworker/34:1-ev  [kernel.kallsyms]     [k] update_load_avg
     0.00%     0.00%  kworker/34:1-ev  [kernel.kallsyms]     [k] set_next_entity
     0.00%     0.00%  kworker/45:1-ev  [kernel.kallsyms]     [k] __mod_zone_page_state
     0.00%     0.00%  kthreadd         [kernel.kallsyms]     [k] find_idlest_group
     0.00%     0.00%  kthreadd         [kernel.kallsyms]     [k] kernel_clone
     0.00%     0.00%  kthreadd         [kernel.kallsyms]     [k] kernel_thread
     0.00%     0.00%  kthreadd         [kernel.kallsyms]     [k] kthreadd
     0.00%     0.00%  kthreadd         [kernel.kallsyms]     [k] ret_from_fork
     0.00%     0.00%  kthreadd         [kernel.kallsyms]     [k] select_task_rq_fair
     0.00%     0.00%  kthreadd         [kernel.kallsyms]     [k] wake_up_new_task
     0.00%     0.00%  usb-storage      [kernel.kallsyms]     [k] prepare_transfer
     0.00%     0.00%  migration/35     [kernel.kallsyms]     [k] _raw_spin_lock_irq
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1462        [.] 0x00007eff0965ffd4
     0.00%     0.00%  multipathd       [kernel.kallsyms]     [k] datagram_poll
     0.00%     0.00%  kworker/45:1-ev  [kernel.kallsyms]     [k] pwq_dec_nr_in_flight
     0.00%     0.00%  process reaper   [kernel.kallsyms]     [k] task_numa_fault
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1587        [.] 0x00007fe9750523c7
     0.00%     0.00%  migration/46     [kernel.kallsyms]     [k] task_nr_scan_windows.isra.0
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2228        [.] 0x00007fc87958fe8a
     0.00%     0.00%  kworker/12:1-ev  [kernel.kallsyms]     [k] cpuacct_charge
     0.00%     0.00%  migration/12     [kernel.kallsyms]     [k] balance_rt
     0.00%     0.00%  java             [kernel.kallsyms]     [k] native_write_cr4
     0.00%     0.00%  perf             [kernel.kallsyms]     [k] timerqueue_add
     0.00%     0.00%  perf             [kernel.kallsyms]     [k] enqueue_hrtimer
     0.00%     0.00%  perf             [kernel.kallsyms]     [k] hrtimer_start_range_ns
     0.00%     0.00%  communication t  [kernel.kallsyms]     [k] exit_task_namespaces
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] flush_tlb_one_kernel
     0.00%     0.00%  kworker/26:2-ev  [kernel.kallsyms]     [k] switch_mm_irqs_off
     0.00%     0.00%  kworker/44:1-ev  [kernel.kallsyms]     [k] next_online_pgdat
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]     [k] kmem_cache_alloc_trace
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]     [k] __sock_create
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]     [k] apparmor_sk_alloc_security
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]     [k] security_sk_alloc
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]     [k] sk_alloc
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]     [k] sk_prot_alloc
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]     [k] unix_create
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]     [k] unix_create1
     0.00%     0.00%  java             libjvm.so             [.] 0x000000000099c05d
     0.00%     0.00%  kworker/2:2-mm_  [kernel.kallsyms]     [k] put_prev_entity
     0.00%     0.00%  migration/5      [kernel.kallsyms]     [k] dequeue_task_fair
     0.00%     0.00%  kworker/13:1-ev  [kernel.kallsyms]     [k] enqueue_timer
     0.00%     0.00%  kworker/13:1-ev  [kernel.kallsyms]     [k] __queue_delayed_work
     0.00%     0.00%  kworker/13:1-ev  [kernel.kallsyms]     [k] add_timer_on
     0.00%     0.00%  kworker/13:1-ev  [kernel.kallsyms]     [k] queue_delayed_work_on
     0.00%     0.00%  kworker/39:1-ev  [kernel.kallsyms]     [k] enqueue_timer
     0.00%     0.00%  ksoftirqd/6      [kernel.kallsyms]     [k] ksoftirqd_should_run
     0.00%     0.00%  migration/45     [kernel.kallsyms]     [k] swake_up_locked
     0.00%     0.00%  migration/35     [kernel.kallsyms]     [k] complete
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1587        [.] 0x00007fe9756f0c0b
     0.00%     0.00%  Timer for 'JobT  [kernel.kallsyms]     [k] hrtimer_cancel
     0.00%     0.00%  Timer for 'JobT  [kernel.kallsyms]     [k] hrtimer_active
     0.00%     0.00%  kworker/35:2-ev  [kernel.kallsyms]     [k] pud_clear_huge
     0.00%     0.00%  migration/40     [kernel.kallsyms]     [k] arch_touch_nmi_watchdog
     0.00%     0.00%  migration/6      [kernel.kallsyms]     [k] pick_next_task_rt
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2148        [.] 0x00007fb23d0133fd
     0.00%     0.00%  kworker/10:2-cg  [kernel.kallsyms]     [k] ttm_bo_move_to_lru_tail
     0.00%     0.00%  kworker/10:2-cg  [kernel.kallsyms]     [k] drm_client_buffer_vmap
     0.00%     0.00%  kworker/10:2-cg  [kernel.kallsyms]     [k] drm_fb_helper_damage_work
     0.00%     0.00%  kworker/10:2-cg  [kernel.kallsyms]     [k] drm_gem_vmap
     0.00%     0.00%  kworker/10:2-cg  [kernel.kallsyms]     [k] drm_gem_vram_object_vmap
     0.00%     0.00%  kworker/10:2-cg  [kernel.kallsyms]     [k] drm_gem_vram_vmap
     0.00%     0.00%  Finalizer        [kernel.kallsyms]     [k] xas_load
     0.00%     0.00%  Finalizer        [kernel.kallsyms]     [k] pagecache_get_page
     0.00%     0.00%  java             [kernel.kallsyms]     [k] llist_del_first
     0.00%     0.00%  kworker/47:1-mm  [kernel.kallsyms]     [k] next_zone
     0.00%     0.00%  Reference Handl  [kernel.kallsyms]     [k] migrate_task_rq_fair
     0.00%     0.00%  Reference Handl  [kernel.kallsyms]     [k] set_task_cpu
     0.00%     0.00%  VM Periodic Tas  [kernel.kallsyms]     [k] read_tsc
     0.00%     0.00%  migration/25     [kernel.kallsyms]     [k] psi_group_change
     0.00%     0.00%  migration/22     [kernel.kallsyms]     [k] arch_touch_nmi_watchdog
     0.00%     0.00%  multipathd       [kernel.kallsyms]     [k] hash_futex
     0.00%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]     [k] lru_cache_add
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]     [k] completion_done
     0.00%     0.00%  kworker/6:1-mm_  [kernel.kallsyms]     [k] __free_one_page
     0.00%     0.00%  kworker/3:0-rcu  [kernel.kallsyms]     [k] osq_lock
     0.00%     0.00%  kworker/3:0-rcu  [kernel.kallsyms]     [k] __mutex_lock.constprop.0
     0.00%     0.00%  kworker/3:0-rcu  [kernel.kallsyms]     [k] __mutex_lock_slowpath
     0.00%     0.00%  kworker/3:0-rcu  [kernel.kallsyms]     [k] kthread
     0.00%     0.00%  kworker/3:0-rcu  [kernel.kallsyms]     [k] mutex_lock
     0.00%     0.00%  kworker/3:0-rcu  [kernel.kallsyms]     [k] ret_from_fork
     0.00%     0.00%  kworker/3:0-rcu  [kernel.kallsyms]     [k] worker_thread
     0.00%     0.00%  kworker/17:1-mm  [kernel.kallsyms]     [k] __mod_zone_page_state
     0.00%     0.00%  kworker/28:2-ev  [kernel.kallsyms]     [k] finish_task_switch.isra.0
     0.00%     0.00%  kworker/u96:0-e  [kernel.kallsyms]     [k] ext4_mb_load_buddy_gfp
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1795        [.] 0x00007f54019a32bc
     0.00%     0.00%  kworker/43:1-ev  [kernel.kallsyms]     [k] queue_delayed_work_on
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]     [k] __switch_to_xtra
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]     [k] __wait_for_common
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]     [k] __wait_rcu_gp
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]     [k] evdev_release
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]     [k] input_close_device
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]     [k] synchronize_rcu
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]     [k] wait_for_completion
     0.00%     0.00%  kworker/32:2-ev  [kernel.kallsyms]     [k] enqueue_timer
     0.00%     0.00%  kworker/32:2-ev  [kernel.kallsyms]     [k] __mod_timer
     0.00%     0.00%  kworker/32:2-ev  [kernel.kallsyms]     [k] __queue_delayed_work
     0.00%     0.00%  kworker/32:2-ev  [kernel.kallsyms]     [k] add_timer
     0.00%     0.00%  kworker/32:2-ev  [kernel.kallsyms]     [k] queue_delayed_work_on
     0.00%     0.00%  SpillThread      [kernel.kallsyms]     [k] fpregs_assert_state_consistent
     0.00%     0.00%  kworker/28:2-ev  [kernel.kallsyms]     [k] psi_group_change
     0.00%     0.00%  kworker/28:2-ev  [kernel.kallsyms]     [k] psi_task_switch
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]     [k] __radix_tree_lookup
     0.00%     0.00%  migration/43     [kernel.kallsyms]     [k] psi_group_change
     0.00%     0.00%  usb-storage      [kernel.kallsyms]     [k] enqueue_entity
     0.00%     0.00%  usb-storage      [kernel.kallsyms]     [k] enqueue_task
     0.00%     0.00%  usb-storage      [kernel.kallsyms]     [k] enqueue_task_fair
     0.00%     0.00%  usb-storage      [kernel.kallsyms]     [k] ttwu_do_activate
     0.00%     0.00%  kworker/3:2-mm_  [kernel.kallsyms]     [k] kthread_data
     0.00%     0.00%  kworker/15:1-ev  [kernel.kallsyms]     [k] calc_wheel_index
     0.00%     0.00%  kworker/15:1-ev  [kernel.kallsyms]     [k] __queue_delayed_work
     0.00%     0.00%  kworker/15:1-ev  [kernel.kallsyms]     [k] queue_delayed_work_on
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] do_memsw_account
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1587        [.] 0x00007fe9757465c9
     0.00%     0.00%  VM Periodic Tas  [kernel.kallsyms]     [k] page_add_anon_rmap
     0.00%     0.00%  kworker/25:2-ev  [kernel.kallsyms]     [k] psi_task_switch
     0.00%     0.00%  migration/12     [kernel.kallsyms]     [k] check_preempt_curr
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1462        [.] 0x00007eff099e2856
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1795        [.] 0x00007f54015f5d30
     0.00%     0.00%  kworker/28:2-ev  [kernel.kallsyms]     [k] kthread_data
     0.00%     0.00%  Finalizer        [kernel.kallsyms]     [k] down_read_trylock
     0.00%     0.00%  multipathd       [kernel.kallsyms]     [k] syscall_enter_from_user_mode
     0.00%     0.00%  multipathd       [kernel.kallsyms]     [k] set_normalized_timespec64
     0.00%     0.00%  migration/36     [kernel.kallsyms]     [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/36     [kernel.kallsyms]     [k] balance_fair
     0.00%     0.00%  migration/36     [kernel.kallsyms]     [k] find_busiest_group
     0.00%     0.00%  migration/36     [kernel.kallsyms]     [k] load_balance
     0.00%     0.00%  migration/36     [kernel.kallsyms]     [k] newidle_balance
