# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 27742558279198
#
# Children      Self  Command          Shared Object          Symbol                                                                
# ........  ........  ...............  .....................  ......................................................................
#
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001ce5f
     0.00%     0.00%  memcached        memcached              [.] 0x0000000000015ba4
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0daca893
     0.00%     0.00%  memcached        memcached              [.] 0x0000000000009da7
     0.00%     0.00%  chronyd          [kernel.kallsyms]      [k] d_alloc_pseudo
     0.00%     0.00%  chronyd          [kernel.kallsyms]      [k] __sys_socket
     0.00%     0.00%  chronyd          [kernel.kallsyms]      [k] __x64_sys_socket
     0.00%     0.00%  chronyd          [kernel.kallsyms]      [k] alloc_file_pseudo
     0.00%     0.00%  chronyd          [kernel.kallsyms]      [k] sock_alloc_file
     0.00%     0.00%  memcached        [kernel.kallsyms]      [k] reset_page
     0.00%     0.00%  memcached        memcached              [.] 0x0000000000013e1a
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0daca565
     0.00%     0.00%  memcached        memcached              [.] 0x0000000000015b98
     0.00%     0.00%  memcached        memcached              [.] 0x0000000000009a5d
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dac8f7a
     0.00%     0.00%  memcached        [kernel.kallsyms]      [k] __napi_schedule_irqoff
     0.00%     0.00%  memcached        [kernel.kallsyms]      [k] __handle_irq_event_percpu
     0.00%     0.00%  memcached        [kernel.kallsyms]      [k] handle_irq_event
     0.00%     0.00%  memcached        [kernel.kallsyms]      [k] ixgbe_msix_clean_rings
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee39a0f
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] generic_exec_single
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] smp_call_function_single_async
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001ea4b
     0.00%     0.00%  top              [kernel.kallsyms]      [k] __audit_syscall_exit
     0.00%     0.00%  top              [kernel.kallsyms]      [k] syscall_exit_work
     0.00%     0.00%  kworker/28:1-mm  [kernel.kallsyms]      [k] smp_call_function_many_cond
     0.00%     0.00%  kworker/28:1-mm  [kernel.kallsyms]      [k] arch_jump_label_transform_apply
     0.00%     0.00%  kworker/28:1-mm  [kernel.kallsyms]      [k] on_each_cpu_cond_mask
     0.00%     0.00%  kworker/28:1-mm  [kernel.kallsyms]      [k] static_key_disable
     0.00%     0.00%  kworker/28:1-mm  [kernel.kallsyms]      [k] static_key_disable_cpuslocked
     0.00%     0.00%  kworker/28:1-mm  [kernel.kallsyms]      [k] text_poke_bp_batch
     0.00%     0.00%  kworker/28:1-mm  [kernel.kallsyms]      [k] text_poke_finish
     0.00%     0.00%  memcached        memcached              [.] 0x0000000000013c49
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001baef
     0.00%     0.00%  memcached        memcached              [.] 0x000000000000b370
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2  [.] 0x0000000000024a20
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0daf7a7c
     0.00%     0.00%  memcached        memcached              [.] 0x0000000000009a44
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] ttwu_stat
     0.00%     0.00%  memcached        [kernel.kallsyms]      [k] apic_ack_edge
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0daf2741
     0.00%     0.00%  top              [kernel.kallsyms]      [k] vma_interval_tree_insert
     0.00%     0.00%  top              [kernel.kallsyms]      [k] do_mmap
     0.00%     0.00%  top              [kernel.kallsyms]      [k] ksys_mmap_pgoff
     0.00%     0.00%  top              [kernel.kallsyms]      [k] mmap_region
     0.00%     0.00%  top              [kernel.kallsyms]      [k] vm_mmap_pgoff
     0.00%     0.00%  top              [kernel.kallsyms]      [k] vma_link
     0.00%     0.00%  memcached        memcached              [.] 0x000000000000b06c
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2  [.] 0x0000000000024fc9
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001d05e
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] try_charge_memcg
     0.00%     0.00%  kworker/u64:37-  [kernel.kallsyms]      [k] ext4_da_update_reserve_space
     0.00%     0.00%  kworker/u64:37-  [kernel.kallsyms]      [k] ext4_ext_map_blocks
     0.00%     0.00%  kworker/u64:37-  [kernel.kallsyms]      [k] ext4_map_blocks
     0.00%     0.00%  kworker/u64:37-  [kernel.kallsyms]      [k] mpage_map_one_extent
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001bc7f
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2  [.] 0x000000000002f8aa
     0.00%     0.00%  memcached        memcached              [.] 0x0000000000013c38
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee3d3f8
     0.00%     0.00%  memcached        memcached              [.] 0x000000000002067a
     0.00%     0.00%  kworker/u64:38-  [kernel.kallsyms]      [k] xas_set_mark
     0.00%     0.00%  kworker/u64:38-  [kernel.kallsyms]      [k] __test_set_page_writeback
     0.00%     0.00%  memcached        memcached              [.] 0x00000000000093d6
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001bc68
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0db760d9
     0.00%     0.00%  memcached        memcached              [.] 0x00000000000138ad
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] napi_schedule_prep
     0.00%     0.00%  memcached        memcached              [.] 0x0000000000013d8b
     0.00%     0.00%  sh               [kernel.kallsyms]      [k] process_measurement
     0.00%     0.00%  sh               [kernel.kallsyms]      [k] __x64_sys_openat
     0.00%     0.00%  sh               [kernel.kallsyms]      [k] do_filp_open
     0.00%     0.00%  sh               [kernel.kallsyms]      [k] do_open
     0.00%     0.00%  sh               [kernel.kallsyms]      [k] do_sys_openat2
     0.00%     0.00%  sh               [kernel.kallsyms]      [k] do_syscall_64
     0.00%     0.00%  sh               [kernel.kallsyms]      [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  sh               [kernel.kallsyms]      [k] ima_file_check
     0.00%     0.00%  sh               [kernel.kallsyms]      [k] path_openat
     0.00%     0.00%  memcached        memcached              [.] 0x0000000000013227
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dac90c2
     0.00%     0.00%  sshd             [kernel.kallsyms]      [k] count_shadow_nodes
     0.00%     0.00%  sshd             [kernel.kallsyms]      [k] do_shrink_slab
     0.00%     0.00%  sshd             [kernel.kallsyms]      [k] shrink_slab_memcg
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] release_pages
     0.00%     0.00%  memcached        memcached              [.] 0x00000000000098d9
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2  [.] 0x00000000000204f9
     0.00%     0.00%  memcached        [kernel.kallsyms]      [k] memcpy_fromio
     0.00%     0.00%  memcached        memcached              [.] 0x000000000002069f
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] enqueue_task_stop
     0.00%     0.00%  kworker/31:1-ev  [kernel.kallsyms]      [k] switch_mm_irqs_off
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001cebf
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dafecbd
     0.00%     0.00%  memcached        [kernel.kallsyms]      [k] zs_get_total_pages
     0.00%     0.00%  memcached        libevent-2.1.so.6.0.2  [.] 0x0000000000024fbc
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee36f21
     0.00%     0.00%  memcached        memcached              [.] 0x0000000000013c86
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] workingset_age_nonresident
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] move_pages_to_lru
     0.00%     0.00%  memcached        memcached              [.] 0x0000000000013410
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007ffcf24bda90
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001e9fb
     0.00%     0.00%  sssd_be          [kernel.kallsyms]      [k] count_shadow_nodes
     0.00%     0.00%  sssd_be          [kernel.kallsyms]      [k] __alloc_pages
     0.00%     0.00%  sssd_be          [kernel.kallsyms]      [k] __alloc_pages_slowpath.constprop.0
     0.00%     0.00%  sssd_be          [kernel.kallsyms]      [k] __put_user_nocheck_1
     0.00%     0.00%  sssd_be          [kernel.kallsyms]      [k] __setup_rt_frame
     0.00%     0.00%  sssd_be          [kernel.kallsyms]      [k] alloc_pages_vma
     0.00%     0.00%  sssd_be          [kernel.kallsyms]      [k] copy_fpstate_to_sigframe
     0.00%     0.00%  sssd_be          [kernel.kallsyms]      [k] do_shrink_slab
     0.00%     0.00%  sssd_be          [kernel.kallsyms]      [k] do_try_to_free_pages
     0.00%     0.00%  sssd_be          [kernel.kallsyms]      [k] get_sigframe.constprop.0.isra.0
     0.00%     0.00%  sssd_be          [kernel.kallsyms]      [k] shrink_node
     0.00%     0.00%  sssd_be          [kernel.kallsyms]      [k] shrink_node_memcgs
     0.00%     0.00%  sssd_be          [kernel.kallsyms]      [k] shrink_slab_memcg
     0.00%     0.00%  sssd_be          [kernel.kallsyms]      [k] shrink_zones
     0.00%     0.00%  sssd_be          [kernel.kallsyms]      [k] try_to_free_pages
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001bae6
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001586c
     0.00%     0.00%  memcached        memcached              [.] 0x00000000000158dc
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dafbe57
     0.00%     0.00%  memcached        memcached              [.] 0x0000000000013d3d
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0daca561
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] asm_exc_page_fault
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007ffcf24bd78a
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee36f44
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __memcg_kmem_charge_page
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __pte_alloc
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] pte_alloc_one
     0.00%     0.00%  memcached        [kernel.kallsyms]      [k] first_online_pgdat
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dafeaaf
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee36118
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee4490a
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee39c5d
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee37e90
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee3d3a3
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dbd6639
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001ce79
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee38a14
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee2d3bc
     0.00%     0.00%  migration/5      [kernel.kallsyms]      [k] balance_dl
     0.00%     0.00%  migration/5      [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  migration/5      [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  migration/5      [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  migration/5      [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  migration/5      [kernel.kallsyms]      [k] smpboot_thread_fn
     0.00%     0.00%  memcached        memcached              [.] 0x00000000000195cc
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee44b44
     0.00%     0.00%  memcached        [vdso]                 [.] 0x000000000000091c
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] note_gp_changes
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __irq_exit_rcu
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __softirqentry_text_start
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] rcu_core
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee3d0a9
     0.00%     0.00%  tuned            [kernel.kallsyms]      [k] allow_direct_reclaim.part.0
     0.00%     0.00%  tuned            [kernel.kallsyms]      [k] throttle_direct_reclaim
     0.00%     0.00%  tuned            [kernel.kallsyms]      [k] zone_reclaimable_pages
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dad1f61
     0.00%     0.00%  kworker/25:1-mm  [kernel.kallsyms]      [k] fold_diff
     0.00%     0.00%  kworker/25:1-mm  [kernel.kallsyms]      [k] refresh_cpu_vm_stats
     0.00%     0.00%  kworker/25:1-mm  [kernel.kallsyms]      [k] vmstat_update
     0.00%     0.00%  memcached        memcached              [.] 0x0000000000019359
     0.00%     0.00%  memcached        memcached              [.] 0x0000000000019789
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee26d6f
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001bb51
     0.00%     0.00%  top              [kernel.kallsyms]      [k] close_fd
     0.00%     0.00%  top              [kernel.kallsyms]      [k] __x64_sys_close
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dafdb09
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] zram_bvec_rw.constprop.0
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] zram_rw_page
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] select_idle_core
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] select_idle_cpu
     0.00%     0.00%  kworker/15:1-ev  [kernel.kallsyms]      [k] __free_one_page
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001942c
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dacbead
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] __swap_entry_free
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] free_swap_slot
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] swapcache_free_entries
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee2a7e9
     0.00%     0.00%  sh               ld-2.28.so             [.] _start
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee44887
     0.00%     0.00%  kworker/25:1-mm  [kernel.kallsyms]      [k] __update_load_avg_cfs_rq
     0.00%     0.00%  kworker/25:1-mm  [kernel.kallsyms]      [k] pick_next_task_fair
     0.00%     0.00%  kworker/25:1-mm  [kernel.kallsyms]      [k] set_next_entity
     0.00%     0.00%  kworker/25:1-mm  [kernel.kallsyms]      [k] update_load_avg
     0.00%     0.00%  kworker/28:1-mm  [kernel.kallsyms]      [k] __switch_to_asm
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee36aa8
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001bb46
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] touch_softlockup_watchdog_sched
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] rcu_segcblist_pend_cbs
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee37010
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dac9d1c
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] kfree
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __kfree_skb
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] skb_release_data
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] tcp_ack
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] tcp_clean_rtx_queue
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001d581
     0.00%     0.00%  memcached        memcached              [.] 0x00000000000222f6
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001e118
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee3707a
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] ixgbe_clean_tx_irq
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] llist_add_batch
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] down_read_trylock
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] __alloc_pages
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] __alloc_pages_slowpath.constprop.0
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] alloc_pages_vma
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] do_try_to_free_pages
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] shrink_node
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] shrink_node_memcgs
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] shrink_slab_memcg
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] shrink_zones
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] try_to_free_pages
     0.00%     0.00%  kworker/31:1-ev  [kernel.kallsyms]      [k] flush_tlb_func
     0.00%     0.00%  kworker/31:1-ev  [kernel.kallsyms]      [k] __sysvec_call_function
     0.00%     0.00%  kworker/31:1-ev  [kernel.kallsyms]      [k] asm_sysvec_call_function
     0.00%     0.00%  kworker/31:1-ev  [kernel.kallsyms]      [k] finish_task_switch.isra.0
     0.00%     0.00%  kworker/31:1-ev  [kernel.kallsyms]      [k] flush_smp_call_function_queue
     0.00%     0.00%  kworker/31:1-ev  [kernel.kallsyms]      [k] sysvec_call_function
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dac60fa
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee42370
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dac8f70
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee2ac18
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001cff1
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dac96d9
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dafbda9
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] __zram_bvec_write.constprop.0.isra.0
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] __swap_writepage
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] bdev_write_page
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] pageout
     0.00%     0.00%  memcached        memcached              [.] 0x0000000000019352
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee3a428
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] update_load_avg
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] dma_unmap_page_attrs
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001bb85
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001b9f3
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __update_load_avg_cfs_rq
     0.00%     0.00%  memcached        [kernel.kallsyms]      [k] rcu_accelerate_cbs_unlocked
     0.00%     0.00%  memcached        memcached              [.] 0x00000000000192d8
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001b94a
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee26d7a
     0.00%     0.00%  kworker/u64:36-  [kernel.kallsyms]      [k] dec_zone_page_state
     0.00%     0.00%  kworker/28:1-mm  [kernel.kallsyms]      [k] vmpressure_work_fn
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dbd663c
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __fget_light
     0.00%     0.00%  sshd             [kernel.kallsyms]      [k] update_sg_lb_stats
     0.00%     0.00%  sshd             [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  sshd             [kernel.kallsyms]      [k] find_busiest_group
     0.00%     0.00%  sshd             [kernel.kallsyms]      [k] load_balance
     0.00%     0.00%  sshd             [kernel.kallsyms]      [k] newidle_balance
     0.00%     0.00%  sshd             [kernel.kallsyms]      [k] pick_next_task_fair
     0.00%     0.00%  sshd             [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  sshd             [kernel.kallsyms]      [k] schedule_hrtimeout_range_clock
     0.00%     0.00%  sshd             [kernel.kallsyms]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __fget_files
     0.00%     0.00%  kworker/18:1-mm  [kernel.kallsyms]      [k] gc_worker
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] down_write
     0.00%     0.00%  memcached        memcached              [.] 0x0000000000019331
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0daf2790
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] perf_swevent_stop
     0.00%     0.00%  tuned            [kernel.kallsyms]      [k] down_read_trylock
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] page_counter_uncharge
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] mem_cgroup_uncharge_swap
     0.00%     0.00%  tuned            [kernel.kallsyms]      [k] zs_shrinker_count
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001bc5e
     0.00%     0.00%  chronyd          [kernel.kallsyms]      [k] __handle_mm_fault
     0.00%     0.00%  chronyd          [kernel.kallsyms]      [k] asm_exc_page_fault
     0.00%     0.00%  chronyd          [kernel.kallsyms]      [k] do_user_addr_fault
     0.00%     0.00%  chronyd          [kernel.kallsyms]      [k] exc_page_fault
     0.00%     0.00%  chronyd          [kernel.kallsyms]      [k] handle_mm_fault
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] rmap_walk
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dafc212
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee371b7
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] mem_cgroup_calculate_protection
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001b8e2
     0.00%     0.00%  chronyd          [kernel.kallsyms]      [k] do_swap_page
     0.00%     0.00%  gmain            [kernel.kallsyms]      [k] do_poll.constprop.0
     0.00%     0.00%  chronyd          [kernel.kallsyms]      [k] swap_readpage
     0.00%     0.00%  gmain            [kernel.kallsyms]      [k] dequeue_entity
     0.00%     0.00%  gmain            [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  gmain            [kernel.kallsyms]      [k] dequeue_task_fair
     0.00%     0.00%  gmain            [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  gmain            [kernel.kallsyms]      [k] schedule_hrtimeout_range_clock
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] _mix_pool_bytes
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] khugepaged_enter_vma_merge
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0daf271a
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee42344
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee2d2ce
     0.00%     0.00%  sshd             [kernel.kallsyms]      [k] __read_swap_cache_async
     0.00%     0.00%  sshd             [kernel.kallsyms]      [k] swap_vma_readahead
     0.00%     0.00%  chronyd          [kernel.kallsyms]      [k] lzo1x_decompress_safe
     0.00%     0.00%  chronyd          [kernel.kallsyms]      [k] __zram_bvec_read.constprop.0
     0.00%     0.00%  chronyd          [kernel.kallsyms]      [k] bdev_read_page
     0.00%     0.00%  chronyd          [kernel.kallsyms]      [k] lzorle_decompress
     0.00%     0.00%  chronyd          [kernel.kallsyms]      [k] zcomp_decompress
     0.00%     0.00%  chronyd          [kernel.kallsyms]      [k] zram_bvec_rw.constprop.0
     0.00%     0.00%  chronyd          [kernel.kallsyms]      [k] zram_rw_page
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] _find_next_bit
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] count_shadow_nodes
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] cpumask_next
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] do_shrink_slab
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]      [k] shrink_slab_memcg
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee44b11
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0daf76a1
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dac6129
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001b86f
     0.00%     0.00%  kworker/29:1-mm  [kernel.kallsyms]      [k] __rdgsbase_inactive
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] radix_tree_node_rcu_free
     0.00%     0.00%  kworker/u64:38-  [kernel.kallsyms]      [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kworker/u64:38-  [kernel.kallsyms]      [k] __ext4_journal_start_sb
     0.00%     0.00%  kworker/u64:38-  [kernel.kallsyms]      [k] add_to_swap
     0.00%     0.00%  kworker/u64:38-  [kernel.kallsyms]      [k] get_swap_page
     0.00%     0.00%  kworker/u64:38-  [kernel.kallsyms]      [k] jbd2__journal_start
     0.00%     0.00%  kworker/u64:38-  [kernel.kallsyms]      [k] mem_cgroup_try_charge_swap
     0.00%     0.00%  kworker/u64:38-  [kernel.kallsyms]      [k] swap_cgroup_record
     0.00%     0.00%  kworker/20:1-ev  [kernel.kallsyms]      [k] mutex_unlock
     0.00%     0.00%  kworker/20:1-ev  [kernel.kallsyms]      [k] vmpressure_work_fn
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dac9fa4
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee3d5a4
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dac9785
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee371d6
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dac9c30
     0.00%     0.00%  memcached        [kernel.kallsyms]      [k] hrtimer_start_range_ns
     0.00%     0.00%  memcached        memcached              [.] 0x000000000002236c
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] calc_wheel_index
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee36fbc
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] new_sync_write
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] ksys_write
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] vfs_write
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0dac9f86
     0.00%     0.00%  memcached        memcached              [.] 0x000000000001d59f
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee2bc46
     0.00%     0.00%  memcached        [kernel.kallsyms]      [k] raise_softirq
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] pipe_write
     0.00%     0.00%  kworker/u64:36-  [kernel.kallsyms]      [k] crc32c_pcl_intel_update
     0.00%     0.00%  kworker/u64:36-  [kernel.kallsyms]      [k] ext4_block_bitmap_csum_set
     0.00%     0.00%  kworker/u64:36-  [kernel.kallsyms]      [k] ext4_mb_mark_diskspace_used
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee3d040
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee38a15
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] is_cpu_allowed
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] pollwake
