# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 266K of event 'cycles'
# Event count (approx.): 5333163077093
#
# Children      Self  Command          Shared Object                       Symbol                                          
# ........  ........  ...............  ..................................  ................................................
#
     0.00%     0.00%  MutationStage-1  [kernel.kallsyms]                   [k] get_next_freq
     0.00%     0.00%  Thread-59        [kernel.kallsyms]                   [k] psi_group_change
     0.00%     0.00%  Thread-59        [kernel.kallsyms]                   [k] psi_task_switch
     0.00%     0.00%  ReadStage-97     [kernel.kallsyms]                   [k] do_set_pte
     0.00%     0.00%  ReadStage-97     [kernel.kallsyms]                   [k] page_add_file_rmap
     0.00%     0.00%  ReadStage-89     [kernel.kallsyms]                   [k] memset_erms
     0.00%     0.00%  ReadStage-81     [kernel.kallsyms]                   [k] mark_wake_futex
     0.00%     0.00%  ReadStage-31     [kernel.kallsyms]                   [k] kernel_init_free_pages.part.0
     0.00%     0.00%  ReadStage-44     [kernel.kallsyms]                   [k] update_process_times
     0.00%     0.00%  ReadStage-44     [kernel.kallsyms]                   [k] tick_sched_handle
     0.00%     0.00%  ReadStage-44     [kernel.kallsyms]                   [k] tick_sched_timer
     0.00%     0.00%  perf             [kernel.kallsyms]                   [k] node_page_state
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] jbd2_journal_get_write_access
     0.00%     0.00%  Thread-26        [kernel.kallsyms]                   [k] handle_mm_fault
     0.00%     0.00%  Thread-26        [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.00%     0.00%  Thread-26        [kernel.kallsyms]                   [k] do_user_addr_fault
     0.00%     0.00%  Thread-26        [kernel.kallsyms]                   [k] exc_page_fault
     0.00%     0.00%  Thread-127       [kernel.kallsyms]                   [k] available_idle_cpu
     0.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] sk_forced_mem_schedule
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]                   [k] blk_cgroup_bio_start
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]                   [k] submit_bio_checks
     0.00%     0.00%  ReadStage-116    [kernel.kallsyms]                   [k] psi_flags_change
     0.00%     0.00%  ReadStage-116    [kernel.kallsyms]                   [k] psi_task_change
     0.00%     0.00%  ReadStage-11     [kernel.kallsyms]                   [k] memcg_check_events
     0.00%     0.00%  MutationStage-7  [kernel.kallsyms]                   [k] memcpy_erms
     0.00%     0.00%  ReadStage-74     [kernel.kallsyms]                   [k] xas_load
     0.00%     0.00%  ReadStage-87     [kernel.kallsyms]                   [k] newidle_balance
     0.00%     0.00%  Thread-111       [kernel.kallsyms]                   [k] update_cfs_group
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] validate_xmit_xfrm
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] ext4_has_free_clusters
     0.00%     0.00%  ReadStage-35     [kernel.kallsyms]                   [k] cpufreq_this_cpu_can_update
     0.00%     0.00%  ReadStage-128    [kernel.kallsyms]                   [k] ext4_inode_block_valid
     0.00%     0.00%  ReadStage-116    [kernel.kallsyms]                   [k] rcu_read_unlock_strict
     0.00%     0.00%  ReadStage-128    [kernel.kallsyms]                   [k] __check_block_validity.constprop.0
     0.00%     0.00%  ReadStage-128    [kernel.kallsyms]                   [k] ext4_map_blocks
     0.00%     0.00%  ReadStage-98     [kernel.kallsyms]                   [k] next_uptodate_page
     0.00%     0.00%  Thread-114       [kernel.kallsyms]                   [k] __switch_to_asm
     0.00%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] memset_erms
     0.00%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] mempool_alloc
     0.00%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] mempool_kmalloc
     0.00%     0.00%  ReadStage-82     [kernel.kallsyms]                   [k] find_vma
     0.00%     0.00%  Thread-92        [kernel.kallsyms]                   [k] clear_buddies
     0.00%     0.00%  Thread-14        [kernel.kallsyms]                   [k] save_fpregs_to_fpstate
     0.00%     0.00%  ReadStage-8      [kernel.kallsyms]                   [k] __bitmap_andnot
     0.00%     0.00%  Native-Transpor  [JIT] tid 2176                      [.] 0x00007fc771cf8840
     0.00%     0.00%  ReadStage-1      [kernel.kallsyms]                   [k] xa_get_order
     0.00%     0.00%  ReadStage-11     [kernel.kallsyms]                   [k] newidle_balance
     0.00%     0.00%  ReadStage-11     [kernel.kallsyms]                   [k] pick_next_task_fair
     0.00%     0.00%  Thread-94        [kernel.kallsyms]                   [k] futex_wake
     0.00%     0.00%  ReadStage-57     [kernel.kallsyms]                   [k] cpufreq_driver_resolve_freq
     0.00%     0.00%  ReadStage-57     [kernel.kallsyms]                   [k] sugov_update_single_freq
     0.00%     0.00%  ReadStage-57     [kernel.kallsyms]                   [k] task_tick_fair
     0.00%     0.00%  ReadStage-5      [kernel.kallsyms]                   [k] __switch_to
     0.00%     0.00%  ReadStage-31     [kernel.kallsyms]                   [k] reweight_entity
     0.00%     0.00%  ReadStage-31     [kernel.kallsyms]                   [k] update_cfs_group
     0.00%     0.00%  ReadStage-56     [kernel.kallsyms]                   [k] native_apic_msr_eoi_write
     0.00%     0.00%  Thread-125       libc.so.6                           [.] 0x0000000000094ff7
     0.00%     0.00%  Thread-125       [kernel.kallsyms]                   [k] __entry_text_start
     0.00%     0.00%  Thread-108       [kernel.kallsyms]                   [k] save_fpregs_to_fpstate
     0.00%     0.00%  Thread-127       [kernel.kallsyms]                   [k] __update_load_avg_se
     0.00%     0.00%  Thread-127       [kernel.kallsyms]                   [k] update_load_avg
     0.00%     0.00%  kswapd1          [kernel.kallsyms]                   [k] cpumask_next_and
     0.00%     0.00%  ReadStage-45     [kernel.kallsyms]                   [k] entry_SYSCALL_64_safe_stack
     0.00%     0.00%  ReadStage-61     [kernel.kallsyms]                   [k] free_unref_page_list
     0.00%     0.00%  ReadStage-66     [kernel.kallsyms]                   [k] xas_store
     0.00%     0.00%  ReadStage-126    [kernel.kallsyms]                   [k] xas_find_conflict
     0.00%     0.00%  Thread-59        [kernel.kallsyms]                   [k] syscall_return_via_sysret
     0.00%     0.00%  Thread-9         [kernel.kallsyms]                   [k] __update_load_avg_cfs_rq
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] set_next_entity
     0.00%     0.00%  ReadStage-63     [kernel.kallsyms]                   [k] __blk_rq_map_sg
     0.00%     0.00%  ReadStage-60     [kernel.kallsyms]                   [k] psi_group_change
     0.00%     0.00%  ReadStage-60     [kernel.kallsyms]                   [k] psi_task_switch
     0.00%     0.00%  ReadStage-31     [kernel.kallsyms]                   [k] syscall_exit_to_user_mode
     0.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] aa_file_perm
     0.00%     0.00%  ReadStage-40     [kernel.kallsyms]                   [k] __rq_qos_throttle
     0.00%     0.00%  ReadStage-157    [kernel.kallsyms]                   [k] pick_next_task_idle
     0.00%     0.00%  ReadStage-157    [kernel.kallsyms]                   [k] __update_idle_core
     0.00%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] __irqentry_text_end
     0.00%     0.00%  Thread-45        [kernel.kallsyms]                   [k] syscall_return_via_sysret
     0.00%     0.00%  Thread-57        [kernel.kallsyms]                   [k] __switch_to_asm
     0.00%     0.00%  ReadStage-122    [kernel.kallsyms]                   [k] _raw_spin_lock_irq
     0.00%     0.00%  ReadStage-79     [kernel.kallsyms]                   [k] update_curr
     0.00%     0.00%  ReadStage-56     [kernel.kallsyms]                   [k] syscall_enter_from_user_mode
     0.00%     0.00%  ReadStage-8      [kernel.kallsyms]                   [k] blk_mq_rq_ctx_init
     0.00%     0.00%  ReadStage-105    [kernel.kallsyms]                   [k] enqueue_entity
     0.00%     0.00%  ReadStage-105    [kernel.kallsyms]                   [k] hrtimer_wakeup
     0.00%     0.00%  ReadStage-105    [kernel.kallsyms]                   [k] wake_up_process
     0.00%     0.00%  ReadStage-37     [kernel.kallsyms]                   [k] available_idle_cpu
     0.00%     0.00%  ReadStage-118    [kernel.kallsyms]                   [k] __bitmap_and
     0.00%     0.00%  ReadStage-102    [kernel.kallsyms]                   [k] psi_flags_change
     0.00%     0.00%  ReadStage-102    [kernel.kallsyms]                   [k] asm_sysvec_reschedule_ipi
     0.00%     0.00%  ReadStage-102    [kernel.kallsyms]                   [k] exit_to_user_mode_prepare
     0.00%     0.00%  ReadStage-102    [kernel.kallsyms]                   [k] irqentry_exit
     0.00%     0.00%  ReadStage-102    [kernel.kallsyms]                   [k] irqentry_exit_to_user_mode
     0.00%     0.00%  ReadStage-102    [kernel.kallsyms]                   [k] psi_task_switch
     0.00%     0.00%  ReadStage-102    [kernel.kallsyms]                   [k] sysvec_reschedule_ipi
     0.00%     0.00%  kworker/9:1-eve  [kernel.kallsyms]                   [k] _raw_spin_lock
     0.00%     0.00%  ReadStage-75     [kernel.kallsyms]                   [k] available_idle_cpu
     0.00%     0.00%  ReadStage-106    [kernel.kallsyms]                   [k] irq_exit_rcu
     0.00%     0.00%  ReadStage-145    [kernel.kallsyms]                   [k] __radix_tree_lookup
     0.00%     0.00%  ReadStage-145    [kernel.kallsyms]                   [k] idr_find
     0.00%     0.00%  ReadStage-145    [kernel.kallsyms]                   [k] mem_cgroup_from_id
     0.00%     0.00%  ReadStage-145    [kernel.kallsyms]                   [k] radix_tree_lookup
     0.00%     0.00%  ReadStage-85     [kernel.kallsyms]                   [k] hrtimer_wakeup
     0.00%     0.00%  ReadStage-85     [kernel.kallsyms]                   [k] wake_up_process
     0.00%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] should_failslab
     0.00%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] mempool_alloc
     0.00%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] mempool_alloc_slab
     0.00%     0.00%  ReadStage-66     [kernel.kallsyms]                   [k] unlock_page
     0.00%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] __blk_queue_split
     0.00%     0.00%  ReadStage-5      [kernel.kallsyms]                   [k] select_task_rq_fair
     0.00%     0.00%  ReadStage-52     [kernel.kallsyms]                   [k] resched_curr
     0.00%     0.00%  ReadStage-52     [kernel.kallsyms]                   [k] ttwu_do_wakeup
     0.00%     0.00%  ReadStage-30     [kernel.kallsyms]                   [k] cpumask_next
     0.00%     0.00%  ReadStage-26     [kernel.kallsyms]                   [k] security_task_prctl
     0.00%     0.00%  Thread-54        [kernel.kallsyms]                   [k] __hrtimer_run_queues
     0.00%     0.00%  Thread-54        [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  Thread-54        [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  Thread-54        [kernel.kallsyms]                   [k] enqueue_entity
     0.00%     0.00%  Thread-54        [kernel.kallsyms]                   [k] enqueue_task_fair
     0.00%     0.00%  Thread-54        [kernel.kallsyms]                   [k] hrtimer_interrupt
     0.00%     0.00%  Thread-54        [kernel.kallsyms]                   [k] hrtimer_wakeup
     0.00%     0.00%  Thread-54        [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  Thread-54        [kernel.kallsyms]                   [k] wake_up_process
     0.00%     0.00%  Thread-60        [kernel.kallsyms]                   [k] save_fpregs_to_fpstate
     0.00%     0.00%  Thread-12        [kernel.kallsyms]                   [k] update_min_vruntime
     0.00%     0.00%  Thread-128       [kernel.kallsyms]                   [k] __update_load_avg_se
     0.00%     0.00%  Thread-128       [kernel.kallsyms]                   [k] update_load_avg
     0.00%     0.00%  ReadStage-97     [kernel.kallsyms]                   [k] mem_cgroup_from_task
     0.00%     0.00%  ReadStage-74     [kernel.kallsyms]                   [k] down_read
     0.00%     0.00%  ScheduledFastTa  [kernel.kallsyms]                   [k] finish_task_switch.isra.0
     0.00%     0.00%  ReadStage-41     [kernel.kallsyms]                   [k] attach_entity_load_avg
     0.00%     0.00%  ReadStage-64     [JIT] tid 2176                      [.] 0x00007fc771488ff0
     0.00%     0.00%  Thread-12        [kernel.kallsyms]                   [k] __calc_delta
     0.00%     0.00%  kworker/u96:0-e  [kernel.kallsyms]                   [k] __mod_node_page_state
     0.00%     0.00%  ReadStage-96     [kernel.kallsyms]                   [k] mempool_alloc
     0.00%     0.00%  ReadStage-68     [kernel.kallsyms]                   [k] __wake_up_common
     0.00%     0.00%  ReadStage-68     [kernel.kallsyms]                   [k] __wake_up_locked_key_bookmark
     0.00%     0.00%  ReadStage-68     [kernel.kallsyms]                   [k] unlock_page
     0.00%     0.00%  ReadStage-68     [kernel.kallsyms]                   [k] wake_page_function
     0.00%     0.00%  ReadStage-68     [kernel.kallsyms]                   [k] wake_up_page_bit
     0.00%     0.00%  ReadStage-68     [kernel.kallsyms]                   [k] wake_up_state
     0.00%     0.00%  ReadStage-37     [JIT] tid 2176                      [.] 0x00007fc772811a33
     0.00%     0.00%  ReadStage-147    [kernel.kallsyms]                   [k] pick_next_task_fair
     0.00%     0.00%  ReadStage-102    [kernel.kallsyms]                   [k] psi_task_change
     0.00%     0.00%  ReadStage-38     [kernel.kallsyms]                   [k] __blk_mq_sched_bio_merge
     0.00%     0.00%  ReadStage-55     [kernel.kallsyms]                   [k] memset_erms
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] arch_local_irq_disable
     0.00%     0.00%  ReadStage-58     [kernel.kallsyms]                   [k] inode_congested
     0.00%     0.00%  ReadStage-44     [JIT] tid 2176                      [.] 0x00007fc7733b5248
     0.00%     0.00%  ReadStage-85     [kernel.kallsyms]                   [k] exit_to_user_mode_prepare
     0.00%     0.00%  ReadStage-85     [kernel.kallsyms]                   [k] syscall_exit_to_user_mode
     0.00%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] set_task_cpu
     0.00%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] __read_end_io
     0.00%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] __wake_up_common
     0.00%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] __wake_up_locked_key_bookmark
     0.00%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] bio_endio
     0.00%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] mpage_end_io
     0.00%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] unlock_page
     0.00%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] wake_page_function
     0.00%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] wake_up_page_bit
     0.00%     0.00%  ReadStage-46     [kernel.kallsyms]                   [k] wake_up_state
     0.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] skb_clone_tx_timestamp
     0.00%     0.00%  ReadStage-13     [kernel.kallsyms]                   [k] cpufreq_driver_resolve_freq
     0.00%     0.00%  ReadStage-13     [kernel.kallsyms]                   [k] sugov_update_single_freq
     0.00%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] resched_curr
     0.00%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] check_preempt_curr
     0.00%     0.00%  ReadStage-18     [kernel.kallsyms]                   [k] ttwu_do_wakeup
     0.00%     0.00%  ReadStage-15     [kernel.kallsyms]                   [k] down_read_trylock
     0.00%     0.00%  ReadStage-53     [kernel.kallsyms]                   [k] memset_erms
     0.00%     0.00%  ReadStage-149    [JIT] tid 2176                      [.] 0x00007fc772be7247
     0.00%     0.00%  Thread-97        [kernel.kallsyms]                   [k] hrtimer_wakeup
     0.00%     0.00%  Thread-97        [kernel.kallsyms]                   [k] migrate_task_rq_fair
     0.00%     0.00%  Thread-97        [kernel.kallsyms]                   [k] remove_entity_load_avg
     0.00%     0.00%  Thread-97        [kernel.kallsyms]                   [k] set_task_cpu
     0.00%     0.00%  Thread-97        [kernel.kallsyms]                   [k] try_to_wake_up
     0.00%     0.00%  Thread-97        [kernel.kallsyms]                   [k] wake_up_process
     0.00%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] __x86_indirect_thunk_rax
     0.00%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] hrtimer_reprogram
     0.00%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] lapic_next_deadline
     0.00%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] tick_program_event
     0.00%     0.00%  Thread-111       [kernel.kallsyms]                   [k] update_blocked_averages
     0.00%     0.00%  Thread-111       [kernel.kallsyms]                   [k] __softirqentry_text_start
     0.00%     0.00%  Thread-111       [kernel.kallsyms]                   [k] irq_exit_rcu
     0.00%     0.00%  Thread-111       [kernel.kallsyms]                   [k] run_rebalance_domains
     0.00%     0.00%  Thread-141       [kernel.kallsyms]                   [k] hash_futex
     0.00%     0.00%  ReadStage-58     [kernel.kallsyms]                   [k] reweight_entity
     0.00%     0.00%  ReadStage-8      [kernel.kallsyms]                   [k] task_tick_fair
     0.00%     0.00%  ReadStage-73     [kernel.kallsyms]                   [k] flush_tlb_func
     0.00%     0.00%  ReadStage-64     [kernel.kallsyms]                   [k] perf_output_begin
     0.00%     0.00%  Thread-130       [kernel.kallsyms]                   [k] __rdgsbase_inactive
     0.00%     0.00%  ReadStage-51     [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  ReadStage-51     [kernel.kallsyms]                   [k] blk_cgroup_bio_start
     0.00%     0.00%  ReadStage-51     [kernel.kallsyms]                   [k] submit_bio_checks
     0.00%     0.00%  Thread-114       [kernel.kallsyms]                   [k] migrate_task_rq_fair
     0.00%     0.00%  Thread-114       [kernel.kallsyms]                   [k] set_task_cpu
     0.00%     0.00%  ReadStage-145    [kernel.kallsyms]                   [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  ReadStage-145    [kernel.kallsyms]                   [k] __mem_cgroup_charge
     0.00%     0.00%  ReadStage-145    [kernel.kallsyms]                   [k] _raw_spin_lock_irqsave
     0.00%     0.00%  ReadStage-145    [kernel.kallsyms]                   [k] cgroup_rstat_updated
     0.00%     0.00%  ReadStage-145    [kernel.kallsyms]                   [k] charge_memcg
     0.00%     0.00%  ReadStage-145    [kernel.kallsyms]                   [k] mem_cgroup_charge_statistics.constprop.0
     0.00%     0.00%  ReadStage-60     [kernel.kallsyms]                   [k] hrtimer_sleeper_start_expires
     0.00%     0.00%  ReadStage-60     [kernel.kallsyms]                   [k] hrtimer_start_range_ns
     0.00%     0.00%  ReadStage-114    [kernel.kallsyms]                   [k] _find_next_bit
     0.00%     0.00%  ReadStage-114    [kernel.kallsyms]                   [k] select_task_rq_fair
     0.00%     0.00%  ReadStage-35     [kernel.kallsyms]                   [k] mem_cgroup_from_id
     0.00%     0.00%  ReadStage-35     [kernel.kallsyms]                   [k] idr_find
     0.00%     0.00%  ReadStage-66     [kernel.kallsyms]                   [k] native_apic_msr_eoi_write
     0.00%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] switch_mm_irqs_off
     0.00%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] asm_sysvec_reschedule_ipi
     0.00%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] irqentry_exit
     0.00%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] irqentry_exit_to_user_mode
     0.00%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] sysvec_reschedule_ipi
     0.00%     0.00%  ReadStage-47     [kernel.kallsyms]                   [k] lock_page_memcg
     0.00%     0.00%  ReadStage-119    [kernel.kallsyms]                   [k] find_vma
     0.00%     0.00%  MutationStage-6  [kernel.kallsyms]                   [k] send_call_function_single_ipi
     0.00%     0.00%  MutationStage-6  [kernel.kallsyms]                   [k] __smp_call_single_queue
     0.00%     0.00%  Thread-133       [kernel.kallsyms]                   [k] futex_wake
     0.00%     0.00%  ReadStage-21     [kernel.kallsyms]                   [k] save_fpregs_to_fpstate
     0.00%     0.00%  ReadStage-158    [kernel.kallsyms]                   [k] blk_throtl_bio
     0.00%     0.00%  ReadStage-158    [kernel.kallsyms]                   [k] submit_bio_checks
     0.00%     0.00%  java             [kernel.kallsyms]                   [k] __ptep_modify_prot_start
     0.00%     0.00%  Thread-143       [kernel.kallsyms]                   [k] switch_fpu_return
     0.00%     0.00%  ReadStage-9      [kernel.kallsyms]                   [k] bio_associate_blkg_from_css
     0.00%     0.00%  ReadStage-9      [kernel.kallsyms]                   [k] bio_associate_blkg
     0.00%     0.00%  ReadStage-90     [kernel.kallsyms]                   [k] __wake_up_common
     0.00%     0.00%  ReadStage-90     [kernel.kallsyms]                   [k] __wake_up_locked_key_bookmark
     0.00%     0.00%  ReadStage-90     [kernel.kallsyms]                   [k] unlock_page
     0.00%     0.00%  ReadStage-90     [kernel.kallsyms]                   [k] wake_page_function
     0.00%     0.00%  ReadStage-90     [kernel.kallsyms]                   [k] wake_up_page_bit
     0.00%     0.00%  ReadStage-90     [kernel.kallsyms]                   [k] wake_up_state
     0.00%     0.00%  ReadStage-53     [kernel.kallsyms]                   [k] should_fail_alloc_page
     0.00%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] xas_find
     0.00%     0.00%  ReadStage-108    [kernel.kallsyms]                   [k] entry_SYSCALL_64_safe_stack
     0.00%     0.00%  ReadStage-21     [kernel.kallsyms]                   [k] vmacache_find
     0.00%     0.00%  Thread-41        [kernel.kallsyms]                   [k] __count_memcg_events
     0.00%     0.00%  Thread-41        [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.00%     0.00%  Thread-41        [kernel.kallsyms]                   [k] do_user_addr_fault
     0.00%     0.00%  Thread-41        [kernel.kallsyms]                   [k] exc_page_fault
     0.00%     0.00%  Thread-41        [kernel.kallsyms]                   [k] handle_mm_fault
     0.00%     0.00%  ReadStage-32     [kernel.kallsyms]                   [k] __get_user_nocheck_4
     0.00%     0.00%  ReadStage-61     [kernel.kallsyms]                   [k] _raw_read_lock
     0.00%     0.00%  ReadStage-61     [kernel.kallsyms]                   [k] ext4_map_blocks
     0.00%     0.00%  ReadStage-59     [kernel.kallsyms]                   [k] native_apic_msr_eoi_write
     0.00%     0.00%  java             [kernel.kallsyms]                   [k] __mod_zone_page_state
     0.00%     0.00%  Thread-96        [kernel.kallsyms]                   [k] update_cfs_group
     0.00%     0.00%  Thread-130       [kernel.kallsyms]                   [k] native_write_msr
     0.00%     0.00%  Thread-130       [kernel.kallsyms]                   [k] cpufreq_driver_fast_switch
     0.00%     0.00%  Thread-130       [kernel.kallsyms]                   [k] intel_cpufreq_fast_switch
     0.00%     0.00%  Thread-130       [kernel.kallsyms]                   [k] sugov_update_single_freq
     0.00%     0.00%  Thread-130       [kernel.kallsyms]                   [k] update_load_avg
     0.00%     0.00%  ReadStage-83     [kernel.kallsyms]                   [k] dma_pool_alloc
     0.00%     0.00%  ReadStage-51     [JIT] tid 2176                      [.] 0x00007fc7727258bf
     0.00%     0.00%  ReadStage-85     [kernel.kallsyms]                   [k] sbitmap_queue_clear
     0.00%     0.00%  ReadStage-85     [kernel.kallsyms]                   [k] __blk_mq_free_request
     0.00%     0.00%  ReadStage-85     [kernel.kallsyms]                   [k] __handle_irq_event_percpu
     0.00%     0.00%  ReadStage-85     [kernel.kallsyms]                   [k] blk_mq_end_request
     0.00%     0.00%  ReadStage-85     [kernel.kallsyms]                   [k] blk_mq_free_request
     0.00%     0.00%  ReadStage-85     [kernel.kallsyms]                   [k] blk_mq_put_tag
     0.00%     0.00%  ReadStage-85     [kernel.kallsyms]                   [k] handle_irq_event
     0.00%     0.00%  ReadStage-85     [kernel.kallsyms]                   [k] nvme_complete_rq
     0.00%     0.00%  ReadStage-85     [kernel.kallsyms]                   [k] nvme_irq
     0.00%     0.00%  ReadStage-85     [kernel.kallsyms]                   [k] nvme_pci_complete_rq
     0.00%     0.00%  ReadStage-85     [kernel.kallsyms]                   [k] nvme_process_cq
     0.00%     0.00%  ReadStage-149    [kernel.kallsyms]                   [k] update_blocked_averages
     0.00%     0.00%  ReadStage-149    [kernel.kallsyms]                   [k] __softirqentry_text_start
     0.00%     0.00%  ReadStage-149    [kernel.kallsyms]                   [k] irq_exit_rcu
     0.00%     0.00%  ReadStage-149    [kernel.kallsyms]                   [k] run_rebalance_domains
     0.00%     0.00%  ReadStage-20     [kernel.kallsyms]                   [k] unlock_page
     0.00%     0.00%  ReadStage-133    [kernel.kallsyms]                   [k] pick_next_task_fair
     0.00%     0.00%  ReadStage-37     [kernel.kallsyms]                   [k] update_curr
     0.00%     0.00%  ReadStage-95     [kernel.kallsyms]                   [k] release_pages
     0.00%     0.00%  ReadStage-40     [kernel.kallsyms]                   [k] fscrypt_set_bio_crypt_ctx
     0.00%     0.00%  ReadStage-80     [kernel.kallsyms]                   [k] mark_wake_futex
     0.00%     0.00%  ReadStage-19     [kernel.kallsyms]                   [k] check_stack_object
     0.00%     0.00%  ReadStage-153    [kernel.kallsyms]                   [k] ext4_inode_block_valid
     0.00%     0.00%  ReadStage-153    [kernel.kallsyms]                   [k] __check_block_validity.constprop.0
     0.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] native_send_call_func_single_ipi
     0.00%     0.00%  ReadStage-60     [kernel.kallsyms]                   [k] _mix_pool_bytes
     0.00%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] bvec_free
     0.00%     0.00%  ReadStage-60     [kernel.kallsyms]                   [k] __mix_pool_bytes
     0.00%     0.00%  ReadStage-60     [kernel.kallsyms]                   [k] add_interrupt_randomness
     0.00%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] __read_end_io
     0.00%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] bio_endio
     0.00%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] bio_free
     0.00%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] bio_put
     0.00%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] blk_mq_end_request
     0.00%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] blk_update_request
     0.00%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] mpage_end_io
     0.00%     0.00%  ReadStage-93     [kernel.kallsyms]                   [k] nvme_complete_rq
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]                   [k] isolate_migratepages_block
     0.00%     0.00%  ReadStage-28     [kernel.kallsyms]                   [k] ext4_inode_block_valid
     0.00%     0.00%  ReadStage-28     [kernel.kallsyms]                   [k] __check_block_validity.constprop.0
     0.00%     0.00%  ReadStage-28     [kernel.kallsyms]                   [k] ext4_map_blocks
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]                   [k] __update_load_avg_blocked_se
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]                   [k] migrate_task_rq_fair
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]                   [k] set_task_cpu
     0.00%     0.00%  Thread-3         [kernel.kallsyms]                   [k] update_rq_clock
     0.00%     0.00%  ReadStage-127    [kernel.kallsyms]                   [k] dequeue_task
     0.00%     0.00%  ReadStage-127    [kernel.kallsyms]                   [k] io_schedule
     0.00%     0.00%  ReadStage-127    [kernel.kallsyms]                   [k] wait_on_page_bit_common
     0.00%     0.00%  ReadStage-114    [kernel.kallsyms]                   [k] perf_output_copy
     0.00%     0.00%  ReadStage-114    [kernel.kallsyms]                   [k] __do_sys_prctl
     0.00%     0.00%  ReadStage-114    [kernel.kallsyms]                   [k] __set_task_comm
     0.00%     0.00%  ReadStage-114    [kernel.kallsyms]                   [k] __x64_sys_prctl
     0.00%     0.00%  ReadStage-114    [kernel.kallsyms]                   [k] perf_event_comm
     0.00%     0.00%  ReadStage-114    [kernel.kallsyms]                   [k] perf_event_comm_output
     0.00%     0.00%  ReadStage-114    [kernel.kallsyms]                   [k] perf_iterate_sb
     0.00%     0.00%  ReadStage-128    libc.so.6                           [.] pthread_cond_signal
     0.00%     0.00%  ReadStage-128    [kernel.kallsyms]                   [k] __entry_text_start
