# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 11829649677068
#
# Children      Self  Command          Shared Object      Symbol                                               
# ........  ........  ...............  .................  .....................................................
#
     0.00%     0.00%  VM Thread        libjvm.so          [.] 0x000000000063383b
     0.00%     0.00%  Timer for 'JobT  [kernel.kallsyms]  [k] cgroup_rstat_updated
     0.00%     0.00%  kworker/22:1-ev  [kernel.kallsyms]  [k] wq_worker_running
     0.00%     0.00%  migration/3      [kernel.kallsyms]  [k] set_task_cpu
     0.00%     0.00%  migration/3      [kernel.kallsyms]  [k] active_load_balance_cpu_stop
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1796     [.] 0x00007f80bd782cab
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1667     [.] 0x00007f17bd53a419
     0.00%     0.00%  C2 CompilerThre  libc.so.6          [.] 0x00000000001b23c7
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1796     [.] 0x00007f80bd3ba4dd
     0.00%     0.00%  kworker/8:2-eve  [kernel.kallsyms]  [k] psi_task_switch
     0.00%     0.00%  kworker/25:2-mm  [kernel.kallsyms]  [k] p4d_offset
     0.00%     0.00%  kworker/41:1-ev  [kernel.kallsyms]  [k] wq_worker_running
     0.00%     0.00%  migration/22     [kernel.kallsyms]  [k] __update_load_avg_se
     0.00%     0.00%  java             [kernel.kallsyms]  [k] __bitmap_intersects
     0.00%     0.00%  kworker/33:2-ev  [kernel.kallsyms]  [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  kworker/33:2-ev  [kernel.kallsyms]  [k] find_busiest_group
     0.00%     0.00%  kworker/33:2-ev  [kernel.kallsyms]  [k] load_balance
     0.00%     0.00%  kworker/33:2-ev  [kernel.kallsyms]  [k] newidle_balance
     0.00%     0.00%  kworker/33:2-ev  [kernel.kallsyms]  [k] pick_next_task_fair
     0.00%     0.00%  kworker/0:3-eve  [kernel.kallsyms]  [k] acpi_ps_get_next_package_length
     0.00%     0.00%  SpillThread      [kernel.kallsyms]  [k] obj_cgroup_charge
     0.00%     0.00%  kworker/u97:10-  [kernel.kallsyms]  [k] calc_wheel_index
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] security_file_free
     0.00%     0.00%  kswapd0          [kernel.kallsyms]  [k] ext4_es_count
     0.00%     0.00%  SpillThread      [kernel.kallsyms]  [k] syscall_return_via_sysret
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]  [k] __virt_addr_valid
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]  [k] __check_object_size
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]  [k] __x64_sys_ioctl
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]  [k] bits_to_user
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]  [k] evdev_do_ioctl
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]  [k] evdev_ioctl
     0.00%     0.00%  kworker/8:2-eve  [kernel.kallsyms]  [k] xhci_enable_device
     0.00%     0.00%  kworker/8:2-eve  [kernel.kallsyms]  [k] xhci_setup_device
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2101     [.] 0x00007f634d7f7674
     0.00%     0.00%  python3          [kernel.kallsyms]  [k] __es_remove_extent
     0.00%     0.00%  python3          [kernel.kallsyms]  [k] ext4_bread_batch
     0.00%     0.00%  python3          [kernel.kallsyms]  [k] ext4_es_insert_extent
     0.00%     0.00%  python3          [kernel.kallsyms]  [k] ext4_getblk
     0.00%     0.00%  python3          [kernel.kallsyms]  [k] ext4_map_blocks
     0.00%     0.00%  python3          [kernel.kallsyms]  [k] open_exec
     0.00%     0.00%  kworker/4:1-eve  [kernel.kallsyms]  [k] enqueue_timer
     0.00%     0.00%  kworker/26:1-ev  [kernel.kallsyms]  [k] rcu_all_qs
     0.00%     0.00%  kworker/26:1-ev  [kernel.kallsyms]  [k] __cond_resched
     0.00%     0.00%  kworker/37:1-mm  [kernel.kallsyms]  [k] collect_percpu_times
     0.00%     0.00%  kworker/37:1-mm  [kernel.kallsyms]  [k] psi_avgs_work
     0.00%     0.00%  migration/41     [kernel.kallsyms]  [k] _raw_spin_lock_irq
     0.00%     0.00%  kworker/u96:1    [kernel.kallsyms]  [k] cpuacct_charge
     0.00%     0.00%  C2 CompilerThre  libjvm.so          [.] 0x0000000000640a76
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2067     [.] 0x00007f4371576217
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] fill_pmd
     0.00%     0.00%  C2 CompilerThre  libjvm.so          [.] 0x000000000054f7e6
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] vma_policy_mof
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] free_unref_page
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] __free_pages
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] free_pages
     0.00%     0.00%  migration/10     [kernel.kallsyms]  [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/10     [kernel.kallsyms]  [k] find_busiest_group
     0.00%     0.00%  migration/10     [kernel.kallsyms]  [k] load_balance
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]  [k] cpumask_next_and
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] remove_vma
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] vm_area_free
     0.00%     0.00%  migration/2      [kernel.kallsyms]  [k] psi_flags_change
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] edid_firmware+0x8000000330c8
     0.00%     0.00%  migration/43     [kernel.kallsyms]  [k] sugov_update_single_freq
     0.00%     0.00%  migration/43     [kernel.kallsyms]  [k] enqueue_task_fair
     0.00%     0.00%  migration/43     [kernel.kallsyms]  [k] migration_cpu_stop
     0.00%     0.00%  migration/43     [kernel.kallsyms]  [k] move_queued_task
     0.00%     0.00%  migration/32     [kernel.kallsyms]  [k] __switch_to
     0.00%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] switch_mm_irqs_off
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] rwsem_wake.isra.0
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2101     [.] 0x00007f634d440ec2
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] pud_val
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] hugepage_vma_check
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] __update_load_avg_cfs_rq
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] mutex_lock
     0.00%     0.00%  kworker/8:2-eve  [kernel.kallsyms]  [k] strnlen
     0.00%     0.00%  python3          [kernel.kallsyms]  [k] page_add_file_rmap
     0.00%     0.00%  python3          [kernel.kallsyms]  [k] do_set_pte
     0.00%     0.00%  migration/28     [kernel.kallsyms]  [k] balance_dl
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]  [k] marvell_enable+0x800000013cf4
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]  [k] __seccomp_filter
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] sched_slice
     0.00%     0.00%  VM Thread        libjvm.so          [.] 0x0000000000658ec5
     0.00%     0.00%  kworker/14:1-ev  [kernel.kallsyms]  [k] __switch_to
     0.00%     0.00%  migration/36     [kernel.kallsyms]  [k] pick_next_task_fair
     0.00%     0.00%  migration/36     [kernel.kallsyms]  [k] __pick_next_task_fair
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] kmem_cache_alloc_trace
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1970     [.] 0x00007fb1250523ab
     0.00%     0.00%  kworker/u97:13-  [kernel.kallsyms]  [k] scsi_mq_get_budget
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2067     [.] 0x00007f43710008bb
     0.00%     0.00%  migration/15     [kernel.kallsyms]  [k] update_curr
     0.00%     0.00%  migration/35     [kernel.kallsyms]  [k] __update_load_avg_cfs_rq
     0.00%     0.00%  kworker/u96:1    [kernel.kallsyms]  [k] __es_tree_search.isra.0
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] acpi_hw_low_set_gpe
     0.00%     0.00%  kworker/17:1-ev  [kernel.kallsyms]  [k] update_curr
     0.00%     0.00%  kworker/17:1-ev  [kernel.kallsyms]  [k] dequeue_entity
     0.00%     0.00%  kworker/17:1-ev  [kernel.kallsyms]  [k] dequeue_task
     0.00%     0.00%  usb-storage      [kernel.kallsyms]  [k] usb_hcd_map_urb_for_dma
     0.00%     0.00%  kworker/44:1-mm  [kernel.kallsyms]  [k] update_curr
     0.00%     0.00%  Finalizer        [kernel.kallsyms]  [k] balance_fair
     0.00%     0.00%  Finalizer        [kernel.kallsyms]  [k] migrate_task_to
     0.00%     0.00%  Finalizer        [kernel.kallsyms]  [k] stop_one_cpu
     0.00%     0.00%  java             [kernel.kallsyms]  [k] inc_rlimit_get_ucounts
     0.00%     0.00%  java             [kernel.kallsyms]  [k] __bad_area
     0.00%     0.00%  java             [kernel.kallsyms]  [k] __bad_area_nosemaphore
     0.00%     0.00%  java             [kernel.kallsyms]  [k] __send_signal
     0.00%     0.00%  java             [kernel.kallsyms]  [k] __sigqueue_alloc
     0.00%     0.00%  java             [kernel.kallsyms]  [k] bad_area_access_error
     0.00%     0.00%  java             [kernel.kallsyms]  [k] force_sig_fault
     0.00%     0.00%  java             [kernel.kallsyms]  [k] force_sig_info_to_task
     0.00%     0.00%  java             [kernel.kallsyms]  [k] send_signal
     0.00%     0.00%  migration/1      [kernel.kallsyms]  [k] rb_next
     0.00%     0.00%  migration/1      [kernel.kallsyms]  [k] __pick_next_task_fair
     0.00%     0.00%  migration/1      [kernel.kallsyms]  [k] pick_next_task_fair
     0.00%     0.00%  kswapd1          [kernel.kallsyms]  [k] mb_cache_count
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1571     [.] 0x00007fcfd1013586
     0.00%     0.00%  migration/15     [kernel.kallsyms]  [k] stop_machine_yield
     0.00%     0.00%  migration/0      [kernel.kallsyms]  [k] rb_erase
     0.00%     0.00%  python3          [kernel.kallsyms]  [k] mntput_no_expire
     0.00%     0.00%  python3          [kernel.kallsyms]  [k] mntput
     0.00%     0.00%  python3          [kernel.kallsyms]  [k] path_put
     0.00%     0.00%  kworker/22:1-ev  [kernel.kallsyms]  [k] switch_mm_irqs_off
     0.00%     0.00%  C2 CompilerThre  libc.so.6          [.] 0x00000000001b2559
     0.00%     0.00%  multipathd       [kernel.kallsyms]  [k] pick_next_task_rt
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1473     [.] 0x00007f3425a14e58
     0.00%     0.00%  kworker/33:2-ev  [kernel.kallsyms]  [k] __switch_to
     0.00%     0.00%  kworker/3:2-eve  [kernel.kallsyms]  [k] set_next_entity
     0.00%     0.00%  kworker/3:2-eve  [kernel.kallsyms]  [k] update_load_avg
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] rwsem_down_write_slowpath
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] rwsem_spin_on_owner
     0.00%     0.00%  C2 CompilerThre  libjvm.so          [.] 0x0000000000640df1
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] ext4_claim_free_clusters
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] find_idlest_group
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] __do_sys_clone
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] __x64_sys_clone
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] kernel_clone
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] select_task_rq_fair
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] wake_up_new_task
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] __page_cache_release
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] queued_spin_unlock
     0.00%     0.00%  C1 CompilerThre  libc.so.6          [.] 0x00000000000a5b31
     0.00%     0.00%  migration/33     [kernel.kallsyms]  [k] psi_task_change
     0.00%     0.00%  Finalizer        [kernel.kallsyms]  [k] update_load_avg
     0.00%     0.00%  kworker/0:3-eve  [kernel.kallsyms]  [k] __raw_callee_save___native_queued_spin_unlock
     0.00%     0.00%  C2 CompilerThre  libjvm.so          [.] 0x000000000064074f
     0.00%     0.00%  SpillThread      [kernel.kallsyms]  [k] pmd_huge
     0.00%     0.00%  migration/25     [kernel.kallsyms]  [k] pull_rt_task
     0.00%     0.00%  kworker/12:1-mm  [kernel.kallsyms]  [k] next_zone
     0.00%     0.00%  C2 CompilerThre  libjvm.so          [.] 0x000000000054f107
     0.00%     0.00%  VM Periodic Tas  [kernel.kallsyms]  [k] native_apic_msr_eoi_write
     0.00%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]  [k] __slab_free
     0.00%     0.00%  java             [kernel.kallsyms]  [k] __sk_mem_raise_allocated
     0.00%     0.00%  java             [kernel.kallsyms]  [k] __udp4_lib_rcv
     0.00%     0.00%  java             [kernel.kallsyms]  [k] __udp_enqueue_schedule_skb
     0.00%     0.00%  java             [kernel.kallsyms]  [k] mem_cgroup_charge_skmem
     0.00%     0.00%  java             [kernel.kallsyms]  [k] udp_queue_rcv_one_skb
     0.00%     0.00%  java             [kernel.kallsyms]  [k] udp_queue_rcv_skb
     0.00%     0.00%  java             [kernel.kallsyms]  [k] udp_rcv
     0.00%     0.00%  java             [kernel.kallsyms]  [k] udp_unicast_rcv_skb
     0.00%     0.00%  kworker/0:3-eve  [kernel.kallsyms]  [k] acpi_ds_load2_begin_op
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] __kmalloc_track_caller
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] dev_uevent
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] device_get_devnode
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] kasprintf
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] kvasprintf
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] usb_devnode
     0.00%     0.00%  multipathd       [kernel.kallsyms]  [k] __fget_files
     0.00%     0.00%  multipathd       [kernel.kallsyms]  [k] __fdget
     0.00%     0.00%  multipathd       [kernel.kallsyms]  [k] __fget_light
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] map_id_up
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] __unix_dgram_recvmsg
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] kfree
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] skb_free_head
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] skb_release_data
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] unix_dgram_recvmsg
     0.00%     0.00%  C2 CompilerThre  libjvm.so          [.] 0x0000000000639eeb
     0.00%     0.00%  kworker/33:1-ev  [kernel.kallsyms]  [k] __switch_to_asm
     0.00%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]  [k] __pagevec_lru_add
     0.00%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]  [k] lru_cache_add
     0.00%     0.00%  systemd          [kernel.kallsyms]  [k] kmem_cache_alloc
     0.00%     0.00%  systemd          [kernel.kallsyms]  [k] __alloc_file
     0.00%     0.00%  systemd          [kernel.kallsyms]  [k] alloc_empty_file
     0.00%     0.00%  systemd          [kernel.kallsyms]  [k] security_file_alloc
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1796     [.] 0x00007f80bd3ba314
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1442     [.] 0x00007ff22159b77b
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] apparmor_file_alloc_security
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] security_prepare_creds
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] prepare_creds
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] security_file_alloc
     0.00%     0.00%  migration/19     [kernel.kallsyms]  [k] rb_erase
     0.00%     0.00%  migration/19     [kernel.kallsyms]  [k] set_next_entity
     0.00%     0.00%  kworker/0:3-eve  [kernel.kallsyms]  [k] kthread_data
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] osq_lock
     0.00%     0.00%  migration/22     [kernel.kallsyms]  [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/22     [kernel.kallsyms]  [k] balance_fair
     0.00%     0.00%  migration/22     [kernel.kallsyms]  [k] find_busiest_group
     0.00%     0.00%  migration/22     [kernel.kallsyms]  [k] load_balance
     0.00%     0.00%  migration/22     [kernel.kallsyms]  [k] newidle_balance
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] lru_add_drain
     0.00%     0.00%  Timer for 'JobT  [kernel.kallsyms]  [k] _find_first_zero_bit
     0.00%     0.00%  kworker/u97:10-  [kernel.kallsyms]  [k] con_is_visible
     0.00%     0.00%  kworker/u97:10-  [kernel.kallsyms]  [k] is_console_locked
     0.00%     0.00%  kworker/42:1-ev  [kernel.kallsyms]  [k] kfree
     0.00%     0.00%  kworker/42:1-ev  [kernel.kallsyms]  [k] kvfree
     0.00%     0.00%  java             [kernel.kallsyms]  [k] dev_gro_receive
     0.00%     0.00%  java             [kernel.kallsyms]  [k] napi_gro_receive
     0.00%     0.00%  migration/20     [kernel.kallsyms]  [k] finish_task_switch.isra.0
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] _raw_write_lock_irq
     0.00%     0.00%  kworker/29:2-mm  [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kworker/29:2-mm  [kernel.kallsyms]  [k] add_timer_on
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] split_vma
     0.00%     0.00%  ksoftirqd/8      [kernel.kallsyms]  [k] blk_stat_add
     0.00%     0.00%  migration/2      [kernel.kallsyms]  [k] set_next_entity
     0.00%     0.00%  kworker/46:1-mm  [kernel.kallsyms]  [k] calc_wheel_index
     0.00%     0.00%  migration/32     [kernel.kallsyms]  [k] dequeue_task_fair
     0.00%     0.00%  kworker/34:2-mm  [kernel.kallsyms]  [k] wq_worker_running
     0.00%     0.00%  java             libc.so.6          [.] 0x00000000001b23f5
     0.00%     0.00%  Timer for 'JobT  [kernel.kallsyms]  [k] migrate_page_move_mapping
     0.00%     0.00%  VM Periodic Tas  [kernel.kallsyms]  [k] ext4_inode_table
     0.00%     0.00%  Reference Handl  [JIT] tid 1881     [.] 0x00007f9355378640
     0.00%     0.00%  kworker/40:1-ev  [kernel.kallsyms]  [k] switch_mm_irqs_off
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1970     [.] 0x00007fb1255df78b
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1473     [.] 0x00007f34250523fa
     0.00%     0.00%  multipathd       [kernel.kallsyms]  [k] __x64_sys_poll
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1442     [.] 0x00007ff2210523c2
     0.00%     0.00%  kworker/41:1-ev  [kernel.kallsyms]  [k] lock_timer_base
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] plist_del
     0.00%     0.00%  multipathd       [kernel.kallsyms]  [k] read_tsc
     0.00%     0.00%  kworker/u97:12-  [kernel.kallsyms]  [k] fb_pad_aligned_buffer
     0.00%     0.00%  SpillThread      [JIT] tid 1473     [.] 0x00007f34250135be
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] rcu_segcblist_pend_cbs
     0.00%     0.00%  migration/43     [kernel.kallsyms]  [k] set_next_entity
     0.00%     0.00%  migration/43     [kernel.kallsyms]  [k] __pick_next_task_fair
     0.00%     0.00%  migration/43     [kernel.kallsyms]  [k] pick_next_task_fair
     0.00%     0.00%  Timer for 'JobT  [JIT] tid 1442     [.] 0x00007ff221024783
     0.00%     0.00%  migration/35     [kernel.kallsyms]  [k] rb_insert_color
     0.00%     0.00%  migration/7      [kernel.kallsyms]  [k] update_cfs_group
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] ext4_inode_table
     0.00%     0.00%  java             [kernel.kallsyms]  [k] i40e_process_skb_fields
     0.00%     0.00%  kworker/22:1-ev  [kernel.kallsyms]  [k] strnlen
     0.00%     0.00%  kworker/22:1-ev  [kernel.kallsyms]  [k] worker_enter_idle
     0.00%     0.00%  C2 CompilerThre  libjvm.so          [.] 0x0000000000929e20
     0.00%     0.00%  kworker/u98:2-e  [kernel.kallsyms]  [k] get_nr_dirty_inodes
     0.00%     0.00%  kworker/6:2-eve  [kernel.kallsyms]  [k] __switch_to_asm
     0.00%     0.00%  migration/26     [kernel.kallsyms]  [k] stop_machine_yield
     0.00%     0.00%  LocalJobRunner   libc.so.6          [.] 0x00000000001b296f
     0.00%     0.00%  migration/12     [kernel.kallsyms]  [k] rb_next
     0.00%     0.00%  java             [JIT] tid 2067     [.] 0x00007f437168da76
     0.00%     0.00%  Finalizer        [kernel.kallsyms]  [k] __wait_for_common
     0.00%     0.00%  Finalizer        [kernel.kallsyms]  [k] migrate_swap
     0.00%     0.00%  Finalizer        [kernel.kallsyms]  [k] stop_two_cpus
     0.00%     0.00%  Finalizer        [kernel.kallsyms]  [k] wait_for_completion
     0.00%     0.00%  kworker/39:1-ev  [kernel.kallsyms]  [k] update_curr
     0.00%     0.00%  kworker/39:1-ev  [kernel.kallsyms]  [k] dequeue_entity
     0.00%     0.00%  kworker/39:1-ev  [kernel.kallsyms]  [k] dequeue_task
     0.00%     0.00%  kworker/39:1-ev  [kernel.kallsyms]  [k] dequeue_task_fair
     0.00%     0.00%  kworker/8:2-eve  [kernel.kallsyms]  [k] space_used.isra.0
     0.00%     0.00%  kworker/8:2-eve  [kernel.kallsyms]  [k] debugfs_create_dir
     0.00%     0.00%  SpillThread      [kernel.kallsyms]  [k] __free_one_page
     0.00%     0.00%  kworker/7:2-eve  [kernel.kallsyms]  [k] free_vmap_area_noflush
     0.00%     0.00%  kworker/7:2-eve  [kernel.kallsyms]  [k] __vunmap
     0.00%     0.00%  kworker/7:2-eve  [kernel.kallsyms]  [k] free_work
     0.00%     0.00%  VM Periodic Tas  [kernel.kallsyms]  [k] can_migrate_task
     0.00%     0.00%  kworker/35:2-ev  [kernel.kallsyms]  [k] kthread_data
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1747     [.] 0x00007f7f0d58c567
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] crc_1
     0.00%     0.00%  migration/27     [kernel.kallsyms]  [k] psi_task_switch
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1473     [.] 0x00007f3425663b26
     0.00%     0.00%  kworker/31:2-mm  [kernel.kallsyms]  [k] __free_one_page
     0.00%     0.00%  kworker/u97:10-  [kernel.kallsyms]  [k] desc_read
     0.00%     0.00%  kworker/u97:10-  [kernel.kallsyms]  [k] _prb_read_valid
     0.00%     0.00%  kworker/u97:10-  [kernel.kallsyms]  [k] console_unlock
     0.00%     0.00%  kworker/u97:10-  [kernel.kallsyms]  [k] prb_read_valid
     0.00%     0.00%  kworker/18:1-ev  [kernel.kallsyms]  [k] nsecs_to_jiffies
     0.00%     0.00%  migration/28     [kernel.kallsyms]  [k] load_new_mm_cr3
     0.00%     0.00%  migration/28     [kernel.kallsyms]  [k] switch_mm_irqs_off
     0.00%     0.00%  C2 CompilerThre  libjvm.so          [.] 0x0000000000638b8a
     0.00%     0.00%  migration/16     [kernel.kallsyms]  [k] update_curr
     0.00%     0.00%  migration/16     [kernel.kallsyms]  [k] enqueue_entity
     0.00%     0.00%  migration/16     [kernel.kallsyms]  [k] enqueue_task_fair
     0.00%     0.00%  LocalJobRunner   libjvm.so          [.] 0x000000000096269b
     0.00%     0.00%  kworker/3:2-eve  [kernel.kallsyms]  [k] worker_enter_idle
     0.00%     0.00%  VM Periodic Tas  [kernel.kallsyms]  [k] available_idle_cpu
     0.00%     0.00%  kworker/8:2-eve  [kernel.kallsyms]  [k] ___slab_alloc
     0.00%     0.00%  kworker/8:2-eve  [kernel.kallsyms]  [k] kmem_cache_alloc
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1473     [.] 0x00007f34256cc402
     0.00%     0.00%  kworker/39:1-ev  [kernel.kallsyms]  [k] lock_timer_base
     0.00%     0.00%  kworker/39:1-ev  [kernel.kallsyms]  [k] __queue_delayed_work
     0.00%     0.00%  kworker/39:1-ev  [kernel.kallsyms]  [k] queue_delayed_work_on
     0.00%     0.00%  migration/9      [kernel.kallsyms]  [k] touch_softlockup_watchdog
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]  [k] lru_add_drain_cpu
     0.00%     0.00%  java             [kernel.kallsyms]  [k] __x64_sys_set_robust_list
     0.00%     0.00%  SpillThread      [kernel.kallsyms]  [k] _copy_from_user
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] __smp_call_single_queue
     0.00%     0.00%  kworker/2:2-mm_  [kernel.kallsyms]  [k] cpumask_next_and
     0.00%     0.00%  communication t  [JIT] tid 2101     [.] 0x00007f634d0135b0
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1667     [.] 0x00007f17bd53a5c9
     0.00%     0.00%  SpillThread      [JIT] tid 2196     [.] 0x00007f14d50135c5
     0.00%     0.00%  migration/16     [kernel.kallsyms]  [k] swake_up_locked
     0.00%     0.00%  migration/16     [kernel.kallsyms]  [k] complete
     0.00%     0.00%  kworker/23:1-ev  [kernel.kallsyms]  [k] kmem_cache_free_bulk
     0.00%     0.00%  kworker/23:1-ev  [kernel.kallsyms]  [k] kfree_rcu_work
     0.00%     0.00%  migration/7      [kernel.kallsyms]  [k] rb_insert_color
     0.00%     0.00%  migration/7      [kernel.kallsyms]  [k] activate_task
     0.00%     0.00%  Timer for 'JobT  [kernel.kallsyms]  [k] dequeue_task_fair
     0.00%     0.00%  communication t  [JIT] tid 2196     [.] 0x00007f14d50135ef
     0.00%     0.00%  kworker/20:1-mm  [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]  [k] _find_next_bit
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]  [k] calc_wheel_index
     0.00%     0.00%  kworker/4:1-eve  [kernel.kallsyms]  [k] psi_group_change
     0.00%     0.00%  kworker/4:1-eve  [kernel.kallsyms]  [k] psi_task_switch
     0.00%     0.00%  migration/21     [kernel.kallsyms]  [k] rcu_momentary_dyntick_idle
     0.00%     0.00%  kworker/42:1-ev  [kernel.kallsyms]  [k] _find_next_bit
     0.00%     0.00%  kworker/47:1-ev  [kernel.kallsyms]  [k] calc_wheel_index
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] __page_set_anon_rmap
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] put_files_struct
     0.00%     0.00%  SpillThread      [JIT] tid 1473     [.] 0x00007f3425013594
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] __ext4_journal_start_sb
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] jbd2__journal_start
     0.00%     0.00%  kworker/8:2-eve  [kernel.kallsyms]  [k] snprintf
     0.00%     0.00%  migration/15     [kernel.kallsyms]  [k] cpufreq_this_cpu_can_update
     0.00%     0.00%  migration/15     [kernel.kallsyms]  [k] propagate_entity_cfs_rq
     0.00%     0.00%  migration/15     [kernel.kallsyms]  [k] sugov_update_single_freq
     0.00%     0.00%  kworker/17:1-ev  [kernel.kallsyms]  [k] strscpy
     0.00%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]  [k] crc_1
