# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 9401408291994
#
# Children      Self  Command          Shared Object              Symbol                                             
# ........  ........  ...............  .........................  ...................................................
#
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] fsnotify_perm.part.0
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] security_file_open
     0.00%     0.00%  VM Periodic Tas  [kernel.kallsyms]          [k] preferred_group_nid
     0.00%     0.00%  Reference Handl  [kernel.kallsyms]          [k] __switch_to
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]          [k] acpi_hw_read
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]          [k] map_id_up
     0.00%     0.00%  migration/31     [kernel.kallsyms]          [k] check_preempt_curr
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2320             [.] 0x00007f1275052405
     0.00%     0.00%  migration/27     [kernel.kallsyms]          [k] psi_group_change
     0.00%     0.00%  migration/27     [kernel.kallsyms]          [k] psi_task_change
     0.00%     0.00%  migration/19     [kernel.kallsyms]          [k] migrate_task_rq_fair
     0.00%     0.00%  migration/19     [kernel.kallsyms]          [k] set_task_cpu
     0.00%     0.00%  migration/42     [kernel.kallsyms]          [k] psi_group_change
     0.00%     0.00%  migration/42     [kernel.kallsyms]          [k] psi_task_change
     0.00%     0.00%  SpillThread      [kernel.kallsyms]          [k] syscall_return_via_sysret
     0.00%     0.00%  kdevtmpfs        [kernel.kallsyms]          [k] shmem_reserve_inode
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1841             [.] 0x00007f54eda4dab0
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]          [k] rcu_segcblist_advance
     0.00%     0.00%  kworker/0:0-eve  [kernel.kallsyms]          [k] kernfs_new_node
     0.00%     0.00%  kworker/31:2-ev  [kernel.kallsyms]          [k] __switch_to
     0.00%     0.00%  migration/25     [kernel.kallsyms]          [k] set_task_cpu
     0.00%     0.00%  migration/18     [kernel.kallsyms]          [k] newidle_balance
     0.00%     0.00%  migration/18     [kernel.kallsyms]          [k] balance_fair
     0.00%     0.00%  kworker/0:0-eve  [kernel.kallsyms]          [k] __radix_tree_lookup
     0.00%     0.00%  kworker/0:0-eve  [kernel.kallsyms]          [k] idr_find
     0.00%     0.00%  kworker/0:0-eve  [kernel.kallsyms]          [k] radix_tree_lookup
     0.00%     0.00%  java             [kernel.kallsyms]          [k] housekeeping_cpumask
     0.00%     0.00%  C2 CompilerThre  libjvm.so                  [.] 0x0000000000638b81
     0.00%     0.00%  migration/1      [kernel.kallsyms]          [k] update_blocked_averages
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2241             [.] 0x00007fcf69052410
     0.00%     0.00%  kworker/9:1-eve  [kernel.kallsyms]          [k] device_destroy
     0.00%     0.00%  kworker/9:1-eve  [kernel.kallsyms]          [k] drop_ref
     0.00%     0.00%  kworker/9:1-eve  [kernel.kallsyms]          [k] hidraw_disconnect
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]          [k] enqueue_task_stop
     0.00%     0.00%  migration/11     [kernel.kallsyms]          [k] migration_cpu_stop
     0.00%     0.00%  migration/11     [kernel.kallsyms]          [k] move_queued_task
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] detach_entity_cfs_rq
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] migrate_task_rq_fair
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]          [k] __sbq_wake_up
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]          [k] blk_mq_put_tag
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2241             [.] 0x00007fcf69593e05
     0.00%     0.00%  C2 CompilerThre  libjvm.so                  [.] 0x00000000003ec924
     0.00%     0.00%  kworker/9:1-eve  [kernel.kallsyms]          [k] __vunmap
     0.00%     0.00%  kworker/9:1-eve  [kernel.kallsyms]          [k] free_work
     0.00%     0.00%  java             [kernel.kallsyms]          [k] ext4_mb_mark_diskspace_used
     0.00%     0.00%  kworker/15:1-ev  [kernel.kallsyms]          [k] enqueue_timer
     0.00%     0.00%  kworker/5:2-eve  [kernel.kallsyms]          [k] psi_task_switch
     0.00%     0.00%  migration/37     [kernel.kallsyms]          [k] complete
     0.00%     0.00%  kworker/4:2-eve  [kernel.kallsyms]          [k] strnlen
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]          [k] __arch_override_mprotect_pkey
     0.00%     0.00%  communication t  libc.so.6                  [.] 0x0000000000094ff7
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2241             [.] 0x00007fcf696a7b21
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]          [k] __read_extent_tree_block
     0.00%     0.00%  migration/34     [kernel.kallsyms]          [k] update_rq_clock
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]          [k] is_cpu_allowed
     0.00%     0.00%  migration/24     [kernel.kallsyms]          [k] enqueue_entity
     0.00%     0.00%  migration/24     [kernel.kallsyms]          [k] enqueue_task_fair
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] create_pipe_files
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] __x64_sys_pipe2
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] do_pipe2
     0.00%     0.00%  C1 CompilerThre  libjvm.so                  [.] 0x000000000061ba68
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]          [k] attach_entity_cfs_rq
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]          [k] post_init_entity_util_avg
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]          [k] propagate_entity_cfs_rq
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]          [k] wake_up_new_task
     0.00%     0.00%  migration/40     [kernel.kallsyms]          [k] __migrate_swap_task.part.0
     0.00%     0.00%  migration/40     [kernel.kallsyms]          [k] migrate_swap_stop
     0.00%     0.00%  kworker/0:0-eve  [kernel.kallsyms]          [k] wq_worker_running
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]          [k] run_posix_cpu_timers
     0.00%     0.00%  kworker/25:1-mm  [kernel.kallsyms]          [k] wq_worker_running
     0.00%     0.00%  Sampler Reader   [kernel.kallsyms]          [k] css_set_move_task
     0.00%     0.00%  communication t  [kernel.kallsyms]          [k] arch_local_irq_disable
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]          [k] update_vsyscall
     0.00%     0.00%  kworker/16:1H    [kernel.kallsyms]          [k] blk_mq_queue_tag_busy_iter
     0.00%     0.00%  kworker/16:1H    [kernel.kallsyms]          [k] blk_mq_timeout_work
     0.00%     0.00%  kworker/16:1H    [kernel.kallsyms]          [k] kthread
     0.00%     0.00%  kworker/16:1H    [kernel.kallsyms]          [k] process_one_work
     0.00%     0.00%  kworker/16:1H    [kernel.kallsyms]          [k] ret_from_fork
     0.00%     0.00%  kworker/16:1H    [kernel.kallsyms]          [k] worker_thread
     0.00%     0.00%  SpillThread      [kernel.kallsyms]          [k] remove_migration_pte
     0.00%     0.00%  Reference Handl  [kernel.kallsyms]          [k] pmd_page_vaddr
     0.00%     0.00%  C2 CompilerThre  libc.so.6                  [.] brk
     0.00%     0.00%  LocalJobRunner   libc.so.6                  [.] 0x00000000001b2946
     0.00%     0.00%  migration/4      [kernel.kallsyms]          [k] _raw_spin_lock_irqsave
     0.00%     0.00%  migration/4      [kernel.kallsyms]          [k] complete
     0.00%     0.00%  kworker/26:2-mm  [kernel.kallsyms]          [k] pick_next_task_fair
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]          [k] __dev_queue_xmit
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]          [k] __ip_finish_output
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]          [k] __sys_sendto
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]          [k] __x64_sys_sendto
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]          [k] dev_queue_xmit
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]          [k] inet_sendmsg
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]          [k] ip_finish_output
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]          [k] ip_finish_output2
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]          [k] ip_output
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]          [k] ip_send_skb
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]          [k] neigh_resolve_output
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]          [k] sch_direct_xmit
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]          [k] sock_sendmsg
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]          [k] udp_send_skb
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]          [k] udp_sendmsg
     0.00%     0.00%  java             [kernel.kallsyms]          [k] apparmor_task_free
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]          [k] __zone_watermark_ok
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] intel_pmu_disable_all
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]          [k] pgd_none
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1478             [.] 0x00007fd9a566e5b7
     0.00%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]          [k] crc_10
     0.00%     0.00%  migration/19     [kernel.kallsyms]          [k] migration_cpu_stop
     0.00%     0.00%  migration/19     [kernel.kallsyms]          [k] move_queued_task
     0.00%     0.00%  usb-storage      [kernel.kallsyms]          [k] wait_for_completion_interruptible_timeout
     0.00%     0.00%  Sampler Reader   [JIT] tid 1888             [.] 0x00007fe2fd74f540
     0.00%     0.00%  C2 CompilerThre  libjvm.so                  [.] 0x000000000041fbd4
     0.00%     0.00%  migration/42     [kernel.kallsyms]          [k] dequeue_task
     0.00%     0.00%  migration/0      [kernel.kallsyms]          [k] set_task_cpu
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]          [k] process_timeout
     0.00%     0.00%  migration/8      [kernel.kallsyms]          [k] cpu_stop_should_run
     0.00%     0.00%  multipathd       [kernel.kallsyms]          [k] sugov_update_single_freq
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]          [k] x2apic_send_IPI
     0.00%     0.00%  kworker/u97:12-  [kernel.kallsyms]          [k] enqueue_entity
     0.00%     0.00%  kworker/u97:12-  [kernel.kallsyms]          [k] enqueue_task_fair
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]          [k] page_mapping
     0.00%     0.00%  kworker/u96:0-e  [kernel.kallsyms]          [k] cpuacct_charge
     0.00%     0.00%  migration/22     [kernel.kallsyms]          [k] psi_task_change
     0.00%     0.00%  C2 CompilerThre  libjvm.so                  [.] 0x00000000009d7658
     0.00%     0.00%  multipathd       [kernel.kallsyms]          [k] load_new_mm_cr3
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1726             [.] 0x00007f1db57c2525
     0.00%     0.00%  kworker/0:0-eve  [kernel.kallsyms]          [k] up
     0.00%     0.00%  C2 CompilerThre  libjvm.so                  [.] 0x0000000000a05496
     0.00%     0.00%  systemd          [kernel.kallsyms]          [k] arch_get_unmapped_area_topdown
     0.00%     0.00%  systemd          [kernel.kallsyms]          [k] __x64_sys_mmap
     0.00%     0.00%  systemd          [kernel.kallsyms]          [k] do_mmap
     0.00%     0.00%  systemd          [kernel.kallsyms]          [k] get_unmapped_area
     0.00%     0.00%  systemd          [kernel.kallsyms]          [k] ksys_mmap_pgoff
     0.00%     0.00%  systemd          [kernel.kallsyms]          [k] vm_mmap_pgoff
     0.00%     0.00%  java             [kernel.kallsyms]          [k] perf_event_mmap
     0.00%     0.00%  kworker/u97:0    [kernel.kallsyms]          [k] blk_mq_get_tag
     0.00%     0.00%  kworker/u97:0    [kernel.kallsyms]          [k] blk_get_request
     0.00%     0.00%  kworker/u97:0    [kernel.kallsyms]          [k] blk_mq_alloc_request
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]          [k] psi_flags_change
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]          [k] console_unlock
     0.00%     0.00%  kworker/41:2-ev  [kernel.kallsyms]          [k] psi_task_switch
     0.00%     0.00%  kworker/0:0-eve  [kernel.kallsyms]          [k] acpi_ps_get_next_namestring
     0.00%     0.00%  kworker/41:2-ev  [kernel.kallsyms]          [k] collect_percpu_times
     0.00%     0.00%  kworker/41:2-ev  [kernel.kallsyms]          [k] psi_avgs_work
     0.00%     0.00%  kworker/47:2-ev  [kernel.kallsyms]          [k] next_zone
     0.00%     0.00%  kworker/30:1H-k  [kernel.kallsyms]          [k] blk_mq_queue_tag_busy_iter
     0.00%     0.00%  kworker/30:1H-k  [kernel.kallsyms]          [k] blk_mq_timeout_work
     0.00%     0.00%  kworker/30:1H-k  [kernel.kallsyms]          [k] kthread
     0.00%     0.00%  kworker/30:1H-k  [kernel.kallsyms]          [k] process_one_work
     0.00%     0.00%  kworker/30:1H-k  [kernel.kallsyms]          [k] ret_from_fork
     0.00%     0.00%  kworker/30:1H-k  [kernel.kallsyms]          [k] worker_thread
     0.00%     0.00%  Sampler Reader   [kernel.kallsyms]          [k] ___slab_alloc
     0.00%     0.00%  kworker/33:2-mm  [kernel.kallsyms]          [k] drm_gem_vmap
     0.00%     0.00%  kworker/33:2-mm  [kernel.kallsyms]          [k] drm_fb_helper_damage_work
     0.00%     0.00%  SpillThread      [kernel.kallsyms]          [k] __page_set_anon_rmap
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] __x64_sys_epoll_ctl
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] do_epoll_ctl
     0.00%     0.00%  migration/47     [kernel.kallsyms]          [k] __switch_to_asm
     0.00%     0.00%  kworker/15:1-ev  [kernel.kallsyms]          [k] dequeue_entity
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]          [k] memcg_slab_free_hook
     0.00%     0.00%  kworker/5:2-eve  [kernel.kallsyms]          [k] strscpy
     0.00%     0.00%  C2 CompilerThre  libc.so.6                  [.] 0x00000000000951b5
     0.00%     0.00%  SpillThread      [kernel.kallsyms]          [k] exit_shm
     0.00%     0.00%  migration/30     [kernel.kallsyms]          [k] iterate_groups
     0.00%     0.00%  migration/30     [kernel.kallsyms]          [k] psi_task_switch
     0.00%     0.00%  SpillThread      [kernel.kallsyms]          [k] obj_cgroup_uncharge
     0.00%     0.00%  Reference Handl  [kernel.kallsyms]          [k] enqueue_task_fair
     0.00%     0.00%  kworker/35:2-mm  [kernel.kallsyms]          [k] drain_zone_pages
     0.00%     0.00%  C2 CompilerThre  libjvm.so                  [.] 0x0000000000949550
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2241             [.] 0x00007fcf693b325e
     0.00%     0.00%  multipathd       [kernel.kallsyms]          [k] __switch_to
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1600             [.] 0x00007f86bd522044
     0.00%     0.00%  kworker/26:2-mm  [kernel.kallsyms]          [k] __free_one_page
     0.00%     0.00%  LocalJobRunner   libc.so.6                  [.] 0x00000000001b2732
     0.00%     0.00%  java             [kernel.kallsyms]          [k] xas_start
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]          [k] task_scan_start
     0.00%     0.00%  migration/11     [kernel.kallsyms]          [k] set_task_cpu
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]          [k] skb_release_data
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2179             [.] 0x00007feced9d853d
     0.00%     0.00%  multipathd       [kernel.kallsyms]          [k] timerqueue_add
     0.00%     0.00%  multipathd       [kernel.kallsyms]          [k] enqueue_hrtimer
     0.00%     0.00%  multipathd       [kernel.kallsyms]          [k] hrtimer_start_range_ns
     0.00%     0.00%  kworker/1:3-eve  [kernel.kallsyms]          [k] __free_one_page
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]          [k] generic_file_open
     0.00%     0.00%  Finalizer        [kernel.kallsyms]          [k] __x64_sys_close
     0.00%     0.00%  migration/31     [kernel.kallsyms]          [k] psi_task_change
     0.00%     0.00%  kworker/32:1-mm  [kernel.kallsyms]          [k] next_zone
     0.00%     0.00%  org.apache.hado  [kernel.kallsyms]          [k] asm_exc_page_fault
     0.00%     0.00%  org.apache.hado  [kernel.kallsyms]          [k] do_user_addr_fault
     0.00%     0.00%  org.apache.hado  [kernel.kallsyms]          [k] exc_page_fault
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1726             [.] 0x00007f1db534ff01
     0.00%     0.00%  communication t  [kernel.kallsyms]          [k] cpumask_next_wrap
     0.00%     0.00%  migration/11     [kernel.kallsyms]          [k] psi_group_change
     0.00%     0.00%  localfetcher#1   [JIT] tid 1680             [.] 0x00007f8841a5a491
     0.00%     0.00%  java             [kernel.kallsyms]          [k] dev_gro_receive
     0.00%     0.00%  usb-storage      [kernel.kallsyms]          [k] schedule_timeout
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]          [k] evdev_open
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]          [k] chrdev_open
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]          [k] do_dentry_open
     0.00%     0.00%  systemd-logind   [kernel.kallsyms]          [k] vfs_open
     0.00%     0.00%  kworker/0:1H-kb  [kernel.kallsyms]          [k] __calc_delta
     0.00%     0.00%  kworker/0:1H-kb  [kernel.kallsyms]          [k] dequeue_entity
     0.00%     0.00%  kworker/0:1H-kb  [kernel.kallsyms]          [k] dequeue_task
     0.00%     0.00%  kworker/0:1H-kb  [kernel.kallsyms]          [k] dequeue_task_fair
     0.00%     0.00%  migration/30     [kernel.kallsyms]          [k] cpufreq_this_cpu_can_update
     0.00%     0.00%  migration/20     [kernel.kallsyms]          [k] kthread_should_stop
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]          [k] update_numa_stats
     0.00%     0.00%  migration/7      [kernel.kallsyms]          [k] __x86_indirect_thunk_r15
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1505             [.] 0x00007fccb13fd100
     0.00%     0.00%  Finalizer        [kernel.kallsyms]          [k] find_vma
     0.00%     0.00%  kworker/21:1-ev  [kernel.kallsyms]          [k] collect_percpu_times
     0.00%     0.00%  kworker/21:1-ev  [kernel.kallsyms]          [k] psi_avgs_work
     0.00%     0.00%  kworker/9:1-eve  [kernel.kallsyms]          [k] dpm_sysfs_add
     0.00%     0.00%  kworker/9:1-eve  [kernel.kallsyms]          [k] internal_create_group
     0.00%     0.00%  kworker/9:1-eve  [kernel.kallsyms]          [k] kernfs_add_one
     0.00%     0.00%  kworker/9:1-eve  [kernel.kallsyms]          [k] kernfs_name_hash
     0.00%     0.00%  kworker/9:1-eve  [kernel.kallsyms]          [k] sysfs_create_group
     0.00%     0.00%  communication t  [JIT] tid 2179             [.] 0x00007feced0135b7
     0.00%     0.00%  SpillThread      [kernel.kallsyms]          [k] __mem_cgroup_uncharge
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]          [k] security_file_mprotect
     0.00%     0.00%  kworker/12:1-ev  [kernel.kallsyms]          [k] collect_percpu_times
     0.00%     0.00%  kworker/12:1-ev  [kernel.kallsyms]          [k] psi_avgs_work
     0.00%     0.00%  InMemoryMerger   [JIT] tid 1680             [.] 0x00007f8841e51bda
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]          [k] put_prev_entity
     0.00%     0.00%  java             [kernel.kallsyms]          [k] is_ucounts_overlimit
     0.00%     0.00%  SpillThread      [kernel.kallsyms]          [k] mpol_misplaced
     0.00%     0.00%  C2 CompilerThre  libc.so.6                  [.] 0x00000000000a5b37
     0.00%     0.00%  migration/37     [kernel.kallsyms]          [k] __schedule
     0.00%     0.00%  kworker/u98:0-e  [kernel.kallsyms]          [k] mpage_release_unused_pages
     0.00%     0.00%  java             [kernel.kallsyms]          [k] ktime_add_safe
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1726             [.] 0x00007f1db55288ea
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]          [k] flush_tlb_func
     0.00%     0.00%  Sampler Reader   [kernel.kallsyms]          [k] _mix_pool_bytes
     0.00%     0.00%  migration/1      [kernel.kallsyms]          [k] enqueue_task
     0.00%     0.00%  kworker/35:2-mm  [kernel.kallsyms]          [k] switch_mm_irqs_off
     0.00%     0.00%  kworker/18:1-mm  [kernel.kallsyms]          [k] queue_delayed_work_on
     0.00%     0.00%  SpillThread      [kernel.kallsyms]          [k] try_to_migrate_one
     0.00%     0.00%  kworker/28:2-mm  [kernel.kallsyms]          [k] __update_load_avg_se
     0.00%     0.00%  kworker/28:2-mm  [kernel.kallsyms]          [k] update_load_avg
     0.00%     0.00%  migration/9      [kernel.kallsyms]          [k] psi_group_change
     0.00%     0.00%  migration/9      [kernel.kallsyms]          [k] psi_task_change
     0.00%     0.00%  kswapd0          [kernel.kallsyms]          [k] ext4_es_count
     0.00%     0.00%  java             libjvm.so                  [.] 0x0000000000959303
     0.00%     0.00%  kworker/34:2-mm  [kernel.kallsyms]          [k] collect_percpu_times
     0.00%     0.00%  Reference Handl  [kernel.kallsyms]          [k] syscall_exit_to_user_mode
     0.00%     0.00%  kworker/27:2-ev  [kernel.kallsyms]          [k] first_online_pgdat
     0.00%     0.00%  kworker/u98:3    [kernel.kallsyms]          [k] move_expired_inodes
     0.00%     0.00%  migration/30     [kernel.kallsyms]          [k] migration_cpu_stop
     0.00%     0.00%  Finalizer        [kernel.kallsyms]          [k] syscall_exit_to_user_mode
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]          [k] remove_entity_load_avg
     0.00%     0.00%  :-1              [kernel.kallsyms]          [k] tick_program_event
     0.00%     0.00%  java             [JIT] tid 2241             [.] 0x00007fcf6954acf0
     0.00%     0.00%  Timer for 'JobT  [kernel.kallsyms]          [k] kthread_is_per_cpu
     0.00%     0.00%  Timer for 'JobT  [kernel.kallsyms]          [k] cpu_stop_queue_work
     0.00%     0.00%  Timer for 'JobT  [kernel.kallsyms]          [k] is_cpu_allowed
     0.00%     0.00%  Timer for 'JobT  [kernel.kallsyms]          [k] migrate_task_to
     0.00%     0.00%  Timer for 'JobT  [kernel.kallsyms]          [k] stop_one_cpu
     0.00%     0.00%  migration/46     [kernel.kallsyms]          [k] pick_next_entity
     0.00%     0.00%  migration/11     [kernel.kallsyms]          [k] rcu_dynticks_inc
     0.00%     0.00%  perf             [kernel.kallsyms]          [k] ext4_es_can_be_merged.isra.0
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]          [k] collect_percpu_times
     0.00%     0.00%  kworker/24:2-mm  [kernel.kallsyms]          [k] psi_avgs_work
     0.00%     0.00%  SpillThread      [kernel.kallsyms]          [k] __irqentry_text_end
     0.00%     0.00%  migration/24     [kernel.kallsyms]          [k] migrate_task_rq_fair
     0.00%     0.00%  kworker/u97:12-  [kernel.kallsyms]          [k] blk_get_request
     0.00%     0.00%  kworker/u97:12-  [kernel.kallsyms]          [k] blk_mq_alloc_request
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2320             [.] 0x00007f12759f05c5
     0.00%     0.00%  migration/14     [kernel.kallsyms]          [k] balance_rt
     0.00%     0.00%  SpillThread      [kernel.kallsyms]          [k] blk_flush_plug_list
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]          [k] __block_commit_write.constprop.0.isra.0
     0.00%     0.00%  java             [kernel.kallsyms]          [k] __x64_sys_rt_sigprocmask
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1505             [.] 0x00007fccb13c0ddd
     0.00%     0.00%  Readahead Threa  [kernel.kallsyms]          [k] page_counter_try_charge
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]          [k] set_pte_vaddr_p4d
     0.00%     0.00%  Readahead Threa  [kernel.kallsyms]          [k] timerqueue_add
     0.00%     0.00%  Readahead Threa  [kernel.kallsyms]          [k] enqueue_hrtimer
     0.00%     0.00%  communication t  [kernel.kallsyms]          [k] ktime_add_safe
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] down_read_trylock
     0.00%     0.00%  kswapd0          [kernel.kallsyms]          [k] shmem_unused_huge_count
     0.00%     0.00%  kworker/0:0-eve  [kernel.kallsyms]          [k] _raw_spin_lock_irq
     0.00%     0.00%  kworker/26:2-mm  [kernel.kallsyms]          [k] calc_wheel_index
     0.00%     0.00%  kworker/26:2-mm  [kernel.kallsyms]          [k] __queue_delayed_work
     0.00%     0.00%  kworker/26:2-mm  [kernel.kallsyms]          [k] queue_delayed_work_on
     0.00%     0.00%  C2 CompilerThre  libjvm.so                  [.] 0x00000000006385d7
     0.00%     0.00%  VM Thread        [kernel.kallsyms]          [k] detach_entity_cfs_rq
     0.00%     0.00%  kworker/20:1-mm  [kernel.kallsyms]          [k] __free_one_page
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]          [k] from_kuid_munged
     0.00%     0.00%  VM Periodic Tas  [kernel.kallsyms]          [k] rebalance_domains
     0.00%     0.00%  VM Periodic Tas  [kernel.kallsyms]          [k] run_rebalance_domains
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]          [k] rcu_report_qs_rnp
     0.00%     0.00%  kworker/46:1-mm  [kernel.kallsyms]          [k] __free_one_page
     0.00%     0.00%  migration/34     [kernel.kallsyms]          [k] update_load_avg
     0.00%     0.00%  C2 CompilerThre  libjvm.so                  [.] 0x000000000063a18f
     0.00%     0.00%  migration/44     [kernel.kallsyms]          [k] __switch_to_asm
     0.00%     0.00%  SpillThread      [kernel.kallsyms]          [k] __rb_insert_augmented
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]          [k] ext4_fc_start_update
     0.00%     0.00%  kworker/3:2-mm_  [kernel.kallsyms]          [k] __switch_to
     0.00%     0.00%  SpillThread      [kernel.kallsyms]          [k] __bitmap_andnot
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1888             [.] 0x00007fe2fd000794
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] kvmalloc_node
     0.00%     0.00%  migration/23     [kernel.kallsyms]          [k] update_cfs_group
     0.00%     0.00%  SpillThread      [kernel.kallsyms]          [k] strlen
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]          [k] ext4_generic_write_checks
     0.00%     0.00%  java             libjvm.so                  [.] 0x000000000064549f
     0.00%     0.00%  Finalizer        [kernel.kallsyms]          [k] __cond_resched
     0.00%     0.00%  Finalizer        [kernel.kallsyms]          [k] migrate_task_to
     0.00%     0.00%  Finalizer        [kernel.kallsyms]          [k] stop_one_cpu
     0.00%     0.00%  kworker/11:2-ev  [kernel.kallsyms]          [k] switch_mm_irqs_off
     0.00%     0.00%  java             [kernel.kallsyms]          [k] yama_task_prctl
     0.00%     0.00%  java             [kernel.kallsyms]          [k] blkcg_maybe_throttle_current
     0.00%     0.00%  kworker/35:1H-k  [kernel.kallsyms]          [k] blk_mq_queue_tag_busy_iter
     0.00%     0.00%  kworker/35:1H-k  [kernel.kallsyms]          [k] blk_mq_timeout_work
     0.00%     0.00%  kworker/35:1H-k  [kernel.kallsyms]          [k] kthread
     0.00%     0.00%  kworker/35:1H-k  [kernel.kallsyms]          [k] process_one_work
     0.00%     0.00%  kworker/35:1H-k  [kernel.kallsyms]          [k] ret_from_fork
     0.00%     0.00%  kworker/35:1H-k  [kernel.kallsyms]          [k] worker_thread
     0.00%     0.00%  VM Periodic Tas  [kernel.kallsyms]          [k] effective_cpu_util
     0.00%     0.00%  kworker/5:2-eve  [kernel.kallsyms]          [k] psi_group_change
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]          [k] dequeue_top_rt_rq
