# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 6647396362522
#
# Children      Self  Command          Shared Object         Symbol                                                                                                                                                                     
# ........  ........  ...............  ....................  ...........................................................................................................................................................................
#
     0.00%     0.00%  sssd_nss         libtevent.so.0.10.2   [.] tevent_fd_get_flags
     0.00%     0.00%  kworker/23:0-ev  [kernel.kallsyms]     [k] rb_erase
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d9f8a7
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000a9518c
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x00000000006a5855
     0.00%     0.00%  kworker/8:1H-kb  [kernel.kallsyms]     [k] strnlen
     0.00%     0.00%  kworker/17:2-ev  [kernel.kallsyms]     [k] update_sg_lb_stats
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000cf71f1
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9da34
     0.00%     0.00%  kworker/1:2-mm_  [kernel.kallsyms]     [k] migrate_task_rq_fair
     0.00%     0.00%  kworker/1:2-mm_  [kernel.kallsyms]     [k] set_task_cpu
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] jbd2_journal_cancel_revoke
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN14Item_func_rand7cleanupEv
     0.00%     0.00%  kworker/16:1H-k  [kernel.kallsyms]     [k] __blk_mq_delay_run_hw_queue
     0.00%     0.00%  kworker/16:1H-k  [kernel.kallsyms]     [k] __blk_mq_run_hw_queue
     0.00%     0.00%  kworker/16:1H-k  [kernel.kallsyms]     [k] __blk_mq_sched_dispatch_requests
     0.00%     0.00%  kworker/16:1H-k  [kernel.kallsyms]     [k] blk_mq_dispatch_rq_list
     0.00%     0.00%  kworker/16:1H-k  [kernel.kallsyms]     [k] blk_mq_sched_dispatch_requests
     0.00%     0.00%  kworker/16:1H-k  [kernel.kallsyms]     [k] nvme_queue_rq
     0.00%     0.00%  kworker/3:0      [kernel.kallsyms]     [k] ext4_convert_unwritten_extents
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d9be63
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9f02d
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c31623
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN17Field_new_decimalC2EPhjS0_hN5Field5utypeEPK25st_mysql_const_lex_stringtbb
     0.00%     0.00%  kworker/10:1-ev  [kernel.kallsyms]     [k] crypto_shash_update
     0.00%     0.00%  kworker/10:1-ev  [kernel.kallsyms]     [k] __ext4_mark_inode_dirty
     0.00%     0.00%  kworker/10:1-ev  [kernel.kallsyms]     [k] ext4_do_update_inode.isra.0
     0.00%     0.00%  kworker/10:1-ev  [kernel.kallsyms]     [k] ext4_inode_csum
     0.00%     0.00%  kworker/10:1-ev  [kernel.kallsyms]     [k] ext4_inode_csum_set
     0.00%     0.00%  kworker/10:1-ev  [kernel.kallsyms]     [k] ext4_mark_iloc_dirty
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca5d37
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca5995
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] crc_93
     0.00%     0.00%  kworker/2:1-pm   [kernel.kallsyms]     [k] wq_worker_running
     0.00%     0.00%  top              [kernel.kallsyms]     [k] avc_lookup
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c48e94
     0.00%     0.00%  kworker/9:9      [kernel.kallsyms]     [k] update_cfs_group
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN12Field_string5resetEv
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN10TABLE_LIST17view_check_optionEP3THDb
     0.00%     0.00%  kworker/17:1-rc  [kernel.kallsyms]     [k] select_idle_sibling
     0.00%     0.00%  kworker/20:2-ev  [kernel.kallsyms]     [k] __es_tree_search.isra.0
     0.00%     0.00%  kworker/20:2-ev  [kernel.kallsyms]     [k] __es_remove_extent
     0.00%     0.00%  kworker/20:2-ev  [kernel.kallsyms]     [k] ext4_es_insert_extent
     0.00%     0.00%  kworker/20:2-ev  [kernel.kallsyms]     [k] ext4_map_blocks
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c361b3
     0.00%     0.00%  kworker/18:11    [kernel.kallsyms]     [k] wq_worker_sleeping
     0.00%     0.00%  top              [kernel.kallsyms]     [k] strncpy
     0.00%     0.00%  top              [kernel.kallsyms]     [k] __get_task_comm
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000da0407
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x00000000006b8b20
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]     [k] update_rq_clock_task
     0.00%     0.00%  kworker/9:2      [kernel.kallsyms]     [k] wake_affine_weight
     0.00%     0.00%  kworker/27:1-ev  [kernel.kallsyms]     [k] remove_entity_load_avg
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c83a31
     0.00%     0.00%  kworker/2:1-pm   [kernel.kallsyms]     [k] ttwu_do_wakeup
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d6191e
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9f8b5
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN14Arg_comparator20set_cmp_func_decimalEP3THD
     0.00%     0.00%  kworker/11:2-ev  [kernel.kallsyms]     [k] kmem_cache_free
     0.00%     0.00%  kworker/25:0     [kernel.kallsyms]     [k] cpuacct_charge
     0.00%     0.00%  kworker/23:0-ev  [kernel.kallsyms]     [k] blkcg_iolatency_done_bio
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d77df0
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] crc_28
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]     [k] __blk_mq_try_issue_directly
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]     [k] nvme_map_data
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]     [k] nvme_queue_rq
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x000000000085b270
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN10Item_equalC2EP3THDPK12Type_handlerP4ItemS6_b
     0.00%     0.00%  kworker/14:3-ev  [kernel.kallsyms]     [k] send_call_function_single_ipi
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZNK22Item_func_get_user_var11used_tablesEv
     0.00%     0.00%  kworker/25:0     [kernel.kallsyms]     [k] ttwu_stat
     0.00%     0.00%  kworker/u64:35-  [kernel.kallsyms]     [k] __mod_node_page_state
     0.00%     0.00%  kworker/u64:35-  [kernel.kallsyms]     [k] __mod_lruvec_page_state
     0.00%     0.00%  kworker/u64:35-  [kernel.kallsyms]     [k] __mod_lruvec_state
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d81c57
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d9b5d3
     0.00%     0.00%  kworker/10:1-ev  [kernel.kallsyms]     [k] native_queued_spin_lock_slowpath.part.0
     0.00%     0.00%  kworker/10:1-ev  [kernel.kallsyms]     [k] _raw_spin_lock
     0.00%     0.00%  kworker/6:2      [kernel.kallsyms]     [k] __hrtimer_run_queues
     0.00%     0.00%  kworker/6:2      [kernel.kallsyms]     [k] __run_hrtimer
     0.00%     0.00%  kworker/6:2      [kernel.kallsyms]     [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/6:2      [kernel.kallsyms]     [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/6:2      [kernel.kallsyms]     [k] hrtimer_interrupt
     0.00%     0.00%  kworker/6:2      [kernel.kallsyms]     [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/6:2      [kernel.kallsyms]     [k] tick_sched_timer
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]     [k] force_qs_rnp
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d7ce24
     0.00%     0.00%  kworker/22:0     [kernel.kallsyms]     [k] __default_send_IPI_dest_field
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca5b06
     0.00%     0.00%  kworker/9:2      [kernel.kallsyms]     [k] cpuacct_charge
     0.00%     0.00%  tclsh8.6         libtcl8.6.so          [.] TclParseAllWhiteSpace
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]     [k] pick_next_entity
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c47df0
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d67ff9
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d4e3f3
     0.00%     0.00%  perf             [kernel.kallsyms]     [k] __schedule
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]     [k] xas_start
     0.00%     0.00%  kworker/27:1H-k  [kernel.kallsyms]     [k] nvme_queue_rq
     0.00%     0.00%  kworker/27:1H-k  [kernel.kallsyms]     [k] blk_mq_dispatch_rq_list
     0.00%     0.00%  kworker/1:2-mm_  [kernel.kallsyms]     [k] pick_next_entity
     0.00%     0.00%  kworker/4:7      [kernel.kallsyms]     [k] __ext4_mark_inode_dirty
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca5932
     0.00%     0.00%  kworker/29:1-ev  [kernel.kallsyms]     [k] ttwu_stat
     0.00%     0.00%  ksoftirqd/14     [kernel.kallsyms]     [k] smpboot_thread_fn
     0.00%     0.00%  ksoftirqd/14     [kernel.kallsyms]     [k] kthread
     0.00%     0.00%  ksoftirqd/14     [kernel.kallsyms]     [k] ret_from_fork
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000da08e3
     0.00%     0.00%  tclsh8.6         libtcl8.6.so          [.] Tcl_ObjSetVar2
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000cd050c
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d70ec8
     0.00%     0.00%  kworker/9:2      [kernel.kallsyms]     [k] update_irq_load_avg
     0.00%     0.00%  kworker/9:2      [kernel.kallsyms]     [k] update_rq_clock_task
     0.00%     0.00%  kworker/31:1-ev  [kernel.kallsyms]     [k] kthread_data
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000e240d8
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000da098c
     0.00%     0.00%  kworker/20:2-ev  [kernel.kallsyms]     [k] refresh_cpu_vm_stats
     0.00%     0.00%  kworker/20:2-ev  [kernel.kallsyms]     [k] vmstat_update
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000da3080
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x0000000000017acd
     0.00%     0.00%  kworker/19:1-ev  [kernel.kallsyms]     [k] set_task_cpu
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d77dc5
     0.00%     0.00%  perf             [kernel.kallsyms]     [k] schedule
     0.00%     0.00%  perf             [kernel.kallsyms]     [k] schedule_hrtimeout_range_clock
     0.00%     0.00%  kworker/28:2-ev  [kernel.kallsyms]     [k] blk_mq_end_request
     0.00%     0.00%  kworker/28:2-ev  [kernel.kallsyms]     [k] blk_update_request
     0.00%     0.00%  kworker/28:2-ev  [kernel.kallsyms]     [k] iomap_dio_bio_end_io
     0.00%     0.00%  kworker/22:1H-k  [kernel.kallsyms]     [k] __update_load_avg_cfs_rq
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d78936
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ce3893
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZNK24Type_handler_real_result36Item_func_hybrid_field_type_val_realEP27Item_func_hybrid_field_type
     0.00%     0.00%  kworker/30:1H-k  [kernel.kallsyms]     [k] __blk_mq_delay_run_hw_queue
     0.00%     0.00%  kworker/30:1H-k  [kernel.kallsyms]     [k] __blk_mq_run_hw_queue
     0.00%     0.00%  kworker/30:1H-k  [kernel.kallsyms]     [k] __blk_mq_sched_dispatch_requests
     0.00%     0.00%  kworker/30:1H-k  [kernel.kallsyms]     [k] blk_mq_do_dispatch_ctx
     0.00%     0.00%  kworker/30:1H-k  [kernel.kallsyms]     [k] blk_mq_sched_dispatch_requests
     0.00%     0.00%  kworker/31:1H-k  [kernel.kallsyms]     [k] nvme_queue_rq
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000cd0143
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN22Item_func_set_user_var18fix_length_and_decEv
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d81292
     0.00%     0.00%  kworker/29:1-ev  [kernel.kallsyms]     [k] pick_next_entity
     0.00%     0.00%  kworker/2:2-eve  [kernel.kallsyms]     [k] __hrtimer_run_queues
     0.00%     0.00%  kworker/2:2-eve  [kernel.kallsyms]     [k] __run_hrtimer
     0.00%     0.00%  kworker/2:2-eve  [kernel.kallsyms]     [k] timerqueue_del
     0.00%     0.00%  kworker/25:2-ev  [kernel.kallsyms]     [k] __update_load_avg_cfs_rq
     0.00%     0.00%  kworker/18:11    [kernel.kallsyms]     [k] __ext4_journal_stop
     0.00%     0.00%  kworker/18:11    [kernel.kallsyms]     [k] jbd2_journal_stop
     0.00%     0.00%  kworker/18:11    [kernel.kallsyms]     [k] stop_this_handle
     0.00%     0.00%  kworker/1:1H-kb  [kernel.kallsyms]     [k] dequeue_task_fair
     0.00%     0.00%  kworker/1:1H-kb  [kernel.kallsyms]     [k] __schedule
     0.00%     0.00%  kworker/1:1H-kb  [kernel.kallsyms]     [k] schedule
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x00000000000252d4
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000cd04c8
     0.00%     0.00%  kworker/31:1-ev  [kernel.kallsyms]     [k] irqtime_account_irq
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d71cd2
     0.00%     0.00%  kworker/24:1-ev  [kernel.kallsyms]     [k] restore_regs_and_return_to_kernel
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]     [k] select_estimate_accuracy
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9eeab
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000da0ee9
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d297ec
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d7424c
     0.00%     0.00%  kworker/28:2-ev  [kernel.kallsyms]     [k] __default_send_IPI_dest_field
     0.00%     0.00%  kworker/28:2-ev  [kernel.kallsyms]     [k] default_send_IPI_single_phys
     0.00%     0.00%  kworker/13:2-ev  [kernel.kallsyms]     [k] kfree
     0.00%     0.00%  kworker/16:1H-k  [kernel.kallsyms]     [k] __schedule
     0.00%     0.00%  kworker/16:1H-k  [kernel.kallsyms]     [k] schedule
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9fa9b
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x0000000000017b2f
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000cd0b16
     0.00%     0.00%  kworker/31:1-ev  [kernel.kallsyms]     [k] __update_load_avg_se
     0.00%     0.00%  mariadbd         mariadbd              [.] _Z11setup_condsP3THDP10TABLE_LISTR4ListIS1_EPP4Item
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] irq_do_set_affinity
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] irq_move_masked_irq
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] msi_set_affinity
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d098f0
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9f1f6
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d10da8
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] access_override_creds
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] do_faccessat
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] prepare_creds
     0.00%     0.00%  kworker/10:4     [kernel.kallsyms]     [k] switch_mm_irqs_off
     0.00%     0.00%  tclsh8.6         libtcl8.6.so          [.] InterpProcNR2
     0.00%     0.00%  kworker/26:1-ev  [kernel.kallsyms]     [k] sched_ttwu_pending
     0.00%     0.00%  kworker/26:1-ev  [kernel.kallsyms]     [k] __sysvec_call_function_single
     0.00%     0.00%  kworker/26:1-ev  [kernel.kallsyms]     [k] asm_sysvec_call_function_single
     0.00%     0.00%  kworker/26:1-ev  [kernel.kallsyms]     [k] sysvec_call_function_single
     0.00%     0.00%  kworker/26:1-ev  [kernel.kallsyms]     [k] native_queued_spin_lock_slowpath.part.0
     0.00%     0.00%  kworker/25:2-ev  [kernel.kallsyms]     [k] switch_mm_irqs_off
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c80410
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca0109
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c8abf2
     0.00%     0.00%  kworker/17:2-ev  [kernel.kallsyms]     [k] __update_load_avg_se
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN13st_select_lex18mark_const_derivedEb
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000da1825
     0.00%     0.00%  kworker/25:0     [kernel.kallsyms]     [k] llist_add_batch
     0.00%     0.00%  kworker/24:1-ev  [kernel.kallsyms]     [k] __switch_to_asm
     0.00%     0.00%  kworker/7:2      [kernel.kallsyms]     [k] irqtime_account_irq
     0.00%     0.00%  kworker/31:1-ev  [kernel.kallsyms]     [k] cpumask_next_and
     0.00%     0.00%  swapper          [kernel.kallsyms]     [k] machine_check_poll
     0.00%     0.00%  swapper          [kernel.kallsyms]     [k] mce_timer_fn
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c3d529
     0.00%     0.00%  kworker/26:1-ev  [kernel.kallsyms]     [k] wq_worker_running
     0.00%     0.00%  kworker/19:1-ev  [kernel.kallsyms]     [k] native_smp_send_reschedule
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]     [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]     [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN12cmp_item_intD0Ev
     0.00%     0.00%  migration/10     [kernel.kallsyms]     [k] balance_rt
     0.00%     0.00%  kworker/8:2-cgr  [kernel.kallsyms]     [k] put_prev_entity
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9dc7c
