# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 4274814276032
#
# Children      Self  Command          Shared Object                      Symbol                                                                                                                                                                                                         
# ........  ........  ...............  .................................  ...............................................................................................................................................................................................................
#
     0.00%     0.00%  sh               [kernel.kallsyms]                  [k] perf_event_mmap_event
     0.00%     0.00%  sh               [kernel.kallsyms]                  [k] perf_event_mmap
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00ca6c2f
     0.00%     0.00%  GC Thread#19     [kernel.kallsyms]                  [k] xas_clear_mark
     0.00%     0.00%  GC Thread#19     [kernel.kallsyms]                  [k] xas_init_marks
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00c9b411
     0.00%     0.00%  G1 Refine#1      [kernel.kallsyms]                  [k] irqtime_account_process_tick
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff0134cf16
     0.00%     0.00%  G1 Refine#5      [kernel.kallsyms]                  [k] check_preempt_wakeup
     0.00%     0.00%  G1 Refine#5      [kernel.kallsyms]                  [k] check_preempt_curr
     0.00%     0.00%  GC Thread#12     [kernel.kallsyms]                  [k] rb_insert_color
     0.00%     0.00%  GC Thread#21     [kernel.kallsyms]                  [k] __mem_cgroup_threshold
     0.00%     0.00%  GC Thread#21     [kernel.kallsyms]                  [k] memcg_check_events
     0.00%     0.00%  dag-scheduler-e  [kernel.kallsyms]                  [k] dput
     0.00%     0.00%  dag-scheduler-e  [kernel.kallsyms]                  [k] path_put
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]                  [k] rcu_read_unlock_strict
     0.00%     0.00%  G1 Refine#6      [kernel.kallsyms]                  [k] handle_pte_fault
     0.00%     0.00%  G1 Refine#18     [kernel.kallsyms]                  [k] __switch_to_asm
     0.00%     0.00%  swapper          [kernel.kallsyms]                  [k] __netif_receive_skb_core
     0.00%     0.00%  swapper          [kernel.kallsyms]                  [k] __netif_receive_skb_list
     0.00%     0.00%  swapper          [kernel.kallsyms]                  [k] __netif_receive_skb_list_core
     0.00%     0.00%  swapper          [kernel.kallsyms]                  [k] napi_complete_done
     0.00%     0.00%  swapper          [kernel.kallsyms]                  [k] netif_receive_skb_list_internal
     0.00%     0.00%  G1 Conc#1        [kernel.kallsyms]                  [k] copy_user_generic_string
     0.00%     0.00%  G1 Conc#1        [kernel.kallsyms]                  [k] _copy_to_user
     0.00%     0.00%  kworker/u64:39-  [kernel.kallsyms]                  [k] update_curr
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff0095ad56
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff002ac5a6
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00e6e8a1
     0.00%     0.00%  G1 Conc#4        [kernel.kallsyms]                  [k] rcu_do_batch
     0.00%     0.00%  G1 Refine#17     [kernel.kallsyms]                  [k] select_idle_sibling
     0.00%     0.00%  G1 Refine#2      [kernel.kallsyms]                  [k] acct_account_cputime
     0.00%     0.00%  G1 Conc#3        [kernel.kallsyms]                  [k] account_process_tick
     0.00%     0.00%  G1 Conc#1        [kernel.kallsyms]                  [k] account_process_tick
     0.00%     0.00%  java             [kernel.kallsyms]                  [k] delay_halt.part.0
     0.00%     0.00%  G1 Refine#1      [kernel.kallsyms]                  [k] kmem_cache_free
     0.00%     0.00%  GC Thread#19     [kernel.kallsyms]                  [k] kick_ilb
     0.00%     0.00%  GC Thread#3      [kernel.kallsyms]                  [k] llist_add_batch
     0.00%     0.00%  GC Thread#5      [kernel.kallsyms]                  [k] change_pte_range
     0.00%     0.00%  GC Thread#5      [kernel.kallsyms]                  [k] change_p4d_range
     0.00%     0.00%  GC Thread#5      [kernel.kallsyms]                  [k] change_pmd_range.isra.0
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]                  [k] __mem_cgroup_charge
     0.00%     0.00%  GC Thread#14     libjvm.so                          [.] _ZN17OtherRegionsTable13add_referenceEPvj
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff012ccedf
     0.00%     0.00%  GC Thread#8      [kernel.kallsyms]                  [k] vma_merge
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00ca00f1
     0.00%     0.00%  G1 Refine#14     [kernel.kallsyms]                  [k] native_sched_clock
     0.00%     0.00%  GC Thread#0      [kernel.kallsyms]                  [k] update_min_vruntime
     0.00%     0.00%  G1 Refine#16     [kernel.kallsyms]                  [k] switch_fpu_return
     0.00%     0.00%  G1 Refine#20     [kernel.kallsyms]                  [k] invoke_rcu_core.part.0
     0.00%     0.00%  spark-listener-  [kernel.kallsyms]                  [k] prepare_task_switch
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00ca76f0
     0.00%     0.00%  gmain            [kernel.kallsyms]                  [k] __x64_sys_inotify_add_watch
     0.00%     0.00%  gmain            [kernel.kallsyms]                  [k] inotify_find_inode
     0.00%     0.00%  G1 Conc#4        [kernel.kallsyms]                  [k] rcu_qs
     0.00%     0.00%  ksoftirqd/0      [kernel.kallsyms]                  [k] rcu_cblist_dequeue
     0.00%     0.00%  top              [kernel.kallsyms]                  [k] __lookup_hash
     0.00%     0.00%  top              [kernel.kallsyms]                  [k] d_lookup
     0.00%     0.00%  top              [kernel.kallsyms]                  [k] do_mkdirat
     0.00%     0.00%  top              [kernel.kallsyms]                  [k] filename_create
     0.00%     0.00%  top              [kernel.kallsyms]                  [k] lookup_dcache
     0.00%     0.00%  java             [kernel.kallsyms]                  [k] select_task_rq_fair
     0.00%     0.00%  G1 Refine#15     [kernel.kallsyms]                  [k] irqtime_account_process_tick
     0.00%     0.00%  G1 Refine#14     [kernel.kallsyms]                  [k] __irqentry_text_end
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]                  [k] pick_next_task_idle
     0.00%     0.00%  G1 Refine#10     [kernel.kallsyms]                  [k] update_rq_clock
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff006a6e44
     0.00%     0.00%  java             [kernel.kallsyms]                  [k] kmem_cache_free
     0.00%     0.00%  dispatcher-even  [kernel.kallsyms]                  [k] __irqentry_text_end
     0.00%     0.00%  kworker/u64:35-  [kernel.kallsyms]                  [k] rcu_pending
     0.00%     0.00%  kworker/u64:35-  [kernel.kallsyms]                  [k] rcu_sched_clock_irq
     0.00%     0.00%  G1 Refine#4      [kernel.kallsyms]                  [k] rcu_qs
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00d72216
     0.00%     0.00%  GC Thread#2      [kernel.kallsyms]                  [k] pick_next_task_fair
     0.00%     0.00%  VM Thread        [kernel.kallsyms]                  [k] cpumask_next
     0.00%     0.00%  VM Thread        [kernel.kallsyms]                  [k] select_idle_core
     0.00%     0.00%  VM Thread        [kernel.kallsyms]                  [k] select_idle_cpu
     0.00%     0.00%  G1 Refine#14     [kernel.kallsyms]                  [k] wake_affine
     0.00%     0.00%  G1 Refine#2      [kernel.kallsyms]                  [k] asm_sysvec_call_function_single
     0.00%     0.00%  VM Thread        [kernel.kallsyms]                  [k] update_sg_lb_stats
     0.00%     0.00%  GC Thread#8      [kernel.kallsyms]                  [k] pick_next_task_fair
     0.00%     0.00%  G1 Refine#14     [kernel.kallsyms]                  [k] newidle_balance
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff005507e7
     0.00%     0.00%  GC Thread#14     [kernel.kallsyms]                  [k] irq_exit_rcu
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]                  [k] prepare_task_switch
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00507d24
     0.00%     0.00%  G1 Refine#0      [kernel.kallsyms]                  [k] send_call_function_single_ipi
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00a3d5fd
     0.00%     0.00%  GC Thread#16     [kernel.kallsyms]                  [k] rb_insert_color
     0.00%     0.00%  G1 Refine#0      [kernel.kallsyms]                  [k] update_cfs_rq_h_load
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff0121cdea
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]                  [k] handle_irq_event
     0.00%     0.00%  G1 Conc#4        [kernel.kallsyms]                  [k] run_posix_cpu_timers
     0.00%     0.00%  G1 Refine#15     libjvm.so                          [.] _ZN28G1ConcurrentRefineOopClosure11do_oop_workIP7oopDescEEvPT_
     0.00%     0.00%  G1 Refine#19     [kernel.kallsyms]                  [k] rb_next
     0.00%     0.00%  GC Thread#6      [kernel.kallsyms]                  [k] irq_exit_rcu
     0.00%     0.00%  G1 Refine#19     [kernel.kallsyms]                  [k] count_shadow_nodes
     0.00%     0.00%  G1 Refine#19     [kernel.kallsyms]                  [k] do_shrink_slab
     0.00%     0.00%  G1 Refine#19     [kernel.kallsyms]                  [k] shrink_slab_memcg
     0.00%     0.00%  GC Thread#22     libjvm.so                          [.] _ZN5StackIN14PreservedMarks13OopAndMarkOopEL10MemoryType5EE12push_segmentEv
     0.00%     0.00%  migration/30     [kernel.kallsyms]                  [k] smpboot_thread_fn
     0.00%     0.00%  migration/30     [kernel.kallsyms]                  [k] kthread
     0.00%     0.00%  migration/30     [kernel.kallsyms]                  [k] ret_from_fork
     0.00%     0.00%  G1 Conc#4        [kernel.kallsyms]                  [k] __x86_indirect_thunk_r15
     0.00%     0.00%  kworker/u64:39-  [kernel.kallsyms]                  [k] __switch_to_asm
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00b01bd7
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff012f8481
     0.00%     0.00%  GC Thread#11     [kernel.kallsyms]                  [k] __audit_syscall_exit
     0.00%     0.00%  G1 Conc#0        [kernel.kallsyms]                  [k] activate_task
     0.00%     0.00%  G1 Conc#0        [kernel.kallsyms]                  [k] attach_task
     0.00%     0.00%  kworker/29:2-ev  [kernel.kallsyms]                  [k] refresh_cpu_vm_stats
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef8683e20
     0.00%     0.00%  G1 Refine#21     [kernel.kallsyms]                  [k] x86_pmu_disable
     0.00%     0.00%  top              [kernel.kallsyms]                  [k] proc_fill_cache
     0.00%     0.00%  GC Thread#13     [kernel.kallsyms]                  [k] _find_first_bit
     0.00%     0.00%  G1 Refine#17     [kernel.kallsyms]                  [k] up_write
     0.00%     0.00%  migration/7      [kernel.kallsyms]                  [k] kthread
     0.00%     0.00%  migration/7      [kernel.kallsyms]                  [k] ret_from_fork
     0.00%     0.00%  migration/7      [kernel.kallsyms]                  [k] smpboot_thread_fn
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff0095abb4
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefba776f9
     0.00%     0.00%  chronyd          [kernel.kallsyms]                  [k] _copy_to_iter
     0.00%     0.00%  chronyd          [kernel.kallsyms]                  [k] __skb_datagram_iter
     0.00%     0.00%  chronyd          [kernel.kallsyms]                  [k] ip_recv_error
     0.00%     0.00%  chronyd          [kernel.kallsyms]                  [k] skb_copy_datagram_iter
     0.00%     0.00%  GC Thread#14     [kernel.kallsyms]                  [k] lapic_next_event
     0.00%     0.00%  task-result-get  [kernel.kallsyms]                  [k] enqueue_entity
     0.00%     0.00%  GC Thread#13     [kernel.kallsyms]                  [k] __audit_syscall_exit
     0.00%     0.00%  kworker/u64:35-  [kernel.kallsyms]                  [k] pick_next_task_fair
     0.00%     0.00%  G1 Refine#6      [kernel.kallsyms]                  [k] irqentry_enter
     0.00%     0.00%  G1 Refine#16     [kernel.kallsyms]                  [k] asm_sysvec_call_function_single
     0.00%     0.00%  GC Thread#14     [kernel.kallsyms]                  [k] cpumask_next_and
     0.00%     0.00%  G1 Refine#9      [kernel.kallsyms]                  [k] syscall_exit_work
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]                  [k] calc_global_load_tick
     0.00%     0.00%  G1 Refine#6      [kernel.kallsyms]                  [k] unlock_page_memcg
     0.00%     0.00%  G1 Refine#8      [kernel.kallsyms]                  [k] irqentry_enter
     0.00%     0.00%  GC Thread#15     libjvm.so                          [.] _ZN21G1AdjustRegionClosure14do_heap_regionEP10HeapRegion
     0.00%     0.00%  sed              [kernel.kallsyms]                  [k] refill_obj_stock
     0.00%     0.00%  sed              [kernel.kallsyms]                  [k] __kmalloc_node
     0.00%     0.00%  sed              [kernel.kallsyms]                  [k] ksys_read
     0.00%     0.00%  sed              [kernel.kallsyms]                  [k] new_sync_read
     0.00%     0.00%  sed              [kernel.kallsyms]                  [k] obj_cgroup_charge
     0.00%     0.00%  sed              [kernel.kallsyms]                  [k] proc_reg_read_iter
     0.00%     0.00%  sed              [kernel.kallsyms]                  [k] seq_read_iter
     0.00%     0.00%  sed              [kernel.kallsyms]                  [k] vfs_read
     0.00%     0.00%  GC Thread#14     [kernel.kallsyms]                  [k] mem_cgroup_update_lru_size
     0.00%     0.00%  G1 Refine#22     [kernel.kallsyms]                  [k] sync_regs
     0.00%     0.00%  G1 Refine#22     [kernel.kallsyms]                  [k] error_entry
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00a3db72
     0.00%     0.00%  GC Thread#3      [kernel.kallsyms]                  [k] __default_send_IPI_dest_field
     0.00%     0.00%  kworker/u64:36-  [kernel.kallsyms]                  [k] __ext4_journal_stop
     0.00%     0.00%  G1 Refine#0      [kernel.kallsyms]                  [k] _raw_spin_trylock
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]                  [k] mntput
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00ca6ec7
     0.00%     0.00%  sshd             [kernel.kallsyms]                  [k] dequeue_skb
     0.00%     0.00%  G1 Conc#0        [kernel.kallsyms]                  [k] dequeue_entity
     0.00%     0.00%  GC Thread#22     [kernel.kallsyms]                  [k] acct_account_cputime
     0.00%     0.00%  GC Thread#5      [kernel.kallsyms]                  [k] __const_udelay
     0.00%     0.00%  GC Thread#5      [kernel.kallsyms]                  [k] default_send_IPI_single_phys
     0.00%     0.00%  G1 Conc#4        [kernel.kallsyms]                  [k] down_read_trylock
